Module	Genes	Genes_coding	Genes_ncRNA	Genes_lncRNA
18358	148	119	8	21
18359	115	59	30	26
18360	247	145	67	35
18365	17	8	5	4
18367	17	2	6	9
18368	14	4	1	9
18369	43	30	9	4
18370	216	144	31	41
18374	24	21	1	2
18375	43	20	19	4
18376	45	19	13	13
18383	77	52	17	8
18384	19	4	1	14
18385	19	4	1	14
18390	59	43	12	4
18395	20	10	0	10
18399	356	237	64	55
18402	20	19	0	1
18403	393	279	66	48
18404	21	7	6	8
18405	12	10	1	1
18406	87	63	17	7
18410	29	28	0	1
18411	215	113	47	55
18413	17	9	5	3
18415	200	140	32	28
18416	14	3	10	1
18417	377	167	100	110
18418	86	77	5	4
18420	56	42	8	6
18426	131	59	44	28
18435	19	3	9	7
18437	21	11	6	4
18440	197	125	28	44
18443	33	13	19	1
18446	48	27	17	4
18450	43	23	6	14
18452	52	33	8	11
18455	25	12	5	8
18456	156	118	15	23
18459	371	229	81	61
18460	28	24	2	2
18463	101	49	46	6
18464	12	5	3	4
18466	27	21	2	4
18468	33	14	17	2
18470	40	37	1	2
18473	29	21	0	8
18476	19	12	3	4
18481	231	166	35	30
18482	11	10	0	1
18484	48	29	18	1
18485	171	95	60	16
18486	269	170	59	40
18487	140	91	18	31
18491	13	11	0	2
18500	364	250	56	58
18503	140	88	31	21
18506	54	7	15	32
18507	34	23	5	6
18509	44	13	12	19
18511	10	2	5	3
18514	32	26	0	6
18515	30	20	9	1
18519	37	26	7	4
18522	327	169	88	70
18523	300	132	90	78
18525	65	52	7	6
18526	417	228	106	83
18528	18	5	3	10
18531	40	29	4	7
18534	50	28	18	4
18535	22	20	0	2
18538	445	295	78	72
18539	12	4	5	3
18542	13	4	2	7
18543	54	44	7	3
18546	100	48	31	21
18548	17	7	2	8
18549	16	8	4	4
18561	61	48	7	6
18565	14	10	2	2
18568	23	6	11	6
18570	107	66	25	16
18571	104	50	32	22
18574	24	14	6	4
18577	18	2	13	3
18580	17	8	7	2
18587	82	55	12	15
18588	513	340	104	69
18589	257	156	48	53
18591	182	153	6	23
18592	68	37	19	12
18593	42	6	1	35
18594	107	67	26	14
18596	38	33	2	3
18600	59	37	16	6
18601	10	8	0	2
18603	49	21	17	11
18610	36	16	9	11
18612	39	22	10	7
18613	29	19	4	6
18616	64	45	7	12
18620	46	29	12	5
18623	66	47	1	18
18626	90	57	19	14
18627	21	6	6	9
18628	30	19	9	2
18629	180	81	53	46
18630	112	57	35	20
18631	10	4	5	1
18632	33	26	4	3
18633	118	95	12	11
18634	43	30	6	7
18635	45	26	9	10
18636	96	68	11	17
18645	335	218	69	48
18647	60	13	9	38
18650	24	16	4	4
18651	311	156	98	57
18652	12	9	2	1
18653	461	308	85	68
18655	39	23	12	4
18657	40	29	4	7
18658	127	89	23	15
18660	134	90	12	32
18661	58	28	20	10
18662	22	10	10	2
18664	106	62	35	9
18665	445	308	64	73
18666	42	24	7	11
18668	18	9	8	1
18669	19	9	0	10
18672	337	217	48	72
18675	84	33	30	21
18676	109	88	16	5
18680	18	7	0	11
18681	10	7	2	1
18682	157	113	20	24
18684	90	63	9	18
18685	68	37	10	21
18686	45	36	7	2
18687	310	203	53	54
18688	89	60	14	15
18689	113	74	26	13
18690	87	42	22	23
18691	85	43	28	14
18692	10	5	0	5
18695	13	9	0	4
18696	28	14	0	14
18699	33	22	3	8
18700	32	21	5	6
18702	67	50	2	15
18703	23	17	0	6
18705	21	16	3	2
18707	491	277	117	97
18710	526	366	89	71
18712	9	3	0	6
18713	6	4	0	2
18714	112	104	2	6
18717	33	2	13	18
18718	504	275	133	96
18720	27	14	2	11
18722	15	8	6	1
18723	626	447	112	67
18725	63	51	9	3
18726	23	15	7	1
18729	64	20	8	36
18730	21	19	0	2
18732	43	24	6	13
18733	52	37	8	7
18735	34	8	17	9
18736	19	9	7	3
18737	83	61	12	10
18738	624	446	81	97
18739	588	411	43	134
18742	10	6	3	1
18743	21	8	11	2
18744	297	228	43	26
18746	56	36	3	17
18748	142	112	17	13
18750	45	28	3	14
18752	10	3	4	3
18753	71	37	25	9
18754	90	59	10	21
18755	706	549	65	92
18757	205	104	83	18
18759	601	392	91	118
18762	84	41	27	16
18763	36	8	25	3
18764	34	17	14	3
18765	389	165	125	99
18766	160	123	21	16
18767	36	19	9	8
18768	349	248	43	58
18769	51	28	15	8
18770	45	22	5	18
18772	494	346	93	55
18773	54	30	15	9
18775	455	214	87	154
18776	56	18	13	25
18777	18	13	4	1
18779	27	18	6	3
18781	31	25	3	3
18783	52	40	0	12
18784	27	14	6	7
18785	76	49	12	15
18786	359	233	57	69
18787	59	18	10	31
18791	37	28	4	5
18792	57	27	18	12
18793	51	43	5	3
18794	87	22	31	34
18795	51	11	17	23
18796	33	2	23	8
18797	32	27	1	4
18799	90	47	32	11
18801	132	87	28	17
18802	168	93	40	35
18804	27	20	0	7
18805	30	21	7	2
18806	148	69	35	44
18808	94	42	16	36
18809	114	32	37	45
18811	82	50	20	12
18812	12	8	2	2
18813	20	11	4	5
18814	96	49	17	30
18815	71	55	10	6
18816	25	20	4	1
18818	112	73	1	38
18819	420	253	92	75
18821	525	333	70	122
18822	115	84	11	20
18823	20	5	11	4
18826	621	341	148	132
18827	64	59	3	2
18828	32	6	17	9
18830	7	2	0	5
18831	55	34	11	10
18833	69	35	15	19
18834	26	6	4	16
18835	43	30	6	7
18836	660	399	100	161
18837	6	3	0	3
18839	23	20	0	3
18840	102	86	11	5
18841	16	13	1	2
18842	53	52	0	1
18844	530	349	83	98
18847	595	398	110	87
18848	85	60	14	11
18849	37	16	18	3
18850	551	382	83	86
18851	423	207	102	114
18853	19	7	9	3
18856	80	54	19	7
18857	59	27	24	8
18859	36	26	9	1
18860	30	20	8	2
18861	90	57	18	15
18862	107	70	24	13
18863	27	5	13	9
18864	895	697	118	80
18865	106	50	32	24
18866	85	62	13	10
18867	713	386	192	135
18868	443	276	64	103
18869	123	78	10	35
18870	12	7	0	5
18871	67	54	5	8
18872	653	409	134	110
18874	736	496	92	148
18875	127	94	29	4
18876	777	520	109	148
18878	509	361	91	57
18879	686	550	62	74
18880	751	421	179	151
18881	100	74	12	14
18882	68	23	25	20
18883	110	70	18	22
18884	689	409	158	122
18885	87	54	14	19
18887	713	528	117	68
18890	1005	691	165	149
18891	119	89	23	7
18892	588	374	102	112
18893	1761	1345	271	145
18894	589	357	99	133
18895	723	455	137	131
18896	84	57	19	8
18897	827	543	142	142
18898	981	727	128	126
18899	26	15	3	8
18900	729	449	144	136
18901	38	27	9	2
18902	77	54	2	21
18903	723	395	162	166
18904	1053	749	185	119
18905	1003	615	217	171
18906	33	10	2	21
18907	915	592	193	130
18908	1017	626	213	178
18909	710	485	118	107
18910	708	452	125	131
18911	866	583	126	157
18912	917	605	168	144
18913	149	89	35	25
18914	1054	731	170	153
18915	43	18	9	16
18916	793	466	207	120
18917	1299	811	230	258
18918	1547	1042	270	235
18919	844	541	184	119
18920	723	460	122	141
18921	1551	1051	259	241
18923	76	46	22	8
18924	1022	720	191	111
18926	945	644	165	136
18928	107	62	37	8
18929	901	619	164	118
18930	17	9	0	8
18931	1158	737	214	207
18932	1213	866	153	194
18933	1349	831	270	248
18936	1230	781	254	195
18939	21	10	5	6
18940	2521	1633	519	369
18943	3222	2096	573	553
18948	60	26	14	20
18950	3178	1983	581	614
18951	105	56	37	12
18952	33423	28631	2932	1860
18960	21	13	3	5
18964	105	98	2	5
18965	24	8	0	16
18966	46	36	7	3
18972	129	94	20	15
18973	49	41	6	2
18974	21	15	3	3
18975	21	10	3	8
18976	39	24	7	8
18977	42	23	6	13
18986	20	10	9	1
18988	137	97	17	23
18992	24	5	18	1
18993	26	23	2	1
18994	23	13	4	6
18998	22	9	9	4
19000	16	7	5	4
19001	82	46	21	15
19006	92	76	8	8
19008	14	7	4	3
19014	118	85	11	22
19022	39	28	8	3
19026	20	16	0	4
19027	19	10	5	4
19030	19	16	0	3
19031	25	4	7	14
19032	14	7	4	3
19036	44	14	23	7
19037	115	90	16	9
19039	7	5	0	2
19040	39	14	22	3
19041	47	29	11	7
19043	10	6	3	1
19044	103	36	29	38
19045	76	39	9	28
19048	41	38	0	3
19050	103	67	25	11
19051	42	22	4	16
19052	19	2	5	12
19055	35	15	6	14
19058	20	7	7	6
19059	53	30	7	16
19062	61	25	19	17
19063	53	31	15	7
19065	63	45	1	17
19066	68	29	34	5
19067	34	20	7	7
19068	69	37	9	23
19069	33	24	7	2
19071	48	44	0	4
19072	19	4	6	9
19073	50	21	17	12
19074	17	4	10	3
19075	9	6	0	3
19076	36	23	12	1
19078	115	65	36	14
19079	29	13	5	11
19080	86	54	15	17
19081	25	6	5	14
19082	33	23	0	10
19083	52	42	2	8
19084	55	32	19	4
19086	75	23	28	24
19087	16	2	13	1
19090	17	7	3	7
19091	24	12	3	9
19092	37	32	0	5
19093	24	7	13	4
19094	104	88	10	6
19095	49	47	1	1
19096	27	19	3	5
19097	27	14	3	10
19098	59	46	5	8
19099	18	12	2	4
19101	74	40	13	21
19102	66	39	20	7
19103	66	33	21	12
19104	27	8	7	12
19105	43	22	11	10
19106	54	37	6	11
19107	70	48	14	8
19108	61	30	15	16
19111	118	91	9	18
19112	72	32	8	32
19113	33	19	10	4
19114	60	21	21	18
19115	9	1	1	7
19116	110	63	31	16
19117	82	58	9	15
19118	26	16	7	3
19119	22	14	6	2
19120	24	16	7	1
19121	95	9	80	6
19123	90	49	29	12
19125	18	16	1	1
19126	91	42	15	34
19127	23	12	9	2
19128	108	55	26	27
19129	31	21	5	5
19130	107	61	32	14
19131	62	39	17	6
19132	76	41	20	15
19133	50	37	2	11
19134	25	18	4	3
19136	92	66	9	17
19137	98	69	15	14
19138	61	44	12	5
19139	124	99	20	5
19140	94	63	25	6
19141	58	29	10	19
19142	32	27	4	1
19143	173	123	36	14
19144	56	27	23	6
19146	84	51	17	16
19147	120	88	13	19
19149	61	37	5	19
19150	152	79	47	26
19151	72	43	6	23
19152	100	78	15	7
19153	92	39	31	22
19154	102	60	2	40
19155	88	47	18	23
19156	78	35	31	12
19157	72	44	10	18
19158	26	20	4	2
19159	103	39	53	11
19160	107	83	9	15
19161	144	105	20	19
19162	70	23	14	33
19163	25	22	2	1
19164	68	50	9	9
19165	38	35	1	2
19166	52	18	14	20
19167	33	20	4	9
19168	79	54	22	3
19169	23	11	5	7
19170	12	7	1	4
19171	12	8	3	1
19172	20	7	4	9
19174	18	10	0	8
19175	18	10	0	8
19176	13	4	0	9
19177	18	2	15	1
19178	13	3	6	4
19179	26	15	8	3
19180	52	24	12	16
19181	42	22	16	4
19182	17	10	2	5
19183	81	62	13	6
19184	24	11	0	13
19185	34	23	5	6
19186	52	49	1	2
19187	96	81	4	11
19188	113	90	10	13
19189	26	17	8	1
19190	145	108	28	9
19192	53	31	13	9
19193	27	25	0	2
19195	54	46	5	3
19197	60	37	17	6
19198	47	37	2	8
19199	30	12	10	8
19200	15	4	8	3
19202	40	36	3	1
19203	11	8	1	2
19204	35	20	13	2
19205	29	17	2	10
19206	129	45	34	50
19207	66	28	22	16
19208	27	20	4	3
19209	18	15	2	1
19210	10	2	6	2
19212	18	14	0	4
19220	187	86	49	52
19222	11	8	1	2
19225	46	33	5	8
19226	28	14	9	5
19228	14	9	4	1
19229	209	147	27	35
19231	27	24	1	2
19232	7	4	0	3
19233	19	5	3	11
19234	31	5	6	20
19235	70	61	4	5
19236	21	13	3	5
19238	51	34	10	7
19239	17	2	13	2
19241	53	41	6	6
19242	33	8	8	17
19243	25	13	6	6
19246	14	5	5	4
19247	36	13	0	23
19248	14	9	3	2
19249	39	21	0	18
19250	12	3	7	2
19251	16	7	6	3
19252	21	15	0	6
19253	29	7	10	12
19254	48	43	3	2
19255	51	37	6	8
19256	31	9	20	2
19257	61	43	4	14
19258	70	57	5	8
19259	34	31	2	1
19260	218	110	68	40
19261	191	121	54	16
19262	30	26	0	4
19263	79	49	18	12
19264	18	4	3	11
19265	174	89	48	37
19266	143	100	25	18
19267	186	142	27	17
19268	89	57	25	7
19269	233	147	48	38
19270	27	4	21	2
19271	36	17	16	3
19272	31	11	14	6
19274	55	51	3	1
19275	36	21	11	4
19276	38	29	6	3
19277	27	15	7	5
19278	19	11	0	8
19279	27	19	1	7
19280	184	77	74	33
19281	140	77	22	41
19283	52	40	9	3
19284	164	103	35	26
19285	14	2	9	3
19286	228	166	45	17
19288	86	77	8	1
19289	70	61	4	5
19290	306	200	69	37
19291	170	115	26	29
19292	48	14	22	12
19293	38	24	11	3
19294	37	4	12	21
19295	66	54	4	8
19296	52	33	9	10
19298	22	6	1	15
19299	23	15	6	2
19300	19	11	3	5
19301	19	11	3	5
19302	24	12	11	1
19304	37	26	0	11
19305	17	8	2	7
19307	27	6	14	7
19308	31	4	5	22
19309	87	75	7	5
19311	76	48	8	20
19312	85	80	2	3
19313	59	43	1	15
19314	19	3	1	15
19316	44	25	16	3
