Module	Genes	Genes_coding	Genes_ncRNA	Genes_lncRNA
18452	20	11	5	4
18456	26	10	4	12
18459	65	31	19	15
18463	26	13	11	2
18464	5	2	1	2
18468	10	3	5	2
18470	7	5	1	1
18473	4	3	0	1
18476	6	3	2	1
18481	67	38	17	12
18482	5	4	0	1
18484	14	5	8	1
18485	29	13	9	7
18486	57	26	21	10
18487	27	8	9	10
18491	5	3	0	2
18500	62	32	18	12
18503	34	18	11	5
18506	5	2	1	2
18507	10	4	2	4
18509	13	3	4	6
18511	7	1	4	2
18514	5	3	0	2
18515	9	5	3	1
18519	15	8	4	3
18522	76	34	25	17
18523	74	22	27	25
18525	9	5	2	2
18526	76	29	26	21
18528	7	2	3	2
18531	6	4	1	1
18534	10	6	3	1
18535	5	3	0	2
18538	76	42	18	16
18539	5	1	2	2
18542	6	2	2	2
18543	8	4	2	2
18546	26	8	9	9
18548	8	3	2	3
18549	7	3	1	3
18561	14	9	3	2
18565	5	2	2	1
18568	9	1	4	4
18570	26	11	7	8
18571	33	12	11	10
18574	7	4	1	2
18577	12	1	8	3
18580	5	3	1	1
18587	29	13	7	9
18588	85	36	33	16
18589	75	38	18	19
18591	28	23	3	2
18592	26	12	7	7
18593	15	3	1	11
18594	13	5	3	5
18596	5	3	1	1
18600	12	6	3	3
18601	5	3	0	2
18603	16	6	6	4
18610	12	5	3	4
18612	14	6	5	3
18613	7	4	1	2
18616	16	8	3	5
18620	13	6	3	4
18623	11	7	1	3
18626	12	6	3	3
18627	9	2	3	4
18628	12	6	4	2
18629	31	9	7	15
18630	21	8	8	5
18631	4	1	2	1
18632	10	5	3	2
18633	13	6	4	3
18634	10	4	3	3
18635	15	7	1	7
18636	12	5	5	2
18645	77	37	16	24
18647	12	2	4	6
18650	9	5	2	2
18651	78	28	32	18
18652	5	2	2	1
18653	78	40	15	23
18655	16	7	6	3
18658	26	14	6	6
18660	39	20	6	13
18661	15	7	5	3
18662	8	5	2	1
18664	17	7	7	3
18665	81	45	17	19
18666	15	6	4	5
18668	5	1	3	1
18669	7	3	0	4
18672	80	46	13	21
18675	24	8	8	8
18676	14	10	1	3
18681	5	2	2	1
18682	25	14	2	9
18684	25	14	3	8
18685	25	10	5	10
18686	11	6	3	2
18687	85	41	18	26
18688	12	5	4	3
18689	25	15	7	3
18690	27	10	7	10
18691	25	10	10	5
18692	5	2	0	3
18695	7	4	0	3
18696	5	1	0	4
18699	9	4	0	5
18700	9	5	1	3
18702	15	9	1	5
18703	3	2	0	1
18705	5	1	2	2
18707	88	43	20	25
18710	88	51	17	20
18712	6	1	0	5
18713	5	3	0	2
18714	12	9	1	2
18717	10	1	4	5
18718	79	41	13	25
18720	11	4	1	6
18722	6	2	3	1
18723	85	53	15	17
18725	13	10	1	2
18726	8	5	2	1
18729	17	4	3	10
18730	5	4	0	1
18732	10	6	2	2
18733	15	10	2	3
18735	7	3	3	1
18736	5	1	3	1
18737	14	10	1	3
18738	93	58	19	16
18739	89	47	10	32
18742	8	4	3	1
18744	85	56	15	14
18748	12	6	2	4
18750	11	7	1	3
18752	5	2	1	2
18753	13	5	5	3
18754	25	13	3	9
18755	87	57	12	18
18757	90	34	48	8
18759	97	53	21	23
18762	24	8	10	6
18763	9	3	4	2
18764	6	3	2	1
18765	95	35	26	34
18766	30	19	5	6
18767	11	2	5	4
18768	73	44	14	15
18769	19	7	7	5
18770	16	8	2	6
18772	92	59	15	18
18773	13	6	5	2
18775	103	50	20	33
18776	17	6	3	8
18777	7	4	2	1
18779	10	4	3	3
18781	8	6	1	1
18783	7	5	0	2
18784	5	2	1	2
18785	14	8	4	2
18786	92	42	21	29
18787	10	3	3	4
18791	7	4	1	2
18792	17	7	6	4
18793	9	7	1	1
18794	23	9	4	10
18795	9	3	3	3
18796	12	1	8	3
18797	7	3	1	3
18799	7	2	4	1
18801	32	16	10	6
18802	33	13	12	8
18804	5	3	0	2
18805	6	3	2	1
18806	30	8	9	13
18808	25	9	6	10
18809	27	6	8	13
18811	18	10	3	5
18812	5	2	2	1
18813	8	5	2	1
18814	23	6	9	8
18815	23	17	4	2
18816	5	3	1	1
18818	23	14	1	8
18819	102	41	28	33
18821	97	43	15	39
18822	27	17	4	6
18823	10	3	5	2
18826	118	49	30	39
18827	13	11	1	1
18830	5	1	0	4
18831	11	4	5	2
18833	20	6	6	8
18834	10	1	2	7
18836	102	47	15	40
18837	5	2	0	3
18839	8	7	0	1
18840	14	9	3	2
18841	6	4	1	1
18842	5	4	0	1
18844	108	47	19	42
18847	110	60	27	23
18848	15	12	2	1
18849	13	5	6	2
18850	117	62	22	33
18851	109	38	29	42
18853	8	3	4	1
18856	25	12	8	5
18857	12	3	5	4
18859	11	5	5	1
18860	11	6	3	2
18861	15	8	4	3
18862	28	10	16	2
18863	13	4	5	4
18864	118	69	32	17
18865	16	8	5	3
18866	12	6	4	2
18867	118	55	31	32
18868	126	68	21	37
18869	28	12	3	13
18870	5	3	0	2
18871	22	12	4	6
18872	126	66	33	27
18874	134	77	27	30
18875	21	12	6	3
18876	139	77	26	36
18878	136	78	29	29
18879	137	78	29	30
18880	144	76	40	28
18881	16	10	2	4
18882	13	4	6	3
18883	25	12	6	7
18884	142	55	47	40
18885	14	7	5	2
18887	144	88	31	25
18890	146	68	33	45
18891	13	6	4	3
18892	149	72	34	43
18893	198	112	50	36
18894	152	81	31	40
18895	157	82	32	43
18896	20	11	5	4
18897	158	90	36	32
18898	159	96	32	31
18899	8	1	2	5
18900	172	81	44	47
18902	17	13	0	4
18903	169	67	46	56
18904	168	94	51	23
18905	175	97	44	34
18906	10	3	1	6
18907	184	85	59	40
18908	183	76	63	44
18909	193	109	41	43
18910	188	89	45	54
18911	198	101	44	53
18912	204	105	53	46
18913	26	12	9	5
18914	203	112	43	48
18915	14	5	3	6
18916	210	101	64	45
18917	221	109	50	62
18918	218	126	39	53
18919	217	110	53	54
18920	217	111	48	58
18921	232	122	57	53
18923	22	12	5	5
18924	233	127	70	36
18926	247	131	52	64
18928	16	9	5	2
18929	257	130	70	57
18930	7	3	0	4
18931	284	156	64	64
18932	315	193	52	70
18933	330	162	81	87
18936	396	209	93	94
18939	6	2	1	3
18940	651	340	167	144
18943	655	347	132	176
18948	16	6	3	7
18950	895	475	193	227
18951	21	10	7	4
18952	2687	1856	532	299
18960	6	1	2	3
18964	14	11	1	2
18965	5	2	0	3
18966	12	6	5	1
18972	21	11	5	5
18973	6	3	2	1
18974	7	2	3	2
18975	7	3	1	3
18976	9	5	3	1
18977	16	7	2	7
18986	6	3	2	1
18988	25	14	4	7
18992	21	3	17	1
18993	6	4	1	1
18994	8	4	2	2
18998	5	1	2	2
19000	5	3	1	1
19001	14	11	2	1
19006	8	4	2	2
19008	8	3	3	2
19014	20	10	3	7
19022	12	5	4	3
19026	5	3	0	2
19027	4	1	2	1
19030	7	6	0	1
19031	6	1	2	3
19036	14	5	7	2
19037	23	15	4	4
19039	4	2	0	2
19040	15	4	8	3
19041	15	6	4	5
19043	6	3	2	1
19044	17	7	4	6
19045	20	5	3	12
19048	8	7	0	1
19050	15	6	5	4
19051	7	2	1	4
19052	7	1	2	4
19055	15	4	4	7
19058	7	2	2	3
19059	12	8	2	2
19062	15	7	3	5
19063	15	5	6	4
19065	20	11	1	8
19066	20	10	8	2
19067	8	5	2	1
19068	21	10	5	6
19069	10	6	2	2
19071	15	13	0	2
19072	5	1	2	2
19073	8	1	4	3
19074	8	2	4	2
19075	5	3	0	2
19076	7	3	3	1
19078	19	11	5	3
19079	8	3	1	4
19080	18	7	6	5
19081	9	2	2	5
19082	11	7	0	4
19083	10	5	1	4
19084	14	7	5	2
19086	19	6	5	8
19090	4	1	2	1
19091	8	4	1	3
19092	7	5	0	2
19093	8	2	4	2
19094	21	16	3	2
19095	8	6	1	1
19096	7	2	1	4
19097	15	4	3	8
19098	16	10	2	4
19099	8	4	1	3
19101	18	9	4	5
19102	19	8	7	4
19103	20	8	7	5
19104	14	2	3	9
19105	16	6	5	5
19106	16	8	3	5
19107	16	10	2	4
19108	15	4	5	6
19111	19	12	2	5
19112	19	8	3	8
19113	11	6	3	2
19114	19	8	5	6
19115	5	1	1	3
19116	21	6	9	6
19117	16	11	1	4
19118	9	3	4	2
19119	9	5	2	2
19120	8	4	3	1
19123	20	9	7	4
19125	6	4	1	1
19126	18	8	2	8
19127	5	3	1	1
19128	23	9	7	7
19129	9	4	2	3
19130	19	8	8	3
19131	19	8	7	4
19132	22	10	4	8
19133	13	8	1	4
19134	8	4	2	2
19136	17	8	2	7
19137	20	10	6	4
19138	17	9	4	4
19139	18	12	5	1
19140	21	12	7	2
19141	17	7	3	7
19142	7	4	2	1
19143	29	15	8	6
19144	16	6	6	4
19146	22	11	7	4
19147	18	6	3	9
19149	18	10	3	5
19150	18	6	8	4
19151	19	10	4	5
19152	11	7	2	2
19153	18	7	5	6
19154	19	11	2	6
19155	23	9	6	8
19156	18	9	5	4
19157	22	11	4	7
19159	17	6	8	3
19160	21	13	5	3
19161	22	14	5	3
19162	18	5	5	8
19164	12	7	3	2
19165	9	6	1	2
19166	18	6	3	9
19167	7	4	1	2
19168	17	9	5	3
19169	6	1	2	3
19170	6	2	1	3
19171	6	4	1	1
19172	9	2	2	5
19174	6	3	0	3
19176	6	2	0	4
19177	6	2	3	1
19178	6	1	4	1
19179	7	4	2	1
19180	17	4	7	6
19181	8	4	2	2
19182	6	3	1	2
19183	15	6	7	2
19184	8	3	0	5
19185	5	2	2	1
19187	16	10	1	5
19188	24	16	4	4
19189	7	4	2	1
19190	22	13	5	4
19192	11	6	2	3
19193	7	5	0	2
19195	13	7	4	2
19197	7	3	2	2
19198	9	7	1	1
19199	7	2	2	3
19200	9	2	5	2
19202	10	8	1	1
19203	5	3	1	1
19204	5	2	2	1
19205	8	3	1	4
19206	48	17	13	18
19207	16	4	6	6
19208	8	7	0	1
19209	5	2	2	1
19210	5	1	2	2
19212	8	5	0	3
19220	32	14	8	10
19222	4	2	1	1
19225	11	8	0	3
19226	10	5	3	2
19229	41	20	6	15
19232	5	2	0	3
19233	5	2	1	2
19234	3	1	1	1
19235	18	12	3	3
19236	9	6	1	2
19238	9	3	3	3
19239	9	2	6	1
19241	11	6	3	2
19242	12	4	2	6
19243	6	3	1	2
19246	6	1	3	2
19247	9	5	0	4
19248	6	3	2	1
19249	6	4	0	2
19250	6	1	4	1
19251	8	3	4	1
19252	6	4	0	2
19253	6	1	2	3
19254	6	4	1	1
19256	9	2	6	1
19257	18	9	2	7
19258	16	10	2	4
19259	9	7	1	1
19260	37	11	16	10
19261	38	17	15	6
19263	10	4	2	4
19264	9	2	1	6
19265	38	20	9	9
19266	29	13	11	5
19267	41	27	8	6
19269	38	20	11	7
19270	10	2	6	2
19271	6	4	1	1
19272	10	3	3	4
19274	6	3	2	1
19275	6	3	2	1
19277	6	2	2	2
19278	6	4	0	2
19279	8	5	1	2
19280	28	12	10	6
19281	40	17	8	15
19283	9	5	2	2
19284	40	17	13	10
19285	6	1	4	1
19286	44	29	9	6
19288	6	3	2	1
19290	42	21	17	4
19291	46	19	9	18
19292	14	5	7	2
19293	12	7	3	2
19294	9	1	2	6
19295	11	7	1	3
19296	10	4	2	4
19298	6	2	1	3
19299	8	3	3	2
19300	6	2	2	2
19302	7	4	2	1
19304	6	3	0	3
19305	6	2	1	3
19307	6	2	3	1
19308	6	1	3	2
19309	8	4	2	2
19311	12	4	3	5
19312	10	8	0	2
19313	12	6	1	5
19314	10	2	1	7
19316	12	4	7	1
