Module	Genes	Genes_coding	Genes_protein_and_non_coding	Genes_ncRNA	Genes_lncRNA
12808	4	0	2	1	1
12817	8	3	3	2	0
12818	6	0	2	2	2
12819	1	0	1	0	0
12822	1	0	0	1	0
12826	9	2	3	3	1
12831	11	2	3	5	1
12839	6	0	1	0	5
12849	4	0	4	0	0
12850	7	1	3	2	1
12851	1	0	1	0	0
12857	8	1	1	4	2
12858	4	0	1	1	2
12861	10	2	3	1	4
12863	7	0	4	2	1
12864	1	0	0	1	0
12868	7	1	5	1	0
12871	8	0	4	2	2
12879	14	2	3	6	3
12883	1	0	1	0	0
12888	2	0	0	1	1
12890	7	2	4	0	1
12891	3	2	0	1	0
12892	8	0	6	0	2
12896	8	3	4	0	1
12897	1	0	1	0	0
12907	2	0	0	2	0
12913	1	0	0	0	1
12915	2	1	1	0	0
12918	11	2	1	4	4
12919	8	0	3	4	1
12921	3	0	2	1	0
12925	6	0	5	1	0
12935	6	1	4	1	0
12936	5	1	1	2	1
12938	1	0	0	0	1
12940	8	0	3	3	2
12947	7	0	4	1	2
12949	3	0	1	1	1
12951	3	1	0	1	1
12961	8	0	7	1	0
12964	3	0	3	0	0
12968	8	0	4	2	2
12970	6	0	4	0	2
12972	3	0	2	0	1
12977	4	0	2	1	1
12985	5	1	2	2	0
12999	8	2	2	3	1
13007	1	0	1	0	0
13012	5	0	2	1	2
13034	5	1	3	1	0
13046	6	0	1	2	3
13054	7	1	1	1	4
13071	4	0	3	0	1
13098	13	1	9	1	2
13111	1	0	0	0	1
13127	8	2	2	3	1
13133	2	0	1	0	1
13147	11	0	9	1	1
13177	4	0	2	1	1
13181	6	0	1	4	1
13184	1	0	1	0	0
13189	1	0	1	0	0
13191	8	1	2	1	4
13194	7	0	1	3	3
13201	2	0	2	0	0
13208	3	0	2	0	1
13209	6	0	2	2	2
13213	6	0	5	0	1
13214	6	0	2	1	3
13216	6	0	2	3	1
13220	6	2	2	1	1
13225	1	0	0	1	0
13236	5	2	0	2	1
13238	6	1	2	2	1
13241	6	0	3	3	0
13259	1	0	1	0	0
13267	5	2	1	1	1
13272	6	0	1	2	3
13278	9	1	6	0	2
13284	5	0	4	0	1
13285	3	1	0	1	1
13289	5	1	2	1	1
13290	6	1	3	1	1
13295	1	0	0	0	1
13303	3	0	2	1	0
13312	6	0	2	3	1
13316	4	0	4	0	0
13322	2	0	2	0	0
13335	1	0	1	0	0
13336	4	0	1	1	2
13337	5	0	3	1	1
13338	2	0	2	0	0
13340	2	0	0	1	1
13345	2	0	2	0	0
13346	5	0	3	1	1
13348	5	0	1	4	0
13351	5	0	4	1	0
13352	5	1	2	1	1
13355	5	0	5	0	0
13356	5	0	0	3	2
13357	5	0	0	3	2
13360	5	0	1	0	4
13361	5	1	3	0	1
13364	5	0	0	2	3
13365	5	0	1	1	3
13368	5	0	3	1	1
13369	1	0	1	0	0
13370	4	2	1	0	1
13372	5	0	5	0	0
13373	8	0	6	1	1
13374	5	2	0	1	2
13379	13	4	2	4	3
13382	23	1	6	8	8
13384	1	0	0	0	1
13385	45	5	11	15	14
13386	45	7	18	11	9
13387	1	0	1	0	0
13391	32	3	22	4	3
13394	60	1	48	3	8
13396	8	0	5	1	2
13397	1	0	1	0	0
13399	69	5	12	24	28
13401	73	7	22	28	16
13402	45	7	24	3	11
13405	91	4	64	9	14
13406	2	1	1	0	0
13612	5	0	0	4	1
13628	5	1	1	0	3
13640	34	8	11	7	8
13647	5	1	1	3	0
13650	5	0	2	2	1
13657	5	0	3	2	0
13660	6	1	2	2	1
13662	8	1	4	3	0
13671	11	1	4	5	1
13672	9	0	6	1	2
13673	9	0	2	3	4
13678	12	5	1	3	3
13684	13	1	4	3	5
13688	12	3	1	3	5
13692	25	1	13	5	6
13693	27	1	7	10	9
13694	17	1	3	8	5
13695	28	5	4	7	12
13697	38	2	15	9	12
13701	34	10	10	9	5
13706	38	5	11	9	13
13709	47	5	17	11	14
13710	61	1	23	7	30
13720	219	42	67	60	50
13757	8	0	4	3	1
13839	4	3	1	0	0
13840	5	2	1	1	1
13845	8	0	1	2	5
13846	1	0	1	0	0
13847	14	3	3	4	4
13848	20	2	12	4	2
13852	1	1	0	0	0
13858	2	0	2	0	0
13864	5	1	0	3	1
13866	41	3	12	10	16
13867	9	2	3	1	3
13871	1	0	0	0	1
13874	13	0	5	6	2
13882	2	0	1	1	0
13883	10	4	3	1	2
13887	1	0	1	0	0
13889	9	2	3	3	1
13890	1	0	0	1	0
13891	9	3	1	5	0
13892	1	1	0	0	0
13894	1	0	0	1	0
13895	12	3	6	2	1
13897	1	0	1	0	0
13898	2	0	2	0	0
13899	9	4	1	1	3
13900	8	0	4	3	1
13903	9	3	1	2	3
13904	9	0	4	3	2
13906	8	0	1	3	4
13909	1	0	0	0	1
13911	9	0	2	6	1
13913	7	4	2	0	1
13915	9	0	5	4	0
13916	9	4	4	1	0
13917	9	2	4	0	3
13918	9	1	3	2	3
13919	5	0	2	3	0
13920	3	0	1	2	0
13923	7	0	5	1	1
13926	9	4	4	1	0
13929	8	0	4	0	4
13930	5	0	1	1	3
13932	8	0	7	1	0
13933	1	0	1	0	0
13935	10	2	5	2	1
13939	2	0	1	0	1
13941	8	2	2	3	1
13942	1	0	1	0	0
13944	11	0	5	3	3
13946	6	2	1	1	2
13947	1	1	0	0	0
13948	2	0	1	1	0
13949	7	0	4	2	1
13950	3	0	1	1	1
13951	1	0	0	0	1
13953	2	0	1	1	0
13954	7	1	2	1	3
13955	8	2	2	1	3
13958	8	0	3	1	4
13959	16	1	3	12	0
13963	5	3	0	1	1
13965	7	1	1	2	3
13967	8	0	4	2	2
13969	8	1	2	4	1
13970	8	1	1	3	3
13972	8	0	2	6	0
13979	5	2	0	2	1
13980	7	0	1	3	3
13982	7	2	3	0	2
13983	9	2	3	1	3
13984	4	1	3	0	0
13985	8	0	5	1	2
13987	7	0	5	1	1
13988	7	0	0	7	0
13990	1	0	0	1	0
13991	8	0	6	0	2
13997	7	0	4	3	0
14001	6	0	2	3	1
14004	7	1	1	4	1
14006	7	0	1	6	0
14015	6	1	3	2	0
14018	1	0	0	0	1
14021	5	0	3	2	0
14022	6	1	2	1	2
14025	6	0	2	1	3
14027	4	1	1	1	1
14029	7	0	3	4	0
14031	6	0	4	2	0
14035	6	2	3	1	0
14036	2	0	0	1	1
14039	1	0	1	0	0
14043	6	1	4	0	1
14044	6	0	1	2	3
14045	5	0	2	1	2
14046	6	0	5	0	1
14048	6	3	0	3	0
14049	6	2	2	1	1
14050	6	0	1	0	5
14051	6	2	3	0	1
14052	1	0	0	0	1
14055	6	0	1	5	0
14057	1	1	0	0	0
14059	6	4	0	1	1
14062	6	2	1	2	1
14065	6	2	2	2	0
14067	6	0	3	2	1
14068	1	0	1	0	0
14073	6	0	2	3	1
14082	1	0	0	0	1
14087	5	0	2	0	3
14089	4	0	1	0	3
14098	5	2	1	1	1
14101	3	0	3	0	0
14102	2	0	2	0	0
14103	3	0	1	1	1
14104	5	0	4	0	1
14106	1	0	0	1	0
14107	5	0	2	3	0
14108	6	1	4	1	0
14109	5	0	0	2	3
14110	5	0	5	0	0
14114	6	1	2	2	1
14116	6	1	1	2	2
14117	5	0	4	1	0
14123	4	0	0	3	1
14124	3	0	2	1	0
14127	5	0	5	0	0
14129	7	0	4	3	0
14130	3	0	2	0	1
14133	5	0	4	0	1
14138	5	0	1	1	3
14139	6	0	1	4	1
14141	5	0	2	0	3
14143	4	0	3	0	1
14145	1	1	0	0	0
14148	5	0	3	1	1
14150	5	0	1	0	4
14157	2	0	1	1	0
14159	5	0	4	0	1
14160	5	1	1	0	3
14161	5	1	2	2	0
14166	17	3	6	5	3
14176	2	0	1	0	1
14177	1	0	1	0	0
14184	4	2	1	0	1
14185	1	1	0	0	0
14190	4	0	2	1	1
14191	3	0	1	0	2
14197	5	0	1	3	1
14206	2	0	0	1	1
14220	6	1	4	0	1
14225	5	1	1	2	1
14230	4	1	2	0	1
14236	5	0	2	1	2
14239	6	0	1	3	2
14243	7	1	6	0	0
14245	7	1	2	3	1
14250	2	0	1	0	1
14252	5	1	2	1	1
14261	4	0	2	1	1
14268	5	1	1	3	0
14273	1	1	0	0	0
14274	3	1	1	1	0
14280	7	0	3	4	0
14285	8	0	0	5	3
14306	1	0	0	0	1
14343	2	0	1	1	0
14347	3	0	3	0	0
14408	1	0	0	1	0
14781	1	1	0	0	0
14784	1	0	1	0	0
14785	1	0	0	1	0
14786	1	0	1	0	0
14787	1	1	0	0	0
14788	1	0	1	0	0
14793	116	23	47	25	21
14796	1	0	1	0	0
14799	1	0	0	0	1
14802	92	19	28	22	23
14806	9	1	3	1	4
14807	85	18	18	19	30
14808	135	12	40	40	43
14817	107	15	52	20	20
14819	70	12	24	20	14
14822	69	9	25	17	18
14823	1	1	0	0	0
14824	2	0	0	1	1
14825	13	0	5	3	5
14831	1	0	1	0	0
14833	2	0	1	1	0
14834	1	0	0	1	0
14835	22	3	9	5	5
14836	6	0	1	2	3
14837	1	0	1	0	0
14838	6	2	2	1	1
14839	1	0	0	0	1
14842	53	6	15	15	17
14843	6	1	0	2	3
14844	3	1	0	1	1
14845	2	0	0	1	1
14846	47	3	19	9	16
14848	47	8	18	11	10
14851	2	0	0	0	2
14852	39	6	13	8	12
14853	1	1	0	0	0
14854	45	5	14	13	13
14856	41	4	15	9	13
14857	38	2	7	9	20
14858	35	8	15	6	6
14861	43	1	14	14	14
14862	33	3	13	12	5
14863	5	1	1	2	1
14865	1	0	0	1	0
14866	40	5	15	10	10
14868	4	0	2	1	1
14869	1	0	0	1	0
14870	17	1	1	8	7
14872	19	5	8	2	4
14873	34	6	18	5	5
14874	36	4	8	12	12
14875	22	2	7	5	8
14880	30	6	13	5	6
14881	1	0	0	0	1
14882	25	2	5	10	8
14883	17	1	8	2	6
14885	4	1	3	0	0
14889	28	1	9	8	10
14890	27	4	11	6	6
14891	30	1	13	6	10
14892	1	1	0	0	0
14895	23	5	10	5	3
14898	27	1	11	5	10
14899	23	2	11	5	5
14901	26	7	12	5	2
14902	17	2	6	7	2
14904	24	2	7	7	8
14905	27	3	15	6	3
14907	25	1	14	3	7
14908	1	0	0	0	1
14909	24	0	9	2	13
14910	1	0	1	0	0
14911	24	6	4	3	11
14915	24	6	7	3	8
14916	16	2	11	0	3
14917	6	2	2	0	2
14919	19	2	11	1	5
14920	8	5	3	0	0
14921	19	3	9	2	5
14922	24	3	9	5	7
14923	2	1	1	0	0
14924	22	1	17	3	1
14925	13	1	8	2	2
14926	23	7	4	11	1
14929	25	2	9	8	6
14931	3	1	1	0	1
14932	18	8	5	1	4
14933	20	2	3	8	7
14934	16	1	5	2	8
14935	9	1	3	4	1
14937	19	2	7	3	7
14938	17	1	2	8	6
14939	18	1	11	1	5
14940	18	3	6	4	5
14941	8	4	1	2	1
14942	34	2	9	6	17
14944	17	6	7	1	3
14945	19	1	8	2	8
14946	2	0	0	1	1
14948	17	0	2	6	9
14951	17	3	6	4	4
14953	12	1	6	2	3
14954	6	0	2	3	1
14955	13	1	6	3	3
14956	20	0	10	2	8
14957	16	2	4	5	5
14960	3	0	1	0	2
14961	8	0	3	4	1
14964	1	0	0	0	1
14965	15	4	4	6	1
14966	10	1	6	3	0
14967	16	2	5	4	5
14970	5	0	2	3	0
14971	14	0	13	0	1
14973	1	0	1	0	0
14974	15	0	12	1	2
14977	1	0	0	1	0
14978	15	2	7	4	2
14981	13	1	6	3	3
14983	9	1	4	2	2
14984	10	1	4	1	4
14985	12	1	5	3	3
14989	15	1	7	3	4
14990	15	3	4	5	3
14991	12	1	6	2	3
14992	2	1	1	0	0
14994	13	0	9	1	3
14995	1	0	0	0	1
14997	1	0	0	1	0
14998	12	1	4	6	1
14999	1	0	1	0	0
15000	12	2	4	3	3
15001	11	1	5	3	2
15002	12	1	1	4	6
15003	11	0	3	6	2
15004	11	1	5	0	5
15005	8	1	3	3	1
15006	11	1	2	7	1
15007	2	0	1	1	0
15008	12	2	6	2	2
15009	2	0	1	1	0
15010	13	2	5	1	5
15011	12	2	6	2	2
15012	4	2	1	0	1
15013	1	0	1	0	0
15016	11	0	6	2	3
15017	4	0	4	0	0
15018	5	1	1	3	0
15019	9	0	1	4	4
15020	4	2	1	0	1
15021	13	3	5	2	3
15022	13	1	1	3	8
15023	11	0	7	3	1
15024	1	0	1	0	0
15026	10	0	3	7	0
15027	1	0	1	0	0
15028	10	1	5	2	2
15029	11	0	10	1	0
15030	9	7	0	1	1
15036	1	1	0	0	0
15038	2	0	1	0	1
15040	2	0	1	1	0
15046	24	4	8	7	5
15048	6	0	1	1	4
15051	183	13	69	58	43
15052	135	14	44	43	34
15053	128	14	56	42	16
15054	95	15	37	16	27
15055	116	8	47	36	25
15056	116	16	43	30	27
15057	88	12	33	18	25
15058	76	11	29	16	20
15059	59	8	21	15	15
15060	62	8	25	10	19
15061	52	4	22	12	14
15062	23	3	13	5	2
15063	21	3	2	7	9
15064	28	12	5	8	3
15065	32	3	15	9	5
15066	16	3	5	2	6
15067	26	2	7	10	7
15068	24	4	6	9	5
15069	21	14	4	0	3
15070	18	3	5	5	5
15071	9	0	4	4	1
15072	8	0	6	2	0
15080	4	0	1	1	2
15112	47	2	10	20	15
15113	3	0	2	0	1
15114	50	8	16	13	13
15144	2	0	1	1	0
15149	46	1	18	15	12
15152	7	1	1	2	3
15156	50	5	27	7	11
15171	41	4	24	6	7
15186	75	10	21	26	18
15191	5	2	2	1	0
15192	43	11	17	5	10
15193	47	10	10	10	17
15195	7	0	6	1	0
15206	46	7	9	12	18
15217	12	2	5	3	2
15218	12	2	7	3	0
15224	5	1	2	0	2
15234	47	10	19	9	9
15239	11	0	2	4	5
15243	11	2	2	4	3
15264	2	0	2	0	0
15271	47	4	17	13	13
15272	14	2	3	4	5
15283	4	0	1	1	2
15291	39	4	16	8	11
15298	11	2	4	3	2
15300	50	3	25	9	13
15302	45	5	19	13	8
15311	5	2	0	2	1
15321	51	7	20	13	11
15323	4	2	1	0	1
15335	47	5	22	10	10
15337	59	9	16	20	14
15354	54	9	20	15	10
15357	53	8	11	19	15
15379	52	6	17	12	17
15384	50	6	20	13	11
15387	54	3	27	6	18
15391	1	0	1	0	0
15392	55	16	18	8	13
15408	58	2	19	14	23
15420	57	4	22	16	15
15421	11	2	6	2	1
15424	1	0	0	0	1
15426	56	5	29	11	11
15435	60	5	21	17	17
15440	55	7	17	19	12
15445	54	5	23	15	11
15450	58	6	23	16	13
15465	62	7	18	18	19
15485	58	7	20	18	13
15487	1	1	0	0	0
15494	11	0	2	3	6
15501	5	3	2	0	0
15504	11	2	3	3	3
15511	67	14	27	12	14
15512	13	3	7	1	2
15513	11	0	3	3	5
15514	11	3	3	3	2
15516	61	3	23	17	18
15519	63	4	22	13	24
15520	5	0	4	1	0
15524	63	11	22	16	14
15525	11	0	7	2	2
15527	61	11	15	14	21
15530	2	0	2	0	0
15532	6	1	4	0	1
15534	1	0	0	1	0
15535	66	3	25	19	19
15536	6	1	3	0	2
15540	67	8	25	21	13
15541	10	2	1	3	4
15542	11	1	5	1	4
15544	14	3	3	4	4
15545	11	2	2	3	4
15550	1	0	1	0	0
15553	11	2	3	1	5
15554	11	0	3	4	4
15555	11	5	4	0	2
15556	5	0	4	0	1
15570	76	10	32	16	18
15571	66	14	17	17	18
15575	64	11	22	15	16
15577	7	0	5	1	1
15579	11	1	4	3	3
15580	62	6	22	19	15
15582	74	16	25	14	19
15583	68	14	24	12	18
15590	69	8	25	27	9
15592	14	4	7	1	2
15593	1	0	1	0	0
15597	71	9	14	28	20
15598	7	1	4	1	1
15599	5	0	3	1	1
15600	76	14	29	20	13
15606	65	13	28	14	10
15613	1	0	1	0	0
15633	1	0	0	0	1
15655	3	1	1	0	1
15663	9	4	1	4	0
15706	74	10	31	16	17
15713	5	1	3	1	0
15719	5	1	3	0	1
15721	12	0	1	3	8
15729	2	0	0	2	0
15735	2	1	1	0	0
15741	8	2	1	3	2
15749	76	14	19	12	31
15755	11	1	3	4	3
15757	76	12	26	15	23
15760	12	0	3	7	2
15774	1	0	0	1	0
15781	26	3	12	6	5
15791	5	1	2	2	0
15792	1	0	1	0	0
15794	83	10	31	15	27
15802	87	19	28	20	20
15803	4	0	2	2	0
15805	4	1	1	0	2
15806	88	10	29	22	27
15809	13	0	4	6	3
15824	6	2	1	1	2
15828	84	6	30	26	22
15832	86	11	29	24	22
15833	83	5	28	26	24
15841	13	1	10	1	1
15843	74	10	23	17	24
15844	86	14	39	20	13
15845	97	10	42	19	26
15847	7	0	5	0	2
15849	90	13	39	22	16
15853	87	13	24	23	27
15861	82	12	40	19	11
15862	13	5	7	0	1
15863	3	1	1	1	0
15864	2	0	0	1	1
15866	12	3	6	1	2
15867	79	18	29	19	13
15869	4	0	1	3	0
15871	14	2	6	0	6
15873	90	5	21	28	36
15874	91	12	43	19	17
15876	5	2	0	1	2
15880	97	12	33	28	24
15881	96	23	32	20	21
15882	97	10	37	19	31
15887	96	12	32	27	25
15889	96	13	31	29	23
15890	99	18	23	34	24
15891	98	18	38	18	24
15892	12	2	3	6	1
15895	98	11	37	27	23
15898	95	16	36	22	21
15900	93	14	32	22	25
15902	1	0	1	0	0
15905	95	8	30	31	26
15906	97	16	36	19	26
15907	1	0	1	0	0
15911	101	21	37	18	25
15914	1	1	0	0	0
15916	1	0	0	1	0
15917	6	0	1	5	0
15918	104	16	30	27	31
15919	12	1	6	3	2
15921	102	15	26	30	31
15922	5	0	1	1	3
15923	14	1	8	1	4
15928	108	15	27	33	33
15929	12	2	6	2	2
15931	107	27	35	29	16
15934	116	10	52	31	23
15935	108	19	32	24	33
15941	113	23	50	22	18
15942	111	20	44	22	25
15945	16	1	7	2	6
15947	125	27	34	34	30
15948	6	2	3	0	1
15949	138	24	49	33	32
15950	135	20	53	30	32
15952	136	34	46	23	33
15954	13	0	3	3	7
15956	1	0	1	0	0
15958	142	25	56	32	29
15959	13	4	6	3	0
15961	150	25	63	34	28
15962	151	31	59	31	30
15963	142	21	48	27	46
15965	158	25	64	27	42
15967	147	11	51	46	39
15970	171	21	62	49	39
15971	173	29	69	47	28
15972	14	1	5	3	5
15973	177	31	67	27	52
15974	180	30	75	39	36
15976	203	28	73	42	60
15977	219	35	72	50	62
15979	229	55	77	45	52
15980	226	36	68	68	54
15982	249	31	88	58	72
15983	4	1	3	0	0
15984	255	33	92	65	65
15985	290	45	113	70	62
15986	294	51	113	62	68
15987	342	61	116	93	72
15988	341	61	125	71	84
15989	434	79	162	98	95
15990	704	117	292	134	161
15991	14	1	4	6	3
15993	4	1	3	0	0
15999	1	1	0	0	0
16003	14	3	8	2	1
16004	7	0	2	4	1
16007	14	3	6	3	2
16008	12	2	4	5	1
16012	6	0	3	2	1
16014	14	0	5	7	2
16016	2	0	1	0	1
16020	15	5	2	0	8
16022	4	0	1	2	1
16023	14	5	4	4	1
16027	14	1	7	5	1
16033	12	1	4	2	5
16036	14	1	4	5	4
16038	14	2	4	3	5
16041	14	3	5	3	3
16043	14	4	4	3	3
16044	12	2	8	2	0
16055	14	3	5	5	1
16058	15	1	6	4	4
16063	15	2	6	4	3
16064	15	0	5	3	7
16066	15	2	5	3	5
16068	17	3	5	7	2
16071	3	1	1	0	1
16073	4	1	2	1	0
16074	17	2	7	5	3
16075	15	3	4	6	2
16076	16	1	4	7	4
16079	18	2	6	2	8
16082	14	1	5	4	4
16084	2	2	0	0	0
16086	12	0	4	5	3
16087	14	3	4	2	5
16090	11	2	5	4	0
16094	15	3	4	5	3
16096	15	4	5	2	4
16102	7	3	2	0	2
16104	15	4	8	1	2
16105	6	0	0	2	4
16108	11	1	3	6	1
16109	9	3	2	1	3
16110	1	0	1	0	0
16111	6	1	1	0	4
16112	14	1	3	5	5
16114	15	3	5	2	5
16117	9	1	1	3	4
16118	16	1	6	5	4
16124	20	3	8	5	4
16125	16	2	2	5	7
16126	14	1	5	4	4
16129	5	2	3	0	0
16131	16	4	9	2	1
16132	1	0	0	1	0
16134	16	2	8	2	4
16135	16	4	6	4	2
16136	18	1	4	7	6
16137	4	0	2	0	2
16138	16	2	9	2	3
16139	16	2	2	9	3
16140	1	0	0	0	1
16142	16	3	4	4	5
16143	16	0	3	1	12
16144	15	4	4	4	3
16147	12	2	3	4	3
16148	17	2	5	5	5
16149	3	0	0	1	2
16155	1	0	0	1	0
16157	4	1	2	0	1
16159	6	1	3	0	2
16160	6	0	3	1	2
16162	17	2	7	2	6
16172	5	2	3	0	0
16173	1	0	0	1	0
16174	23	0	8	7	8
16178	16	1	8	3	4
16180	4	2	0	2	0
16182	22	0	6	8	8
16190	6	1	1	1	3
16192	5	3	0	1	1
16196	16	1	6	4	5
16197	4	0	3	0	1
16198	18	0	7	2	9
16199	14	1	7	2	4
16200	15	1	7	3	4
16201	18	5	8	4	1
16208	23	4	4	6	9
16209	18	0	7	2	9
16210	1	0	1	0	0
16211	18	2	5	6	5
16216	20	0	11	5	4
16220	18	3	6	4	5
16223	15	3	7	3	2
16230	13	0	3	6	4
16232	5	1	1	1	2
16233	10	2	2	2	4
16243	19	6	4	3	6
16246	19	2	9	6	2
16254	21	2	9	3	7
16256	19	3	3	7	6
16257	3	0	0	0	3
16260	3	0	3	0	0
16262	19	1	6	6	6
16264	4	0	2	2	0
16267	4	0	2	2	0
16270	18	2	6	4	6
16274	19	2	4	6	7
16276	19	6	6	3	4
16280	19	3	6	6	4
16285	18	0	7	6	5
16287	7	3	1	0	3
16290	1	1	0	0	0
16295	20	1	9	5	5
16296	27	3	11	3	10
16298	20	4	8	5	3
16300	7	0	2	3	2
16304	3	0	2	0	1
16305	20	6	5	5	4
16306	1	0	0	1	0
16313	19	1	3	8	7
16316	20	0	9	2	9
16320	21	6	7	8	0
16325	1	0	0	0	1
16326	19	5	4	3	7
16330	4	2	2	0	0
16336	4	0	1	2	1
16339	4	0	3	1	0
16340	20	4	9	4	3
16342	20	1	8	4	7
16344	19	2	9	4	4
16347	20	6	3	4	7
16352	18	0	4	5	9
16353	18	4	7	3	4
16365	20	2	8	8	2
16367	21	2	8	5	6
16369	21	3	8	5	5
16372	21	2	6	6	7
16379	21	2	12	0	7
16381	17	4	6	5	2
16383	5	2	1	1	1
16384	12	2	4	3	3
16385	26	4	10	2	10
16386	23	5	7	5	6
16388	21	4	14	2	1
16389	21	4	8	8	1
16393	5	0	1	0	4
16395	13	1	6	5	1
16397	4	2	1	1	0
16398	19	3	6	4	6
16399	19	4	2	5	8
16402	5	1	3	0	1
16403	5	2	2	0	1
16405	1	1	0	0	0
16414	4	0	2	1	1
16415	16	2	3	3	8
16417	5	0	4	1	0
16418	22	2	9	4	7
16419	7	1	3	1	2
16420	5	0	0	5	0
16422	5	0	4	1	0
16424	19	0	3	9	7
16425	5	1	1	2	1
16426	5	0	3	1	1
16428	14	5	5	0	4
16430	23	1	8	5	9
16435	21	5	10	2	4
16438	1	0	1	0	0
16439	5	2	3	0	0
16440	27	0	10	10	7
16442	5	1	2	2	0
16444	22	3	10	4	5
16445	23	2	7	6	8
16447	6	0	2	4	0
16450	4	0	0	1	3
16452	24	2	9	3	10
16455	6	2	2	1	1
16460	22	4	10	3	5
16462	5	2	0	2	1
16464	1	0	1	0	0
16466	5	0	3	0	2
16468	5	1	2	1	1
16470	24	8	8	3	5
16474	6	1	0	3	2
16476	24	4	6	5	9
16478	7	1	3	2	1
16480	27	4	10	6	7
16481	8	2	4	1	1
16482	27	4	14	5	4
16483	5	0	1	0	4
16485	6	2	2	1	1
16489	5	1	0	3	1
16490	6	0	1	3	2
16491	6	0	2	3	1
16496	3	0	0	2	1
16500	5	1	0	0	4
16501	5	0	1	3	1
16503	28	3	11	6	8
16506	5	0	3	0	2
16507	28	1	12	5	10
16508	10	0	8	1	1
16511	5	1	3	1	0
16512	3	2	1	0	0
16513	5	1	1	1	2
16514	5	2	2	0	1
16516	6	0	6	0	0
16517	5	2	2	1	0
16521	27	3	7	11	6
16524	23	3	10	4	6
16526	5	0	1	1	3
16528	7	2	3	2	0
16529	5	1	3	0	1
16530	5	0	2	1	2
16532	5	3	1	0	1
16535	5	1	1	2	1
16536	27	4	16	4	3
16537	24	3	6	8	7
16541	30	2	8	11	9
16542	5	1	2	1	1
16546	5	1	2	1	1
16547	1	1	0	0	0
16549	4	0	1	2	1
16550	7	0	1	4	2
16553	26	2	16	2	6
16555	27	3	12	4	8
16557	33	4	9	12	8
16558	5	5	0	0	0
16559	6	5	1	0	0
16560	27	5	8	6	8
16563	28	3	8	10	7
16566	4	1	1	2	0
16567	5	0	0	1	4
16570	31	6	14	4	7
16571	8	0	5	3	0
16572	3	0	3	0	0
16576	27	3	9	7	8
16577	5	0	2	2	1
16578	5	0	2	3	0
16579	29	2	11	7	9
16580	24	2	11	6	5
16581	22	6	8	5	3
16582	7	1	3	2	1
16583	30	4	16	5	5
16584	15	0	5	4	6
16586	5	1	1	2	1
16593	8	1	2	3	2
16595	5	1	1	1	2
16596	5	3	1	0	1
16600	25	3	4	11	7
16602	28	3	10	7	8
16603	1	1	0	0	0
16608	5	3	1	0	1
16609	20	2	8	4	6
16611	5	0	3	1	1
16612	5	5	0	0	0
16613	7	0	4	3	0
16615	29	4	8	12	5
16616	29	7	12	4	6
16618	28	5	10	5	8
16619	5	0	3	1	1
16620	2	1	1	0	0
16621	32	5	10	6	11
16622	30	8	10	2	10
16626	30	3	12	8	7
16628	5	2	2	1	0
16632	26	3	11	9	3
16633	5	1	2	2	0
16635	1	0	0	1	0
16636	1	0	1	0	0
16640	6	0	1	3	2
16641	4	2	0	1	1
16642	3	0	1	0	2
16644	27	0	7	9	11
16647	5	0	3	2	0
16648	31	1	13	10	7
16650	5	0	1	3	1
16657	5	1	1	3	0
16659	3	0	2	0	1
16664	4	2	1	0	1
16667	4	0	2	0	2
16670	5	2	0	2	1
16671	5	0	1	2	2
16672	30	6	7	8	9
16676	28	2	7	9	10
16677	5	3	1	0	1
16678	4	0	0	1	3
16680	4	0	3	1	0
16681	30	2	7	15	6
16682	2	1	0	0	1
16686	28	2	15	1	10
16688	29	7	5	4	13
16695	32	4	11	8	9
16696	30	4	13	6	7
16697	5	0	3	1	1
16698	1	0	0	1	0
16703	32	6	12	4	10
16707	29	4	8	11	6
16709	20	8	5	3	4
16712	33	2	8	9	14
16715	32	3	15	6	8
16718	32	2	18	8	4
16720	28	4	8	6	10
16721	32	6	8	7	11
16724	31	2	9	5	15
16725	6	0	0	2	4
16731	6	0	3	0	3
16732	37	5	12	6	14
16734	6	1	3	1	1
16735	26	3	12	7	4
16736	33	3	11	11	8
16740	6	0	3	1	2
16742	31	5	11	8	7
16743	4	0	4	0	0
16744	8	0	4	3	1
16745	35	4	11	11	9
16748	6	0	0	3	3
16749	8	3	2	1	2
16751	3	3	0	0	0
16752	8	0	1	6	1
16755	5	0	1	1	3
16758	10	0	2	4	4
16759	35	10	8	9	8
16760	24	1	7	9	7
16764	6	2	0	3	1
16766	6	0	1	1	4
16767	38	9	12	6	11
16769	6	0	0	3	3
16770	35	0	13	7	15
16776	5	1	3	1	0
16778	38	5	9	12	12
16783	6	1	3	2	0
16784	34	4	11	9	10
16788	6	2	3	1	0
16790	6	0	1	4	1
16792	39	7	9	9	14
16793	36	4	11	7	14
16794	37	4	10	13	10
16795	40	6	14	12	8
16796	33	5	12	7	9
16799	38	11	14	5	8
16802	43	3	15	10	15
16803	8	0	2	3	3
16805	1	0	0	1	0
16808	6	1	2	2	1
16809	10	0	3	3	4
16811	13	3	5	2	3
16813	6	1	1	2	2
16815	1	1	0	0	0
16819	6	1	4	1	0
16820	37	4	13	9	11
16821	29	4	17	3	5
16822	35	7	14	5	9
16823	41	7	12	10	12
16824	1	0	0	1	0
16825	6	0	2	1	3
16827	37	10	10	13	4
16828	6	0	3	3	0
