Modulos com termos enriquecidos	Termos GO utilizados para enriquecimento neste modulo
14940	GO:0009812,GO:0032774,GO:0065009
14941	GO:0006629,GO:0016053
14944	GO:0071702,GO:0006950,GO:0090480
14951	GO:0044085,GO:0007017
14954	GO:0048519
14956	GO:0006260,GO:0032774
14960	GO:0032774,GO:0006950
14961	GO:0048519,GO:0006950,GO:0006629,GO:0006631,GO:0008610,GO:0032259
14971	GO:0065009,GO:0036211,GO:0006950,GO:0044085
14974	GO:0016052,GO:0005996,GO:0046486,GO:0016192
14981	GO:0032774
14983	GO:0048519
14985	GO:0009812,GO:0006413,GO:0036211
14989	GO:0071702
14998	GO:0006950
15001	GO:0065009
15004	GO:0098662,GO:0006812
15011	GO:0090626,GO:0006996,GO:0009056,GO:0006950,GO:0033483
15012	GO:0006950
15020	GO:0006950,GO:0005996,GO:0071702
15021	GO:0009056,GO:0006950
15023	GO:0032259,GO:0036211,GO:0009056
15030	GO:0046394,GO:0016053
15051	GO:0006950,GO:0036211,GO:0010921,GO:0071310,GO:0097305,GO:0006996,GO:0071702,GO:1905784,GO:0044085,GO:0032774,GO:0009056
15052	GO:0036211,GO:0006468,GO:0016053,GO:0006950,GO:0032774,GO:0044085
15053	GO:0009056,GO:0006325,GO:0006950,GO:0036211,GO:0006508,GO:0010033
15054	GO:0048519,GO:0015074,GO:0006950,GO:0016570,GO:0036211,GO:0071702,GO:0071897,GO:0010648,GO:0032259
15055	GO:0036211,GO:0006996,GO:0071897,GO:1901605,GO:0006310,GO:0007017,GO:0006457
15056	GO:0006310,GO:0006457,GO:0008037,GO:0071702
15057	GO:0036211,GO:0009056
15058	GO:0006996,GO:0032196,GO:0071897,GO:0006414
15059	GO:0080134,GO:0044419,GO:0006950,GO:0036211,GO:0048519,GO:0045944,GO:0010033,GO:0042221,GO:0014029,GO:0044085,GO:0009607,GO:0071702
15060	GO:0006950,GO:0036211,GO:0006310
15061	GO:0009056,GO:1901575,GO:0006950,GO:0006457,GO:0036211,GO:0032774
15062	GO:0009605,GO:0006950,GO:0006366,GO:0032774,GO:0071702
15063	GO:0034220,GO:0006508
15064	GO:0042221,GO:0007049,GO:0001676,GO:0042908,GO:0006508
15065	GO:0018193,GO:0044085
15066	GO:0006310,GO:0140053
15067	GO:0032774
15069	GO:0036211
15070	GO:0016192
15113	GO:0071702,GO:0006508,GO:0036211,GO:1901615
15114	GO:0002181,GO:0036211,GO:0006468,GO:0044085
15149	GO:0071897,GO:0035556
15152	GO:0006629,GO:0032787,GO:1901615,GO:0042537
15171	GO:0065009,GO:0034660,GO:0009081,GO:0036211,GO:0007017
15186	GO:0071702,GO:0006508,GO:0055086,GO:0050793,GO:0036211
15192	GO:0006950,GO:0042221,GO:0044419,GO:0035556,GO:0071897
15193	GO:0070647,GO:0006950,GO:0090407
15206	GO:0006950,GO:0006996
15217	GO:0006996,GO:0070727
15224	GO:0006629
15234	GO:0006950,GO:0036211,GO:0006396,GO:0071897
15243	GO:0032502
15271	GO:0006950,GO:0009056,GO:0044248
15283	GO:0015980
15291	GO:0009791,GO:0006457,GO:0006950
15300	GO:0071702,GO:0006325,GO:0016101
15302	GO:0006425
15321	GO:0055086,GO:0009605,GO:0042908,GO:0071702,GO:0036211
15335	GO:0006950,GO:0034220
15337	GO:0006950,GO:0036211
15354	GO:0009812,GO:0006950,GO:0036211,GO:0006468,GO:0055086,GO:0009225,GO:0032774,GO:0065009
15379	GO:0006950,GO:0035556,GO:0071702
15384	GO:0032502,GO:0006950
15387	GO:0006413,GO:0036211
15392	GO:0006950,GO:0006629,GO:0006650,GO:0034220,GO:0036211
15408	GO:0016051,GO:0071554,GO:0006468,GO:0007166,GO:0036211,GO:0006457,GO:0016053
15420	GO:0043207,GO:0009607,GO:0006950
15421	GO:0036211,GO:0006950,GO:0009605
15426	GO:0006996,GO:0042886,GO:0071702
15435	GO:0034220,GO:0036211,GO:0070647
15440	GO:0065003,GO:0031325
15445	GO:0042908,GO:0016053,GO:0006950,GO:0044085
15450	GO:0006950,GO:0044419,GO:0036211,GO:0071702
15485	GO:0071702,GO:0036211,GO:0070727,GO:0006357
15511	GO:0006950,GO:0034220,GO:0042221,GO:0042886,GO:0042939
15512	GO:0006950,GO:0009607,GO:0034220,GO:0009056,GO:0032392
15514	GO:0036211
15516	GO:0006950
15519	GO:0044085,GO:0015074
15524	GO:0007275,GO:0006950,GO:0044085,GO:0016053,GO:0006508,GO:0071702
15527	GO:0036211,GO:0044419,GO:0009605,GO:0006950,GO:0048519,GO:0006996,GO:0007017
15535	GO:0036211,GO:0006950
15536	GO:0071702,GO:0016053,GO:0006996,GO:0051641
15540	GO:0048518,GO:0034660,GO:0005996
15541	GO:0006950
15542	GO:0055086,GO:0048518
15553	GO:0006950,GO:0036211
15555	GO:0036211,GO:0043933,GO:0016192
15556	GO:0042221
15570	GO:0006950,GO:0009056,GO:0065009,GO:0016192,GO:0071702,GO:0006396
15571	GO:0006325,GO:0006950,GO:0006457,GO:0036211,GO:0051641,GO:0022607
15575	GO:0055086,GO:0009056,GO:0036211,GO:0006950,GO:0065008
15580	GO:0044085,GO:0006950,GO:0006508,GO:0036211,GO:0015979
15582	GO:0006950,GO:0050793
15583	GO:0006468,GO:0036211,GO:0015074,GO:0006950,GO:0006508
15590	GO:0006950,GO:0036211,GO:0009056
15592	GO:0006950,GO:0044262,GO:0071702,GO:0055086
15597	GO:0006950,GO:0009607,GO:0032502,GO:0034220
15599	GO:0044262,GO:0071702,GO:0006508,GO:0016311,GO:0006468,GO:0006950,GO:0035556
15600	GO:0006629,GO:0006720,GO:0008610,GO:0006950,GO:0036211,GO:0071702
15606	GO:0006950,GO:0048519,GO:0045944,GO:0036211,GO:0070727
15655	GO:0065009
15706	GO:0015074,GO:0035556
15741	GO:0036211,GO:0071702
15749	GO:0070647,GO:0065008,GO:0006950,GO:0006396
15755	GO:0006950
15757	GO:0032196,GO:0006577
15781	GO:0032196,GO:0006414,GO:0006310,GO:0036211,GO:0006950
15794	GO:0006950,GO:0036211,GO:0006468,GO:0048518
15802	GO:0006950,GO:0006508,GO:0036211,GO:0006325,GO:0015074
15805	GO:0032774
15806	GO:0006950,GO:0006508
15824	GO:0042793
15828	GO:0036211,GO:0006508,GO:0006950,GO:0007017,GO:0009056,GO:0006629
15832	GO:0036211,GO:0005996
15841	GO:0006508,GO:0032774,GO:0009056
15843	GO:0019748,GO:0006950,GO:0032502,GO:0006508
15844	GO:0006950,GO:0016053,GO:0006629,GO:0009056,GO:0007049,GO:0036211
15845	GO:0006950,GO:0006952,GO:0009607,GO:0065009,GO:0032259,GO:0071897,GO:0071702
15849	GO:0006950,GO:0071702
15853	GO:0000902,GO:0065009,GO:0006950,GO:0071702,GO:0048518
15861	GO:0043161,GO:0036211,GO:0032774,GO:0006730,GO:0006950,GO:0070925,GO:0006508
15862	GO:0006950,GO:0009605,GO:0032259,GO:0048519,GO:0055086
15867	GO:0036211,GO:0005996,GO:0006000,GO:0006950,GO:0071702,GO:0016192
15871	GO:0006950,GO:0009451
15873	GO:0097305,GO:0036211,GO:0032259,GO:0015074,GO:0006302
15874	GO:0042221,GO:0071310,GO:0032870,GO:0032259,GO:0071702,GO:0009812,GO:0090305,GO:0032787,GO:0032774,GO:0060548,GO:0006413,GO:0036211
15880	GO:0006310,GO:0032196,GO:0018193,GO:0036211,GO:0006950,GO:1990570,GO:0006508
15881	GO:0006468,GO:0009056,GO:0022900,GO:0006950,GO:0032502,GO:0048518,GO:0044085,GO:0036211
15882	GO:0006508,GO:0009056,GO:0071702,GO:0034220,GO:0009628
15887	GO:0006950,GO:0006468,GO:0036211,GO:0051641,GO:0016053,GO:0009056
15889	GO:0044085,GO:0090305,GO:0032774
15890	GO:0006950,GO:0036211,GO:0034660
15891	GO:0071702,GO:0006950,GO:0065009,GO:0006996,GO:0016053
15892	GO:0036211,GO:0009311
15895	GO:0071702,GO:0032196,GO:0032259,GO:0006950
15898	GO:0006310,GO:0006950,GO:0009605,GO:0006790,GO:0051174
15900	GO:0006950,GO:0036211,GO:0032259,GO:0044262,GO:0042908
15905	GO:0006357,GO:0003006
15906	GO:0006414,GO:0042221,GO:0006950
15911	GO:0006950,GO:0006278,GO:0071897,GO:0043455,GO:0036211,GO:0048583
15918	GO:0036211,GO:0006950,GO:0009607,GO:0009605,GO:0006952,GO:0019748,GO:0042221,GO:0016053,GO:0006471,GO:0044085
15919	GO:0006396
15921	GO:0006950,GO:0015074,GO:0006325
15928	GO:0016116,GO:0016556,GO:0016071,GO:0006629,GO:0036211,GO:0032774,GO:0032502,GO:0010035,GO:0019748,GO:0006457
15929	GO:0043648
15931	GO:0016192,GO:0006950,GO:0090407,GO:0016053
15934	GO:0006468,GO:0051641,GO:0071702
15935	GO:0006950,GO:0051246,GO:0007049,GO:0016053,GO:0036211,GO:0006629,GO:0071705,GO:0006952,GO:0009607,GO:0001682
15941	GO:0006950,GO:0032502,GO:0032774,GO:0048519,GO:0042360,GO:0035556,GO:0042221,GO:0071702,GO:0033036,GO:0006357,GO:0006396,GO:0006508
15942	GO:0006950,GO:0044419,GO:0009605,GO:0032196,GO:0036211,GO:0006508,GO:0034220,GO:0071702,GO:0042221
15947	GO:0006950,GO:0036211,GO:0034220,GO:0007017,GO:0006508,GO:0032774
15948	GO:0036211
15949	GO:0006996,GO:0007010,GO:0030029,GO:0006950,GO:0044248,GO:0090407,GO:0048511,GO:0071702,GO:0019693,GO:0055086,GO:0016311
15950	GO:0006950,GO:0071702,GO:0007017,GO:0055086,GO:0009056,GO:0044085,GO:0006325,GO:1901575
15952	GO:0006950,GO:0036211,GO:0015074,GO:0071702,GO:0009605,GO:0040008,GO:0034660
15958	GO:0036211,GO:0032774,GO:0006950,GO:0009607,GO:0006396,GO:0018193,GO:0044085
15961	GO:0006891,GO:0006890,GO:0036211,GO:0071702,GO:0032774,GO:0006950,GO:0006396,GO:0015979,GO:0009056
15962	GO:0031537,GO:0006950,GO:0090627,GO:0036211,GO:0006468,GO:1901565,GO:0009056,GO:0065009,GO:0006310,GO:0009266
15963	GO:0006950,GO:0035556,GO:0006325,GO:0009628,GO:0036211,GO:0071702,GO:0035825,GO:0007049,GO:0009056,GO:0009791
15965	GO:0015979,GO:0006950,GO:0006629,GO:0048584,GO:0006325
15967	GO:0006629,GO:0006950,GO:0032774,GO:0008610,GO:0008202,GO:0036211,GO:0055086,GO:0071702,GO:0065008,GO:0044085
15970	GO:0019748,GO:0006468,GO:0070647,GO:0036211,GO:0048519,GO:0032774,GO:0090407,GO:0065008,GO:0006996,GO:0006950,GO:0009451
15971	GO:0006310,GO:0036211,GO:0007275,GO:0009791,GO:0016053,GO:0055086,GO:0006820,GO:0006413,GO:0048523,GO:0006950,GO:0033036,GO:0032774,GO:0006457,GO:0070727,GO:0051640,GO:0006790
15972	GO:0006950
15973	GO:0042221,GO:0016192,GO:0071705,GO:0006508,GO:0048519,GO:0006468,GO:0036211,GO:0016053,GO:0044085,GO:0051301,GO:0000028
15974	GO:0006950,GO:0015074,GO:0035556,GO:0036211,GO:0010162,GO:0042180,GO:0010431,GO:0051026
15976	GO:0036211,GO:0006357,GO:0009056,GO:0071702,GO:0006950,GO:0016441,GO:0051649,GO:0009628
15977	GO:0036211,GO:0032870,GO:0032196,GO:0006950,GO:0044419,GO:0019748,GO:0006812,GO:0009451,GO:0006396,GO:0006970,GO:0009628,GO:0032774,GO:0071897,GO:0048518
15979	GO:0036211,GO:0006950,GO:0034220,GO:0009056,GO:0006996,GO:0022900
15980	GO:0036211,GO:0006950,GO:0110104,GO:0006996,GO:0046283,GO:0048518,GO:0071897,GO:0006470,GO:0009056,GO:0006537,GO:0006325,GO:0006629,GO:0055086
15982	GO:0006950,GO:0009074,GO:1901565,GO:0009056,GO:0036211,GO:0065009,GO:0007017,GO:0051239,GO:0090305,GO:0007167,GO:0006396
15984	GO:0032259,GO:0035556,GO:0090305,GO:0006950,GO:0036211,GO:0016053,GO:0000738,GO:0006470,GO:0009607,GO:0006629
15985	GO:0006629,GO:0006950,GO:0009415,GO:0001101,GO:0006952,GO:0036211,GO:0007186,GO:0006457,GO:0044085,GO:0071702,GO:0006996
15986	GO:0006508,GO:0055086,GO:0006950,GO:0009605,GO:0044262,GO:0006790,GO:0009056,GO:0009791,GO:0003006,GO:0036211,GO:0062012,GO:1901615,GO:0009308,GO:0044248,GO:0071702
15987	GO:0006950,GO:0006996,GO:0009607,GO:0006508,GO:0036211,GO:0090407,GO:0042440,GO:0048519,GO:0009056,GO:0071702
15988	GO:0036211,GO:0006950,GO:0009056,GO:0044248,GO:0009605,GO:0006468,GO:0034220,GO:0048518,GO:0006508,GO:0015074,GO:0032502,GO:0048519,GO:0022900
15989	GO:0071702,GO:0044262,GO:0006950,GO:0065009,GO:0030029,GO:0036211,GO:0006629,GO:0032787,GO:0048519,GO:0048583,GO:0006325,GO:0015074,GO:0034220,GO:0016192,GO:0018193,GO:0007017
15990	GO:0048583,GO:0006950,GO:0071702,GO:0048519,GO:0019748,GO:0006310,GO:0036211,GO:0009056,GO:0006508,GO:0035556,GO:0009964,GO:0034660,GO:0042221,GO:0006468,GO:0034220,GO:0071705,GO:0055086,GO:0071554,GO:0044085,GO:0033036,GO:0006457,GO:0016051,GO:0048518
15991	GO:0006396
16007	GO:0009056
16014	GO:0071702
16016	GO:0006396
16020	GO:0006508,GO:0009056,GO:0009057
16036	GO:0048518
16043	GO:0055086,GO:0048511
16055	GO:0042221,GO:0015074
16066	GO:0006325
16068	GO:0036211,GO:0009056
16071	GO:0036211,GO:0006468,GO:0009056,GO:0006996
16074	GO:0051641
16075	GO:0031537
16076	GO:0071702,GO:0071705
16079	GO:0034220,GO:0000003
16087	GO:0032259
16096	GO:0006396,GO:0032259,GO:0006950
16102	GO:0032787,GO:0036211
16104	GO:0006950,GO:0006629
16109	GO:0065009
16111	GO:0042221
16114	GO:0036211,GO:0055086
16118	GO:0044085
16125	GO:0032196
16126	GO:0016053,GO:0006996,GO:0009657,GO:0015074
16131	GO:0006950,GO:0032196
16134	GO:0006950,GO:0033036
16136	GO:0032502,GO:0032774,GO:0070536
16142	GO:0009063,GO:0009056,GO:1901565,GO:0042180
16144	GO:0006357,GO:0071702,GO:0036211,GO:0016051,GO:0034220
16147	GO:0036211,GO:0006950,GO:0009617,GO:0016053
16148	GO:0098660,GO:0006839
16157	GO:0036211,GO:1901605,GO:0055086,GO:0006468
16159	GO:0042221
16174	GO:0033036,GO:0015980
16182	GO:0051301
16192	GO:0044419
16196	GO:0036211
16199	GO:0022900
16200	GO:0032774
16201	GO:0032196,GO:0006950,GO:0009605
16208	GO:0072522
16211	GO:1901575,GO:0006457,GO:0006950
16216	GO:0015074
16230	GO:0002181
16243	GO:0036211,GO:0006508
16256	GO:0009056,GO:0036211
16276	GO:0006950,GO:0044085
16280	GO:0036211
16287	GO:0048518
16296	GO:0006996
16298	GO:0048583,GO:0032774
16300	GO:0006950,GO:0055086
16304	GO:0009056
16326	GO:0006950,GO:0008037
16340	GO:0036211
16342	GO:0044085,GO:0022900
16347	GO:0005996,GO:0090305,GO:0071897
16353	GO:0006278,GO:0015074,GO:0006950
16365	GO:0034220
16369	GO:0045053,GO:0048519
16379	GO:0006950,GO:0035556,GO:0022900,GO:0044085
16381	GO:0036503,GO:0061077,GO:0032196
16384	GO:0006996,GO:0002181
16385	GO:0071702,GO:0032774
16386	GO:0036211,GO:0005996
16388	GO:0006996
16389	GO:0009605,GO:0006950,GO:0006396
16398	GO:0032259
16399	GO:0036211
16418	GO:1900057
16428	GO:0006950,GO:0044085,GO:0036211,GO:0048583
16440	GO:0006950,GO:0009056,GO:0071702
16444	GO:0090502
16445	GO:0032774
16452	GO:0006508,GO:0044085,GO:0042221
16470	GO:0032196,GO:0006950,GO:0036211
16485	GO:0016053,GO:0009117,GO:0055086
16489	GO:0009056
16500	GO:0071702
16503	GO:0006996,GO:0065009
16507	GO:0006629
16524	GO:0002682,GO:0006950,GO:0022900
16536	GO:0006950,GO:0006508
16553	GO:0032787,GO:0006950,GO:0044419,GO:0009605,GO:0044262,GO:0006508,GO:0006457,GO:0030030,GO:1900055,GO:0090407,GO:0007275,GO:1902531,GO:0009966,GO:0009826
16555	GO:0036211,GO:0048518
16557	GO:0006950
16560	GO:0006629,GO:0048583,GO:0006508,GO:0034220
16563	GO:0036211
16570	GO:0036211,GO:0006468,GO:0007166,GO:0071702,GO:0071897,GO:0015074
16579	GO:0035556,GO:0006508
16580	GO:0016311,GO:0006950,GO:0042221
16581	GO:0006631,GO:0036211
16583	GO:0006950
16584	GO:0006195
16593	GO:0006310
16596	GO:0006397,GO:0009451
16600	GO:0009069,GO:0006534
16602	GO:0036211
16615	GO:0006739,GO:0036211,GO:0006950
16616	GO:0036211,GO:0009308
16618	GO:0006950,GO:0071702,GO:0009605
16621	GO:0006950,GO:0090407
16622	GO:0055086,GO:0048518
16626	GO:0036211,GO:0009056,GO:0006950
16632	GO:0036211,GO:0006952,GO:0006950,GO:0006508,GO:0071702
16664	GO:0036211
16672	GO:0009308,GO:0036211,GO:0009056
16682	GO:0009237
16686	GO:0036211
16688	GO:0055086,GO:0034660,GO:0006950,GO:0036211
16695	GO:0036211
16696	GO:0010876,GO:0006396,GO:0006950
16703	GO:0016053,GO:0006508,GO:0034220
16707	GO:0036211,GO:0034220,GO:0006950
16709	GO:0016053
16712	GO:0006950
16718	GO:0009605,GO:0006950,GO:0071702,GO:0006396,GO:0015074
16721	GO:0035195,GO:0009607,GO:0036211,GO:0071702,GO:0071705,GO:0006950
16732	GO:0071702
16735	GO:0043631,GO:0036211
16742	GO:0015980
16745	GO:0006629,GO:0009056,GO:0036211,GO:0034660
16759	GO:0007275,GO:0032502,GO:0009791,GO:0015979,GO:0006366
16760	GO:0055086
16764	GO:0006950
16767	GO:0036211,GO:0006508,GO:0009605,GO:0071897
16770	GO:0048518
16778	GO:0006396
16784	GO:0055086,GO:0036211,GO:0009143,GO:0009146,GO:0009166,GO:0071702,GO:0048519
16792	GO:0036211,GO:0010119
16793	GO:0006950,GO:0043207,GO:0009605,GO:0036211
16794	GO:0009056
16795	GO:0071702,GO:0009056,GO:0006996,GO:0006260,GO:0009072
16796	GO:0009812
16799	GO:0009607,GO:0008037,GO:0006950,GO:0044085
16802	GO:0015980,GO:0006629
16803	GO:0071702
16808	GO:0071702
16811	GO:0006508,GO:0006396,GO:0006414
16820	GO:0006396,GO:0032774
16823	GO:0034220,GO:0006260
16827	GO:0006508,GO:0036211,GO:1900458,GO:1900457
16832	GO:0006950,GO:0009605,GO:0036211,GO:0006996
16834	GO:0044085,GO:0036211
16839	GO:0042221
16841	GO:0009719,GO:0042221,GO:0036211
16844	GO:0006950,GO:0055086
16846	GO:0034220
16848	GO:0036211
16851	GO:0006629
16854	GO:0044085
16857	GO:0006950
16861	GO:0006766,GO:0006457
16869	GO:0090305
16874	GO:0048519
16880	GO:0006950,GO:0044419,GO:0071897
16883	GO:0034220
16884	GO:0010876
16888	GO:0006260,GO:0032502,GO:0016053
16900	GO:0071702
16905	GO:0048519,GO:0009081,GO:0006970
16919	GO:0032970,GO:0034220
16930	GO:0006950
16931	GO:0016053
16935	GO:0048646
16939	GO:0036211
16945	GO:0006950
16953	GO:0006950
17014	GO:0019380,GO:0016053
17018	GO:0032774
17052	GO:0035556
17059	GO:0016053,GO:0006508
17072	GO:0016053,GO:0009628,GO:0009314,GO:0009581
17073	GO:0006457
17074	GO:0034220
17076	GO:0006278,GO:0071897
17081	GO:0006413,GO:0090407,GO:0006508
17082	GO:0036211
17088	GO:0006720
17089	GO:0006950
17094	GO:0071555,GO:0071554
17109	GO:0036211
17119	GO:0044085
17123	GO:0006413
17127	GO:0006629,GO:0010033,GO:0048518
17128	GO:0036211
17130	GO:0006720
17131	GO:0070727
17137	GO:0042221
17139	GO:0032196,GO:0022613
17142	GO:0034220,GO:0006396,GO:0007017
17143	GO:0006950,GO:0009607,GO:0009605
17145	GO:0071702
17147	GO:0098662
17148	GO:0071702
17149	GO:0090407
17151	GO:0009308
17176	GO:0006950
17182	GO:0051640
17184	GO:0016192
17187	GO:0036211,GO:0042221
17188	GO:0007166,GO:0036211
17193	GO:0048518,GO:0031347
17199	GO:0034220
17205	GO:0098732,GO:0016570
17212	GO:0006950,GO:0036211
17213	GO:0006950,GO:0034220
17214	GO:0036211,GO:0006996
17217	GO:0032502,GO:0044262,GO:0015074
17218	GO:0006325
17220	GO:0006950
17224	GO:0034220,GO:0071702
17234	GO:0006952
17236	GO:0042221,GO:0071702
17237	GO:0016052
17246	GO:0019748
17314	GO:0071702,GO:0006996
17419	GO:0036211
17426	GO:0044085
17478	GO:0032259
17717	GO:0071897
17778	GO:0006950,GO:0065009
18008	GO:0044262
18021	GO:0006950,GO:0032259,GO:0006349
18024	GO:0006629
18025	GO:0071702,GO:0015849
18033	GO:0006950,GO:1901804,GO:0042221,GO:0009407
18039	GO:0006629,GO:0032787,GO:1901615,GO:0042537,GO:0006950
18042	GO:0044085
18049	GO:0055086,GO:0006468
18054	GO:0006950,GO:0055086,GO:0006508
18059	GO:0006629
18061	GO:0036211
18070	GO:0071702,GO:0006950,GO:0034220
18071	GO:0006950,GO:0070647
18075	GO:0006950,GO:0009644,GO:0036211,GO:0006996,GO:0007017
18079	GO:0010119
18084	GO:0022402,GO:0035556,GO:0009056
18085	GO:0009056,GO:0006950,GO:0036211
18091	GO:0006950,GO:0036211
18092	GO:0032502,GO:0048518
18096	GO:0015074
18099	GO:0032774
18100	GO:0044085,GO:0006950,GO:0009056
18108	GO:0036211,GO:0006996
18116	GO:0070887,GO:0036211,GO:0034220,GO:0032259
18117	GO:0043648
18124	GO:0016053
18129	GO:0034220,GO:0016053
18130	GO:0009056,GO:0009057
18134	GO:0006508,GO:0032259
18138	GO:0006396
18155	GO:0006468,GO:0036211
18156	GO:0006629
18160	GO:0032774,GO:0071702
18161	GO:0036211
18164	GO:0009056,GO:0032774,GO:0071897
18169	GO:0071702,GO:0006996
18175	GO:0070647,GO:0015074,GO:0090305
18183	GO:0090407
18191	GO:0006950
18192	GO:0032502,GO:0048856,GO:0032501,GO:0034504,GO:0071702,GO:0043414,GO:0032259,GO:0006413,GO:0006457
18206	GO:0055086
18211	GO:0042221,GO:0036211,GO:1901575
18220	GO:0036211,GO:0006890,GO:0006891,GO:0071702,GO:0006950,GO:0044419,GO:0009605,GO:0006508,GO:0044262
18228	GO:0006950
18230	GO:0033614
18232	GO:0006950,GO:0009056,GO:0032876,GO:0006310
18235	GO:0044085,GO:0036211
18242	GO:0015074,GO:0006950,GO:0009605,GO:0071702
18243	GO:0036211,GO:0015074
18244	GO:0071702
18246	GO:0036211,GO:0010393,GO:0015074
18248	GO:0006950,GO:0015980
18255	GO:0006396,GO:0032774
18260	GO:0070647,GO:0036211
18262	GO:0032259,GO:0090501,GO:0036211,GO:0008033
18266	GO:0006950,GO:0051246,GO:0015074,GO:0055086,GO:0035556
18267	GO:0036211
18270	GO:0071702,GO:0044085
18272	GO:0006950,GO:0009451,GO:0048519,GO:0032502
18278	GO:0036211,GO:0015074,GO:0006310,GO:0006468,GO:0006950,GO:0051174,GO:0032196,GO:0006629,GO:0034660
18280	GO:0036211,GO:0032774,GO:0006396,GO:0007166,GO:0042221,GO:0009628,GO:0006283
18284	GO:0015074,GO:0006950,GO:0065008,GO:0042592,GO:0055086,GO:0032259
18292	GO:0090305,GO:0071702
18297	GO:0032196,GO:0048519,GO:0006508,GO:0006950,GO:0009605,GO:0090305
18298	GO:0006950
18305	GO:0006950
18318	GO:0006950,GO:0016311
18319	GO:0006629,GO:0090626,GO:0006996,GO:0071702,GO:0009056,GO:0048518,GO:0006950,GO:0033483
18322	GO:0042743,GO:0006629
18324	GO:0034660,GO:0032502
18328	GO:0036211
18329	GO:0071702,GO:0006396
18335	GO:0006950,GO:0044419,GO:0002758,GO:0015074,GO:0006396,GO:0016053
18340	GO:0036211,GO:0042180
18343	GO:0006413
18346	GO:0032259
18351	GO:0006950,GO:0044085
18353	GO:0006950,GO:1901575
18357	GO:0006468,GO:0007166
18358	GO:0006304,GO:0036211
18359	GO:0006950,GO:0006457,GO:0055086
18369	GO:0044262
18370	GO:0006950,GO:0044419,GO:0090305
18374	GO:0044085
18375	GO:0071702
18376	GO:0006950
18383	GO:0072319,GO:0032502
18384	GO:0032774
18390	GO:0006260
18399	GO:0034220,GO:0036211,GO:0006950,GO:0032774,GO:0000003
18403	GO:0032259,GO:0034220,GO:0009056,GO:0035556,GO:0006508,GO:0036211
18404	GO:0015074
18406	GO:0006950
18411	GO:0042221,GO:0006457,GO:0006886,GO:0006357,GO:0044282
18415	GO:0016192
18417	GO:0090305,GO:0071702
18418	GO:0006950,GO:0009605,GO:0036211
18426	GO:0034220,GO:0036211
18440	GO:0005996,GO:0036211,GO:0071702
18446	GO:0034220
18452	GO:0036211,GO:0006950
18456	GO:0006950,GO:0009605,GO:0032259,GO:0048519,GO:0055086
18459	GO:0071702,GO:0006508,GO:0007186,GO:0006996
18463	GO:0006996
18464	GO:0036211
18470	GO:0006996
18476	GO:0036211,GO:0018193
18481	GO:0055086,GO:0009791,GO:0006950,GO:0071702
18486	GO:0006325,GO:0040029,GO:0010629,GO:0048519,GO:0022900,GO:0006950,GO:0009755,GO:0044085
18487	GO:0006950,GO:0032502
18491	GO:0044262,GO:0044264,GO:0005976
18500	GO:0034220,GO:0036211
18503	GO:0044262,GO:0032259,GO:0071702
18515	GO:0044085
18522	GO:0015074,GO:0071702
18523	GO:0006310,GO:0071897,GO:0055086
18525	GO:0044264,GO:0044042,GO:0006629,GO:0044262
18526	GO:0006950,GO:0036211,GO:0044085,GO:0009056
18531	GO:0071702,GO:0032870
18538	GO:0009308,GO:0009451,GO:0065009,GO:0036211,GO:0009056
18542	GO:0042221
18543	GO:0036211
18546	GO:0036211
18570	GO:0015074
18571	GO:0034220
18574	GO:0055086
18587	GO:0010033,GO:0042221,GO:0044085
18588	GO:0055086,GO:0009628,GO:0009637,GO:0009057,GO:0048583,GO:0006325,GO:0036211,GO:0035556,GO:0065009
18589	GO:0036211,GO:0065008
18591	GO:0006950,GO:0071702,GO:0033036,GO:0006260,GO:0032774,GO:0036211
18594	GO:0043648
18610	GO:0036211,GO:0006996
18612	GO:0055086
18626	GO:0006508,GO:0032502,GO:0006996
18627	GO:0009056
18629	GO:0044085
18630	GO:0044085,GO:0009063,GO:0009056,GO:1901565,GO:0042180
18633	GO:0006950,GO:0009607,GO:0009605
18634	GO:0051302
18645	GO:0048519
18651	GO:0032259,GO:0009056,GO:0051923,GO:1901006
18653	GO:0006950,GO:0044419,GO:0036211,GO:0006310,GO:0090305,GO:0044085,GO:0009605,GO:0071702
18655	GO:0006508,GO:0036211,GO:0006996
18660	GO:0036211,GO:0006950,GO:0009605
18661	GO:0032774,GO:0090558
18665	GO:0044419,GO:0009605,GO:0006950,GO:0009607,GO:0019748,GO:0006468,GO:0036211,GO:0006457,GO:0048519,GO:0055086,GO:0006396,GO:0006629,GO:0016053
18669	GO:0015074
18672	GO:0051641,GO:0015074,GO:0048229,GO:0016053,GO:0006457,GO:0044085
18676	GO:0016053,GO:0015711,GO:0009162,GO:0009628,GO:0009314,GO:0009581,GO:0006950,GO:0009605
18682	GO:0036211,GO:0006950,GO:0009605,GO:0022900
18684	GO:0006950,GO:0070887
18685	GO:0006950
18686	GO:0042221
18687	GO:0071897,GO:0006950,GO:0006313,GO:0071705,GO:0090305
18688	GO:0003006,GO:0055086
18689	GO:0009056
18691	GO:0006790
18692	GO:0006996
18700	GO:0033036,GO:0044262
18705	GO:0009056,GO:0072593,GO:0006950
18707	GO:0090501,GO:0006260,GO:0032502,GO:0016053,GO:0006996,GO:0009657,GO:0015074,GO:0048519,GO:0071702
