Gene	Gene Category
OG0269067	protein-coding
OG0269067	protein-coding
OG0269067	protein-coding
OG0269090	protein-coding
OG0269090	protein-coding
OG0269090	protein-coding
OG0269227	protein-coding
OG0269227	protein-coding
OG0269227	protein-coding
OG0269416	protein and non-coding
OG0269416	protein and non-coding
OG0269416	protein and non-coding
OG0269503	protein-coding
OG0269503	protein-coding
OG0269503	protein-coding
OG0269539	protein-coding
OG0269539	protein-coding
OG0269539	protein-coding
OG0269630	protein and non-coding
OG0269630	protein and non-coding
OG0269630	protein and non-coding
OG0269634	protein-coding
OG0269634	protein-coding
OG0269634	protein-coding
OG0269670	protein-coding
OG0269670	protein-coding
OG0269670	protein-coding
OG0269808	protein and non-coding
OG0269808	protein and non-coding
OG0269808	protein and non-coding
OG0269810	protein and non-coding
OG0269810	protein and non-coding
OG0269810	protein and non-coding
OG0269814	protein and non-coding
OG0269814	protein and non-coding
OG0269814	protein and non-coding
OG0269925	protein and non-coding
OG0269925	protein and non-coding
OG0269925	protein and non-coding
OG0269961	protein and non-coding
OG0269961	protein and non-coding
OG0269961	protein and non-coding
OG0270020	protein-coding
OG0270020	protein-coding
OG0270020	protein-coding
OG0270030	protein and non-coding
OG0270030	protein and non-coding
OG0270030	protein and non-coding
OG0270041	protein-coding
OG0270041	protein-coding
OG0270041	protein-coding
OG0270056	protein-coding
OG0270056	protein-coding
OG0270056	protein-coding
OG0270094	protein-coding
OG0270094	protein-coding
OG0270094	protein-coding
OG0270235	protein-coding
OG0270235	protein-coding
OG0270235	protein-coding
OG0270435	protein and non-coding
OG0270435	protein and non-coding
OG0270435	protein and non-coding
OG0270483	protein-coding
OG0270483	protein-coding
OG0270483	protein-coding
OG0270541	protein and non-coding
OG0270541	protein and non-coding
OG0270541	protein and non-coding
OG0270608	protein and non-coding
OG0270608	protein and non-coding
OG0270608	protein and non-coding
OG0270611	protein and non-coding
OG0270611	protein and non-coding
OG0270611	protein and non-coding
OG0270635	protein-coding
OG0270635	protein-coding
OG0270635	protein-coding
OG0270714	protein-coding
OG0270714	protein-coding
OG0270714	protein-coding
OG0270765	protein-coding
OG0270765	protein-coding
OG0270765	protein-coding
OG0270812	protein and non-coding
OG0270812	protein and non-coding
OG0270812	protein and non-coding
OG0270819	protein-coding
OG0270819	protein-coding
OG0270819	protein-coding
OG0271014	protein and non-coding
OG0271014	protein and non-coding
OG0271014	protein and non-coding
OG0271117	protein and non-coding
OG0271117	protein and non-coding
OG0271117	protein and non-coding
OG0271138	protein-coding
OG0271138	protein-coding
OG0271138	protein-coding
OG0271141	protein-coding
OG0271141	protein-coding
OG0271141	protein-coding
OG0271230	protein and non-coding
OG0271230	protein and non-coding
OG0271230	protein and non-coding
OG0271243	protein-coding
OG0271243	protein-coding
OG0271243	protein-coding
OG0271285	protein and non-coding
OG0271285	protein and non-coding
OG0271285	protein and non-coding
OG0271331	protein and non-coding
OG0271331	protein and non-coding
OG0271331	protein and non-coding
OG0271422	protein-coding
OG0271422	protein-coding
OG0271422	protein-coding
OG0271425	protein-coding
OG0271425	protein-coding
OG0271425	protein-coding
OG0271430	protein and non-coding
OG0271430	protein and non-coding
OG0271430	protein and non-coding
OG0271520	protein and non-coding
OG0271520	protein and non-coding
OG0271520	protein and non-coding
OG0271558	protein and non-coding
OG0271558	protein and non-coding
OG0271558	protein and non-coding
OG0271591	protein and non-coding
OG0271591	protein and non-coding
OG0271591	protein and non-coding
OG0271703	protein-coding
OG0271703	protein-coding
OG0271703	protein-coding
OG0271737	protein and non-coding
OG0271737	protein and non-coding
OG0271737	protein and non-coding
OG0271782	protein-coding
OG0271782	protein-coding
OG0271782	protein-coding
OG0271953	protein and non-coding
OG0271953	protein and non-coding
OG0271953	protein and non-coding
OG0271986	protein-coding
OG0271986	protein-coding
OG0271986	protein-coding
OG0272021	protein and non-coding
OG0272021	protein and non-coding
OG0272021	protein and non-coding
OG0272064	protein and non-coding
OG0272064	protein and non-coding
OG0272064	protein and non-coding
OG0272094	protein and non-coding
OG0272094	protein and non-coding
OG0272094	protein and non-coding
OG0272274	protein-coding
OG0272274	protein-coding
OG0272274	protein-coding
OG0272322	protein-coding
OG0272322	protein-coding
OG0272322	protein-coding
OG0272348	protein-coding
OG0272348	protein-coding
OG0272348	protein-coding
OG0272374	protein-coding
OG0272374	protein-coding
OG0272374	protein-coding
OG0272402	protein and non-coding
OG0272402	protein and non-coding
OG0272402	protein and non-coding
OG0272436	protein and non-coding
OG0272436	protein and non-coding
OG0272436	protein and non-coding
OG0272567	protein-coding
OG0272567	protein-coding
OG0272567	protein-coding
OG0272798	protein and non-coding
OG0272798	protein and non-coding
OG0272798	protein and non-coding
OG0272800	protein and non-coding
OG0272800	protein and non-coding
OG0272800	protein and non-coding
OG0272902	protein and non-coding
OG0272902	protein and non-coding
OG0272902	protein and non-coding
OG0272955	protein-coding
OG0272955	protein-coding
OG0272955	protein-coding
OG0273065	protein and non-coding
OG0273065	protein and non-coding
OG0273065	protein and non-coding
OG0273095	protein and non-coding
OG0273095	protein and non-coding
OG0273095	protein and non-coding
OG0273192	protein-coding
OG0273192	protein-coding
OG0273192	protein-coding
OG0273301	protein and non-coding
OG0273301	protein and non-coding
OG0273301	protein and non-coding
OG0273331	protein-coding
OG0273331	protein-coding
OG0273331	protein-coding
OG0273383	protein-coding
OG0273383	protein-coding
OG0273383	protein-coding
OG0273533	protein and non-coding
OG0273533	protein and non-coding
OG0273533	protein and non-coding
OG0273535	protein and non-coding
OG0273535	protein and non-coding
OG0273535	protein and non-coding
OG0273571	protein-coding
OG0273571	protein-coding
OG0273571	protein-coding
OG0273582	protein and non-coding
OG0273582	protein and non-coding
OG0273582	protein and non-coding
OG0273603	protein-coding
OG0273603	protein-coding
OG0273603	protein-coding
OG0273633	protein-coding
OG0273633	protein-coding
OG0273633	protein-coding
OG0273649	protein-coding
OG0273649	protein-coding
OG0273649	protein-coding
OG0273743	protein-coding
OG0273743	protein-coding
OG0273743	protein-coding
OG0273781	protein and non-coding
OG0273781	protein and non-coding
OG0273781	protein and non-coding
OG0273845	protein and non-coding
OG0273845	protein and non-coding
OG0273845	protein and non-coding
OG0273889	protein and non-coding
OG0273889	protein and non-coding
OG0273889	protein and non-coding
OG0273918	protein-coding
OG0273918	protein-coding
OG0273918	protein-coding
OG0273954	protein-coding
OG0273954	protein-coding
OG0273954	protein-coding
OG0274018	protein and non-coding
OG0274018	protein and non-coding
OG0274018	protein and non-coding
OG0274032	protein and non-coding
OG0274032	protein and non-coding
OG0274032	protein and non-coding
OG0274112	protein-coding
OG0274112	protein-coding
OG0274112	protein-coding
OG0274162	protein-coding
OG0274162	protein-coding
OG0274162	protein-coding
OG0274186	protein and non-coding
OG0274186	protein and non-coding
OG0274186	protein and non-coding
OG0274211	protein-coding
OG0274211	protein-coding
OG0274211	protein-coding
OG0274274	protein-coding
OG0274274	protein-coding
OG0274274	protein-coding
OG0274345	protein and non-coding
OG0274345	protein and non-coding
OG0274345	protein and non-coding
OG0274536	protein and non-coding
OG0274536	protein and non-coding
OG0274536	protein and non-coding
OG0274639	protein-coding
OG0274639	protein-coding
OG0274639	protein-coding
OG0274683	protein and non-coding
OG0274683	protein and non-coding
OG0274683	protein and non-coding
OG0274729	protein-coding
OG0274729	protein-coding
OG0274729	protein-coding
OG0274806	protein and non-coding
OG0274806	protein and non-coding
OG0274806	protein and non-coding
OG0274948	protein and non-coding
OG0274948	protein and non-coding
OG0274948	protein and non-coding
OG0275014	protein-coding
OG0275014	protein-coding
OG0275014	protein-coding
OG0275026	protein-coding
OG0275026	protein-coding
OG0275026	protein-coding
OG0275101	protein-coding
OG0275101	protein-coding
OG0275101	protein-coding
OG0275117	protein and non-coding
OG0275117	protein and non-coding
OG0275117	protein and non-coding
OG0275133	protein-coding
OG0275133	protein-coding
OG0275133	protein-coding
OG0275166	protein and non-coding
OG0275166	protein and non-coding
OG0275166	protein and non-coding
OG0275250	protein and non-coding
OG0275250	protein and non-coding
OG0275250	protein and non-coding
OG0275258	protein and non-coding
OG0275258	protein and non-coding
OG0275258	protein and non-coding
OG0275447	protein-coding
OG0275447	protein-coding
OG0275447	protein-coding
OG0275474	protein and non-coding
OG0275474	protein and non-coding
OG0275474	protein and non-coding
OG0275604	protein-coding
OG0275604	protein-coding
OG0275604	protein-coding
OG0275608	protein-coding
OG0275608	protein-coding
OG0275608	protein-coding
OG0275659	protein and non-coding
OG0275659	protein and non-coding
OG0275659	protein and non-coding
OG0275670	protein and non-coding
OG0275670	protein and non-coding
OG0275670	protein and non-coding
OG0275689	protein-coding
OG0275689	protein-coding
OG0275689	protein-coding
OG0275706	protein-coding
OG0275706	protein-coding
OG0275706	protein-coding
OG0275724	protein-coding
OG0275724	protein-coding
OG0275724	protein-coding
OG0275735	protein-coding
OG0275735	protein-coding
OG0275735	protein-coding
OG0275776	protein-coding
OG0275776	protein-coding
OG0275776	protein-coding
OG0275925	protein and non-coding
OG0275925	protein and non-coding
OG0275925	protein and non-coding
OG0276007	protein and non-coding
OG0276007	protein and non-coding
OG0276007	protein and non-coding
OG0276050	protein-coding
OG0276050	protein-coding
OG0276050	protein-coding
OG0276101	protein-coding
OG0276101	protein-coding
OG0276101	protein-coding
OG0276117	protein-coding
OG0276117	protein-coding
OG0276117	protein-coding
OG0276215	protein and non-coding
OG0276215	protein and non-coding
OG0276215	protein and non-coding
OG0276221	protein and non-coding
OG0276221	protein and non-coding
OG0276221	protein and non-coding
OG0276241	protein-coding
OG0276241	protein-coding
OG0276241	protein-coding
OG0276294	protein-coding
OG0276294	protein-coding
OG0276294	protein-coding
OG0276332	protein-coding
OG0276332	protein-coding
OG0276332	protein-coding
OG0276452	protein and non-coding
OG0276452	protein and non-coding
OG0276452	protein and non-coding
OG0276479	protein and non-coding
OG0276479	protein and non-coding
OG0276479	protein and non-coding
OG0276480	protein and non-coding
OG0276480	protein and non-coding
OG0276480	protein and non-coding
OG0276490	protein and non-coding
OG0276490	protein and non-coding
OG0276490	protein and non-coding
OG0276493	protein and non-coding
OG0276493	protein and non-coding
OG0276493	protein and non-coding
OG0276606	protein-coding
OG0276606	protein-coding
OG0276606	protein-coding
OG0276648	protein-coding
OG0276648	protein-coding
OG0276648	protein-coding
OG0276662	protein and non-coding
OG0276662	protein and non-coding
OG0276662	protein and non-coding
OG0276694	protein and non-coding
OG0276694	protein and non-coding
OG0276694	protein and non-coding
OG0276699	protein and non-coding
OG0276699	protein and non-coding
OG0276699	protein and non-coding
OG0276707	protein and non-coding
OG0276707	protein and non-coding
OG0276707	protein and non-coding
OG0276766	protein-coding
OG0276766	protein-coding
OG0276766	protein-coding
OG0276865	protein-coding
OG0276865	protein-coding
OG0276865	protein-coding
OG0276899	protein and non-coding
OG0276899	protein and non-coding
OG0276899	protein and non-coding
OG0276966	protein-coding
OG0276966	protein-coding
OG0276966	protein-coding
OG0277060	protein-coding
OG0277060	protein-coding
OG0277060	protein-coding
OG0277191	protein-coding
OG0277191	protein-coding
OG0277191	protein-coding
OG0277342	protein and non-coding
OG0277342	protein and non-coding
OG0277342	protein and non-coding
OG0277464	protein-coding
OG0277464	protein-coding
OG0277464	protein-coding
OG0277471	protein-coding
OG0277471	protein-coding
OG0277471	protein-coding
OG0277695	protein-coding
OG0277695	protein-coding
OG0277695	protein-coding
OG0277732	protein-coding
OG0277732	protein-coding
OG0277732	protein-coding
OG0278132	protein-coding
OG0278132	protein-coding
OG0278132	protein-coding
OG0278218	protein-coding
OG0278218	protein-coding
OG0278218	protein-coding
OG0279012	protein-coding
OG0279012	protein-coding
OG0279012	protein-coding
OG0279099	protein-coding
OG0279099	protein-coding
OG0279099	protein-coding
OG0279155	protein and non-coding
OG0279155	protein and non-coding
OG0279155	protein and non-coding
OG0279368	protein and non-coding
OG0279368	protein and non-coding
OG0279368	protein and non-coding
OG0279509	protein-coding
OG0279509	protein-coding
OG0279509	protein-coding
OG0279525	protein-coding
OG0279525	protein-coding
OG0279525	protein-coding
OG0279569	protein-coding
OG0279569	protein-coding
OG0279569	protein-coding
OG0279593	protein-coding
OG0279593	protein-coding
OG0279593	protein-coding
OG0279663	protein-coding
OG0279663	protein-coding
OG0279663	protein-coding
OG0280099	protein and non-coding
OG0280099	protein and non-coding
OG0280099	protein and non-coding
OG0280197	protein-coding
OG0280197	protein-coding
OG0280197	protein-coding
OG0280205	protein and non-coding
OG0280205	protein and non-coding
OG0280205	protein and non-coding
OG0280206	protein and non-coding
OG0280206	protein and non-coding
OG0280206	protein and non-coding
OG0280253	protein and non-coding
OG0280253	protein and non-coding
OG0280253	protein and non-coding
OG0280332	protein and non-coding
OG0280332	protein and non-coding
OG0280332	protein and non-coding
OG0280575	protein and non-coding
OG0280575	protein and non-coding
OG0280575	protein and non-coding
OG0280628	protein and non-coding
OG0280628	protein and non-coding
OG0280628	protein and non-coding
OG0280647	protein and non-coding
OG0280647	protein and non-coding
OG0280647	protein and non-coding
OG0280664	protein and non-coding
OG0280664	protein and non-coding
OG0280664	protein and non-coding
OG0280686	protein and non-coding
OG0280686	protein and non-coding
OG0280686	protein and non-coding
OG0280705	protein-coding
OG0280705	protein-coding
OG0280705	protein-coding
OG0280758	protein and non-coding
OG0280758	protein and non-coding
OG0280758	protein and non-coding
OG0280782	protein and non-coding
OG0280782	protein and non-coding
OG0280782	protein and non-coding
OG0280882	protein and non-coding
OG0280882	protein and non-coding
OG0280882	protein and non-coding
OG0280954	protein-coding
OG0280954	protein-coding
OG0280954	protein-coding
OG0281016	protein and non-coding
OG0281016	protein and non-coding
OG0281016	protein and non-coding
OG0281026	protein-coding
OG0281026	protein-coding
OG0281026	protein-coding
OG0281075	protein-coding
OG0281075	protein-coding
OG0281075	protein-coding
OG0281110	protein and non-coding
OG0281110	protein and non-coding
OG0281110	protein and non-coding
OG0281222	protein and non-coding
OG0281222	protein and non-coding
OG0281222	protein and non-coding
OG0281352	protein-coding
OG0281352	protein-coding
OG0281352	protein-coding
OG0281450	protein-coding
OG0281450	protein-coding
OG0281450	protein-coding
OG0281469	protein and non-coding
OG0281469	protein and non-coding
OG0281469	protein and non-coding
OG0281479	protein and non-coding
OG0281479	protein and non-coding
OG0281479	protein and non-coding
OG0281497	protein-coding
OG0281497	protein-coding
OG0281497	protein-coding
OG0281522	protein and non-coding
OG0281522	protein and non-coding
OG0281522	protein and non-coding
OG0281597	protein and non-coding
OG0281597	protein and non-coding
OG0281597	protein and non-coding
OG0281720	protein and non-coding
OG0281720	protein and non-coding
OG0281720	protein and non-coding
OG0281898	protein-coding
OG0281898	protein-coding
OG0281898	protein-coding
OG0281902	protein-coding
OG0281902	protein-coding
OG0281902	protein-coding
OG0281903	protein-coding
OG0281903	protein-coding
OG0281903	protein-coding
OG0281909	protein and non-coding
OG0281909	protein and non-coding
OG0281909	protein and non-coding
OG0281939	protein and non-coding
OG0281939	protein and non-coding
OG0281939	protein and non-coding
OG0281995	protein-coding
OG0281995	protein-coding
OG0281995	protein-coding
OG0282001	protein-coding
OG0282001	protein-coding
OG0282001	protein-coding
OG0282031	protein and non-coding
OG0282031	protein and non-coding
OG0282031	protein and non-coding
OG0282039	protein-coding
OG0282039	protein-coding
OG0282039	protein-coding
OG0282042	protein and non-coding
OG0282042	protein and non-coding
OG0282042	protein and non-coding
OG0282141	protein and non-coding
OG0282141	protein and non-coding
OG0282141	protein and non-coding
OG0282305	protein-coding
OG0282305	protein-coding
OG0282305	protein-coding
OG0282438	protein and non-coding
OG0282438	protein and non-coding
OG0282438	protein and non-coding
OG0282573	protein-coding
OG0282573	protein-coding
OG0282573	protein-coding
OG0282578	protein and non-coding
OG0282578	protein and non-coding
OG0282578	protein and non-coding
OG0282607	protein-coding
OG0282607	protein-coding
OG0282607	protein-coding
OG0282608	protein-coding
OG0282608	protein-coding
OG0282608	protein-coding
OG0282686	protein and non-coding
OG0282686	protein and non-coding
OG0282686	protein and non-coding
OG0282792	protein-coding
OG0282792	protein-coding
OG0282792	protein-coding
OG0282802	protein-coding
OG0282802	protein-coding
OG0282802	protein-coding
OG0282864	protein and non-coding
OG0282864	protein and non-coding
OG0282864	protein and non-coding
OG0282872	protein and non-coding
OG0282872	protein and non-coding
OG0282872	protein and non-coding
OG0282891	protein and non-coding
OG0282891	protein and non-coding
OG0282891	protein and non-coding
OG0282950	protein and non-coding
OG0282950	protein and non-coding
OG0282950	protein and non-coding
OG0283002	protein and non-coding
OG0283002	protein and non-coding
OG0283002	protein and non-coding
OG0283012	protein and non-coding
OG0283012	protein and non-coding
OG0283012	protein and non-coding
OG0283161	protein-coding
OG0283161	protein-coding
OG0283161	protein-coding
OG0283203	protein and non-coding
OG0283203	protein and non-coding
OG0283203	protein and non-coding
OG0283241	protein and non-coding
OG0283241	protein and non-coding
OG0283241	protein and non-coding
OG0283350	protein-coding
OG0283350	protein-coding
OG0283350	protein-coding
OG0283353	protein-coding
OG0283353	protein-coding
OG0283353	protein-coding
OG0283365	protein-coding
OG0283365	protein-coding
OG0283365	protein-coding
OG0283523	protein and non-coding
OG0283523	protein and non-coding
OG0283523	protein and non-coding
OG0283524	protein and non-coding
OG0283524	protein and non-coding
OG0283524	protein and non-coding
OG0283628	protein and non-coding
OG0283628	protein and non-coding
OG0283628	protein and non-coding
OG0283643	protein-coding
OG0283643	protein-coding
OG0283643	protein-coding
OG0283664	protein-coding
OG0283664	protein-coding
OG0283664	protein-coding
OG0283665	protein and non-coding
OG0283665	protein and non-coding
OG0283665	protein and non-coding
OG0283752	protein and non-coding
OG0283752	protein and non-coding
OG0283752	protein and non-coding
OG0283812	protein and non-coding
OG0283812	protein and non-coding
OG0283812	protein and non-coding
OG0283913	protein and non-coding
OG0283913	protein and non-coding
OG0283913	protein and non-coding
OG0284028	protein and non-coding
OG0284028	protein and non-coding
OG0284028	protein and non-coding
OG0284153	protein and non-coding
OG0284153	protein and non-coding
OG0284153	protein and non-coding
OG0284284	protein-coding
OG0284284	protein-coding
OG0284284	protein-coding
OG0284327	protein and non-coding
OG0284327	protein and non-coding
OG0284327	protein and non-coding
OG0284444	protein and non-coding
OG0284444	protein and non-coding
OG0284444	protein and non-coding
OG0284583	protein and non-coding
OG0284583	protein and non-coding
OG0284583	protein and non-coding
OG0284675	protein-coding
OG0284675	protein-coding
OG0284675	protein-coding
OG0284704	protein and non-coding
OG0284704	protein and non-coding
OG0284704	protein and non-coding
OG0284755	protein and non-coding
OG0284755	protein and non-coding
OG0284755	protein and non-coding
OG0284783	protein and non-coding
OG0284783	protein and non-coding
OG0284783	protein and non-coding
OG0284790	protein-coding
OG0284790	protein-coding
OG0284790	protein-coding
OG0284868	protein and non-coding
OG0284868	protein and non-coding
OG0284868	protein and non-coding
OG0284928	protein and non-coding
OG0284928	protein and non-coding
OG0284928	protein and non-coding
OG0285023	protein-coding
OG0285023	protein-coding
OG0285023	protein-coding
OG0285063	protein and non-coding
OG0285063	protein and non-coding
OG0285063	protein and non-coding
OG0285082	protein-coding
OG0285082	protein-coding
OG0285082	protein-coding
OG0285083	protein and non-coding
OG0285083	protein and non-coding
OG0285083	protein and non-coding
OG0285099	protein-coding
OG0285099	protein-coding
OG0285099	protein-coding
OG0285276	protein and non-coding
OG0285276	protein and non-coding
OG0285276	protein and non-coding
OG0285347	protein and non-coding
OG0285347	protein and non-coding
OG0285347	protein and non-coding
OG0285440	protein-coding
OG0285440	protein-coding
OG0285440	protein-coding
OG0285443	protein-coding
OG0285443	protein-coding
OG0285443	protein-coding
OG0285483	protein-coding
OG0285483	protein-coding
OG0285483	protein-coding
OG0285494	protein and non-coding
OG0285494	protein and non-coding
OG0285494	protein and non-coding
OG0285595	protein-coding
OG0285595	protein-coding
OG0285595	protein-coding
OG0285663	protein and non-coding
OG0285663	protein and non-coding
OG0285663	protein and non-coding
OG0285670	protein and non-coding
OG0285670	protein and non-coding
OG0285670	protein and non-coding
OG0285743	protein and non-coding
OG0285743	protein and non-coding
OG0285743	protein and non-coding
OG0285764	protein and non-coding
OG0285764	protein and non-coding
OG0285764	protein and non-coding
OG0285766	protein and non-coding
OG0285766	protein and non-coding
OG0285766	protein and non-coding
OG0285880	protein-coding
OG0285880	protein-coding
OG0285880	protein-coding
OG0285895	protein-coding
OG0285895	protein-coding
OG0285895	protein-coding
OG0286099	protein and non-coding
OG0286099	protein and non-coding
OG0286099	protein and non-coding
OG0286163	protein and non-coding
OG0286163	protein and non-coding
OG0286163	protein and non-coding
OG0286195	protein and non-coding
OG0286195	protein and non-coding
OG0286195	protein and non-coding
OG0286227	protein and non-coding
OG0286227	protein and non-coding
OG0286227	protein and non-coding
OG0286327	protein-coding
OG0286327	protein-coding
OG0286327	protein-coding
OG0286342	protein-coding
OG0286342	protein-coding
OG0286342	protein-coding
OG0286401	protein and non-coding
OG0286401	protein and non-coding
OG0286401	protein and non-coding
OG0286432	protein-coding
OG0286432	protein-coding
OG0286432	protein-coding
OG0286595	protein and non-coding
OG0286595	protein and non-coding
OG0286595	protein and non-coding
OG0286611	protein and non-coding
OG0286611	protein and non-coding
OG0286611	protein and non-coding
OG0286614	protein-coding
OG0286614	protein-coding
OG0286614	protein-coding
OG0286666	protein-coding
OG0286666	protein-coding
OG0286666	protein-coding
OG0286702	protein and non-coding
OG0286702	protein and non-coding
OG0286702	protein and non-coding
OG0286716	protein and non-coding
OG0286716	protein and non-coding
OG0286716	protein and non-coding
OG0286728	protein-coding
OG0286728	protein-coding
OG0286728	protein-coding
OG0286807	protein and non-coding
OG0286807	protein and non-coding
OG0286807	protein and non-coding
OG0287025	protein and non-coding
OG0287025	protein and non-coding
OG0287025	protein and non-coding
OG0287030	protein-coding
OG0287030	protein-coding
OG0287030	protein-coding
OG0287043	protein and non-coding
OG0287043	protein and non-coding
OG0287043	protein and non-coding
OG0287068	protein and non-coding
OG0287068	protein and non-coding
OG0287068	protein and non-coding
OG0287104	protein-coding
OG0287104	protein-coding
OG0287104	protein-coding
OG0287108	protein and non-coding
OG0287108	protein and non-coding
OG0287108	protein and non-coding
OG0287155	protein-coding
OG0287155	protein-coding
OG0287155	protein-coding
OG0287252	protein-coding
OG0287252	protein-coding
OG0287252	protein-coding
OG0287395	protein-coding
OG0287395	protein-coding
OG0287395	protein-coding
OG0287404	protein-coding
OG0287404	protein-coding
OG0287404	protein-coding
OG0287458	protein-coding
OG0287458	protein-coding
OG0287458	protein-coding
OG0287478	protein-coding
OG0287478	protein-coding
OG0287478	protein-coding
OG0287493	protein-coding
OG0287493	protein-coding
OG0287493	protein-coding
OG0287651	protein and non-coding
OG0287651	protein and non-coding
OG0287651	protein and non-coding
OG0287723	protein and non-coding
OG0287723	protein and non-coding
OG0287723	protein and non-coding
OG0287731	protein-coding
OG0287731	protein-coding
OG0287731	protein-coding
OG0287818	protein-coding
OG0287818	protein-coding
OG0287818	protein-coding
OG0287844	protein and non-coding
OG0287844	protein and non-coding
OG0287844	protein and non-coding
OG0287856	protein and non-coding
OG0287856	protein and non-coding
OG0287856	protein and non-coding
OG0287868	protein and non-coding
OG0287868	protein and non-coding
OG0287868	protein and non-coding
OG0287877	protein-coding
OG0287877	protein-coding
OG0287877	protein-coding
OG0287878	protein-coding
OG0287878	protein-coding
OG0287878	protein-coding
OG0287949	protein-coding
OG0287949	protein-coding
OG0287949	protein-coding
OG0288027	protein-coding
OG0288027	protein-coding
OG0288027	protein-coding
OG0288214	protein and non-coding
OG0288214	protein and non-coding
OG0288214	protein and non-coding
OG0288223	protein and non-coding
OG0288223	protein and non-coding
OG0288223	protein and non-coding
OG0288270	protein-coding
OG0288270	protein-coding
OG0288270	protein-coding
OG0288327	protein-coding
OG0288327	protein-coding
OG0288327	protein-coding
OG0288342	protein and non-coding
OG0288342	protein and non-coding
OG0288342	protein and non-coding
OG0288475	protein and non-coding
OG0288475	protein and non-coding
OG0288475	protein and non-coding
OG0288485	protein and non-coding
OG0288485	protein and non-coding
OG0288485	protein and non-coding
OG0288620	protein-coding
OG0288620	protein-coding
OG0288620	protein-coding
OG0288700	protein-coding
OG0288700	protein-coding
OG0288700	protein-coding
OG0288732	protein and non-coding
OG0288732	protein and non-coding
OG0288732	protein and non-coding
OG0288738	protein and non-coding
OG0288738	protein and non-coding
OG0288738	protein and non-coding
OG0288847	protein-coding
OG0288847	protein-coding
OG0288847	protein-coding
OG0288885	protein and non-coding
OG0288885	protein and non-coding
OG0288885	protein and non-coding
OG0288950	protein and non-coding
OG0288950	protein and non-coding
OG0288950	protein and non-coding
OG0288992	protein-coding
OG0288992	protein-coding
OG0288992	protein-coding
OG0289035	protein-coding
OG0289035	protein-coding
OG0289035	protein-coding
OG0289114	protein-coding
OG0289114	protein-coding
OG0289114	protein-coding
OG0289156	protein and non-coding
OG0289156	protein and non-coding
OG0289156	protein and non-coding
OG0289322	protein-coding
OG0289322	protein-coding
OG0289322	protein-coding
OG0289503	protein and non-coding
OG0289503	protein and non-coding
OG0289503	protein and non-coding
OG0289534	protein-coding
OG0289534	protein-coding
OG0289534	protein-coding
OG0289636	protein-coding
OG0289636	protein-coding
OG0289636	protein-coding
OG0289663	protein-coding
OG0289663	protein-coding
OG0289663	protein-coding
OG0289668	protein and non-coding
OG0289668	protein and non-coding
OG0289668	protein and non-coding
OG0289677	protein and non-coding
OG0289677	protein and non-coding
OG0289677	protein and non-coding
OG0289713	protein and non-coding
OG0289713	protein and non-coding
OG0289713	protein and non-coding
OG0289721	protein and non-coding
OG0289721	protein and non-coding
OG0289721	protein and non-coding
OG0289794	protein and non-coding
OG0289794	protein and non-coding
OG0289794	protein and non-coding
OG0289797	protein-coding
OG0289797	protein-coding
OG0289797	protein-coding
OG0289826	protein-coding
OG0289826	protein-coding
OG0289826	protein-coding
OG0289951	protein and non-coding
OG0289951	protein and non-coding
OG0289951	protein and non-coding
OG0290031	protein-coding
OG0290031	protein-coding
OG0290031	protein-coding
OG0290041	protein-coding
OG0290041	protein-coding
OG0290041	protein-coding
OG0290043	protein-coding
OG0290043	protein-coding
OG0290043	protein-coding
OG0290059	protein-coding
OG0290059	protein-coding
OG0290059	protein-coding
OG0290076	protein and non-coding
OG0290076	protein and non-coding
OG0290076	protein and non-coding
OG0290088	protein and non-coding
OG0290088	protein and non-coding
OG0290088	protein and non-coding
OG0290146	protein-coding
OG0290146	protein-coding
OG0290146	protein-coding
OG0290154	protein and non-coding
OG0290154	protein and non-coding
OG0290154	protein and non-coding
OG0290204	protein and non-coding
OG0290204	protein and non-coding
OG0290204	protein and non-coding
OG0290341	protein and non-coding
OG0290341	protein and non-coding
OG0290341	protein and non-coding
OG0290376	protein-coding
OG0290376	protein-coding
OG0290376	protein-coding
OG0290431	protein and non-coding
OG0290431	protein and non-coding
OG0290431	protein and non-coding
OG0290507	protein and non-coding
OG0290507	protein and non-coding
OG0290507	protein and non-coding
OG0290514	protein and non-coding
OG0290514	protein and non-coding
OG0290514	protein and non-coding
OG0290774	protein and non-coding
OG0290774	protein and non-coding
OG0290774	protein and non-coding
OG0290816	protein-coding
OG0290816	protein-coding
OG0290816	protein-coding
OG0290891	protein and non-coding
OG0290891	protein and non-coding
OG0290891	protein and non-coding
OG0291137	protein-coding
OG0291137	protein-coding
OG0291137	protein-coding
OG0291204	protein-coding
OG0291204	protein-coding
OG0291204	protein-coding
OG0291253	protein and non-coding
OG0291253	protein and non-coding
OG0291253	protein and non-coding
OG0291275	protein-coding
OG0291275	protein-coding
OG0291275	protein-coding
OG0291326	protein and non-coding
OG0291326	protein and non-coding
OG0291326	protein and non-coding
OG0291495	protein and non-coding
OG0291495	protein and non-coding
OG0291495	protein and non-coding
OG0291656	protein-coding
OG0291656	protein-coding
OG0291656	protein-coding
OG0291786	protein-coding
OG0291786	protein-coding
OG0291786	protein-coding
OG0291856	protein-coding
OG0291856	protein-coding
OG0291856	protein-coding
OG0291960	protein and non-coding
