Genotipos	Grupos	Classe	Transcritos
37	28	hard_core_transcriptome	4344
37	23	hard_core_transcriptome	3604
37	35	hard_core_transcriptome	5838
37	25	hard_core_transcriptome	4166
37	28	hard_core_transcriptome	4532
37	40	hard_core_transcriptome	6313
37	29	hard_core_transcriptome	4785
37	40	hard_core_transcriptome	6399
37	27	hard_core_transcriptome	4496
37	30	hard_core_transcriptome	5378
37	28	hard_core_transcriptome	4553
37	29	hard_core_transcriptome	4470
37	30	hard_core_transcriptome	5080
38	33	hard_core_transcriptome	5834
38	25	hard_core_transcriptome	4103
38	23	hard_core_transcriptome	3871
38	33	hard_core_transcriptome	5441
38	31	hard_core_transcriptome	5177
38	26	hard_core_transcriptome	4472
38	31	hard_core_transcriptome	5659
38	29	hard_core_transcriptome	4979
38	26	hard_core_transcriptome	4285
38	29	hard_core_transcriptome	4935
38	32	hard_core_transcriptome	5450
38	25	hard_core_transcriptome	4027
38	33	hard_core_transcriptome	5447
38	31	hard_core_transcriptome	4888
38	27	hard_core_transcriptome	4626
38	25	hard_core_transcriptome	4313
38	26	hard_core_transcriptome	4502
38	24	hard_core_transcriptome	3818
38	27	hard_core_transcriptome	4389
38	28	hard_core_transcriptome	4968
39	32	hard_core_transcriptome	5169
39	36	hard_core_transcriptome	6124
39	25	hard_core_transcriptome	4306
39	26	hard_core_transcriptome	4341
39	27	hard_core_transcriptome	4826
39	31	hard_core_transcriptome	5188
39	24	hard_core_transcriptome	4048
39	27	hard_core_transcriptome	4546
