Genotypes	Groups	Class	Sequences
46	3219841	accessory	7617226
46	0	soft-core	0
46	0	hard-core	0
46	187347	exclusive	0
46	3074155	pan	7231648
46	3074155	accessory	7231648
46	0	soft-core	0
46	0	hard-core	0
46	333033	exclusive	0
46	3353327	pan	8131766
46	3353326	accessory	8131641
46	1	soft-core	125
46	0	hard-core	0
46	53861	exclusive	0
46	3331047	pan	8054319
46	3331046	accessory	8054191
46	1	soft-core	128
46	0	hard-core	0
46	76141	exclusive	0
46	3360080	pan	8191755
46	3360080	accessory	8191755
46	0	soft-core	0
46	0	hard-core	0
46	47108	exclusive	0
46	3331850	pan	8058790
46	3331849	accessory	8058662
46	1	soft-core	128
46	0	hard-core	0
46	75338	exclusive	0
47	3374436	pan	8231815
47	3374436	accessory	8231815
47	0	soft-core	0
47	0	hard-core	0
47	32752	exclusive	0
47	3376430	pan	8259285
47	3376430	accessory	8259285
47	0	soft-core	0
47	0	hard-core	0
47	30758	exclusive	0
47	3372115	pan	8213999
47	3372114	accessory	8213869
47	1	soft-core	130
47	0	hard-core	0
47	35073	exclusive	0
47	3396034	pan	8343439
47	3396034	accessory	8343439
47	0	soft-core	0
47	0	hard-core	0
47	11154	exclusive	0
47	3388138	pan	8308018
47	3388137	accessory	8307888
47	1	soft-core	130
47	0	hard-core	0
47	19050	exclusive	0
47	3373660	pan	8250023
47	3373660	accessory	8250023
47	0	soft-core	0
47	0	hard-core	0
47	33528	exclusive	0
47	3367007	pan	8232494
47	3367007	accessory	8232494
47	0	soft-core	0
47	0	hard-core	0
47	40181	exclusive	0
47	3377591	pan	8241130
47	3377591	accessory	8241130
47	0	soft-core	0
47	0	hard-core	0
47	29597	exclusive	0
47	3374436	pan	8231815
47	3374436	accessory	8231815
47	0	soft-core	0
47	0	hard-core	0
47	32752	exclusive	0
47	3388038	pan	8305562
47	3388038	accessory	8305562
47	0	soft-core	0
47	0	hard-core	0
47	19150	exclusive	0
47	3391742	pan	8320732
47	3391742	accessory	8320732
47	0	soft-core	0
47	0	hard-core	0
47	15446	exclusive	0
47	3324782	pan	8156386
47	3324782	accessory	8156386
47	0	soft-core	0
47	0	hard-core	0
47	82406	exclusive	0
47	3344238	pan	8079451
47	3344238	accessory	8079451
47	0	soft-core	0
47	0	hard-core	0
47	62950	exclusive	0
47	3391770	pan	8330469
47	3391769	accessory	8330339
47	1	soft-core	130
47	0	hard-core	0
47	15418	exclusive	0
47	3382047	pan	8288289
47	3382047	accessory	8288289
47	0	soft-core	0
47	0	hard-core	0
47	25141	exclusive	0
47	3370503	pan	8243665
47	3370503	accessory	8243665
47	0	soft-core	0
47	0	hard-core	0
47	36685	exclusive	0
47	3387468	pan	8304248
47	3387468	accessory	8304248
47	0	soft-core	0
47	0	hard-core	0
47	19720	exclusive	0
47	3376332	pan	8243283
47	3376332	accessory	8243283
47	0	soft-core	0
47	0	hard-core	0
47	30856	exclusive	0
47	3379177	pan	8271974
47	3379177	accessory	8271974
47	0	soft-core	0
47	0	hard-core	0
47	28011	exclusive	0
47	3391742	pan	8320732
47	3391742	accessory	8320732
47	0	soft-core	0
47	0	hard-core	0
47	15446	exclusive	0
