Genotypes	Groups	Class	Sequences
23	1	soft-core	90
23	0	hard-core	0
23	1369358	exclusive	0
23	1879705	pan	3467083
23	1879701	accessory	3466792
23	4	soft-core	291
23	0	hard-core	0
23	1527483	exclusive	0
23	2404293	pan	4902608
23	2404288	accessory	4902277
23	5	soft-core	331
23	0	hard-core	0
23	1002895	exclusive	0
24	2471308	pan	5129659
24	2471305	accessory	5129376
24	3	soft-core	283
24	0	hard-core	0
24	935880	exclusive	0
24	2076643	pan	3995037
24	2076640	accessory	3994798
24	3	soft-core	239
24	0	hard-core	0
24	1330545	exclusive	0
24	1729214	pan	3150858
24	1729210	accessory	3150520
24	4	soft-core	338
24	0	hard-core	0
24	1677974	exclusive	0
24	1890530	pan	3496255
24	1890529	accessory	3496192
24	1	soft-core	63
24	0	hard-core	0
24	1516658	exclusive	0
24	2337809	pan	4629208
24	2337803	accessory	4628789
24	5	soft-core	318
24	1	hard-core	101
24	1069379	exclusive	0
24	2195761	pan	4242744
24	2195755	accessory	4242263
24	6	soft-core	481
24	0	hard-core	0
24	1211427	exclusive	0
24	2143085	pan	4079975
24	2143081	accessory	4079649
24	4	soft-core	326
24	0	hard-core	0
24	1264103	exclusive	0
24	2271085	pan	4330521
24	2271084	accessory	4330464
24	1	soft-core	57
24	0	hard-core	0
24	1136103	exclusive	0
24	2320243	pan	4557741
24	2320241	accessory	4557579
24	2	soft-core	162
24	0	hard-core	0
24	1086945	exclusive	0
24	2154921	pan	4172410
24	2154918	accessory	4172152
24	3	soft-core	258
24	0	hard-core	0
24	1252267	exclusive	0
24	2192847	pan	4318207
24	2192844	accessory	4318000
24	3	soft-core	207
24	0	hard-core	0
24	1214341	exclusive	0
24	2082607	pan	3866367
24	2082606	accessory	3866309
24	1	soft-core	58
24	0	hard-core	0
24	1324581	exclusive	0
24	2220501	pan	4230622
24	2220500	accessory	4230558
24	1	soft-core	64
24	0	hard-core	0
24	1186687	exclusive	0
24	2125889	pan	4098862
24	2125887	accessory	4098710
24	2	soft-core	152
24	0	hard-core	0
24	1281299	exclusive	0
24	2000735	pan	3751681
24	2000733	accessory	3751527
24	2	soft-core	154
24	0	hard-core	0
24	1406453	exclusive	0
24	2149677	pan	4116441
24	2149672	accessory	4116049
24	5	soft-core	392
24	0	hard-core	0
24	1257511	exclusive	0
24	1978446	pan	3614354
24	1978444	accessory	3614258
24	2	soft-core	96
24	0	hard-core	0
24	1428742	exclusive	0
24	2225683	pan	4244430
24	2225678	accessory	4244038
24	5	soft-core	392
24	0	hard-core	0
24	1181505	exclusive	0
24	2098981	pan	4018977
24	2098980	accessory	4018874
24	1	soft-core	103
24	0	hard-core	0
24	1308207	exclusive	0
24	2266619	pan	4467534
24	2266615	accessory	4467243
24	4	soft-core	291
24	0	hard-core	0
24	1140569	exclusive	0
25	2301799	pan	4512497
25	2301798	accessory	4512429
25	1	soft-core	68
25	0	hard-core	0
25	1105389	exclusive	0
25	2385427	pan	4751465
25	2385424	accessory	4751203
25	3	soft-core	262
25	0	hard-core	0
25	1021761	exclusive	0
25	2326196	pan	4606338
25	2326194	accessory	4606185
25	2	soft-core	153
25	0	hard-core	0
25	1080992	exclusive	0
25	2386404	pan	4834987
25	2386401	accessory	4834758
25	3	soft-core	229
25	0	hard-core	0
25	1020784	exclusive	0
25	2477428	pan	5148536
25	2477426	accessory	5148372
25	2	soft-core	164
25	0	hard-core	0
25	929760	exclusive	0
25	1726934	pan	3220516
25	1726931	accessory	3220254
25	3	soft-core	262
25	0	hard-core	0
25	1680254	exclusive	0
25	2134390	pan	4079242
25	2134385	accessory	4078816
25	5	soft-core	426
25	0	hard-core	0
25	1272798	exclusive	0
25	2224077	pan	4252231
25	2224075	accessory	4252118
25	2	soft-core	113
25	0	hard-core	0
25	1183111	exclusive	0
25	2163006	pan	4203610
25	2163001	accessory	4203179
25	5	soft-core	431
25	0	hard-core	0
25	1244182	exclusive	0
25	2435741	pan	5007653
25	2435738	accessory	5007427
25	3	soft-core	226
25	0	hard-core	0
25	971447	exclusive	0
25	2353932	pan	4730552
25	2353930	accessory	4730381
25	2	soft-core	171
25	0	hard-core	0
25	1053256	exclusive	0
25	2355917	pan	4653120
25	2355917	accessory	4653120
25	0	soft-core	0
25	0	hard-core	0
25	1051271	exclusive	0
25	2492544	pan	5048361
25	2492543	accessory	5048298
25	1	soft-core	63
25	0	hard-core	0
25	914644	exclusive	0
25	2303695	pan	4508062
25	2303689	accessory	4507523
25	5	soft-core	464
25	1	hard-core	75
25	1103493	exclusive	0
25	2362209	pan	4710983
25	2362207	accessory	4710793
25	2	soft-core	190
25	0	hard-core	0
25	1044979	exclusive	0
25	2167756	pan	4166782
25	2167755	accessory	4166696
25	1	soft-core	86
25	0	hard-core	0
25	1239432	exclusive	0
25	2221320	pan	4365770
25	2221320	accessory	4365770
25	0	soft-core	0
25	0	hard-core	0
25	1185868	exclusive	0
25	2465951	pan	5071056
25	2465949	accessory	5070884
25	2	soft-core	172
25	0	hard-core	0
25	941237	exclusive	0
25	1867608	pan	3414388
25	1867607	accessory	3414309
25	0	soft-core	0
25	1	hard-core	79
25	1539580	exclusive	0
25	2439345	pan	4905578
25	2439341	accessory	4905315
25	4	soft-core	263
25	0	hard-core	0
25	967843	exclusive	0
26	2202179	pan	4369455
26	2202177	accessory	4369297
26	2	soft-core	158
26	0	hard-core	0
26	1205009	exclusive	0
26	2354685	pan	4613897
26	2354681	accessory	4613547
26	4	soft-core	350
26	0	hard-core	0
26	1052503	exclusive	0
26	2283416	pan	4467319
26	2283416	accessory	4467319
26	0	soft-core	0
26	0	hard-core	0
26	1123772	exclusive	0
26	2582719	pan	5381368
26	2582713	accessory	5380800
26	6	soft-core	568
26	0	hard-core	0
26	824469	exclusive	0
26	2306658	pan	4475135
26	2306657	accessory	4475029
26	1	soft-core	106
26	0	hard-core	0
26	1100530	exclusive	0
26	2326863	pan	4622228
26	2326862	accessory	4622154
26	1	soft-core	74
26	0	hard-core	0
26	1080325	exclusive	0
26	2282440	pan	4497017
26	2282439	accessory	4496938
26	1	soft-core	79
26	0	hard-core	0
26	1124748	exclusive	0
26	2030724	pan	3845925
26	2030722	accessory	3845768
26	2	soft-core	157
26	0	hard-core	0
26	1376464	exclusive	0
26	2264683	pan	4423713
26	2264683	accessory	4423713
26	0	soft-core	0
26	0	hard-core	0
26	1142505	exclusive	0
26	2338717	pan	4577613
26	2338716	accessory	4577545
26	1	soft-core	68
26	0	hard-core	0
26	1068471	exclusive	0
26	2272662	pan	4528017
26	2272661	accessory	4527913
26	1	soft-core	104
26	0	hard-core	0
26	1134526	exclusive	0
26	2442924	pan	4901780
26	2442924	accessory	4901780
26	0	soft-core	0
26	0	hard-core	0
26	964264	exclusive	0
26	2601330	pan	5507318
26	2601327	accessory	5507127
26	3	soft-core	191
26	0	hard-core	0
26	805858	exclusive	0
26	2326565	pan	4805432
26	2326563	accessory	4805267
26	2	soft-core	165
26	0	hard-core	0
26	1080623	exclusive	0
26	2457231	pan	5166735
26	2457226	accessory	5166290
26	5	soft-core	445
26	0	hard-core	0
26	949957	exclusive	0
26	2244800	pan	4417404
26	2244800	accessory	4417404
26	0	soft-core	0
26	0	hard-core	0
26	1162388	exclusive	0
26	2116042	pan	4040576
26	2116041	accessory	4040510
26	1	soft-core	66
26	0	hard-core	0
26	1291146	exclusive	0
26	2387206	pan	4829037
26	2387205	accessory	4828977
26	1	soft-core	60
26	0	hard-core	0
26	1019982	exclusive	0
26	2230623	pan	4307774
26	2230622	accessory	4307706
26	1	soft-core	68
26	0	hard-core	0
26	1176565	exclusive	0
26	2070858	pan	3876982
26	2070857	accessory	3876902
26	1	soft-core	80
26	0	hard-core	0
26	1336330	exclusive	0
27	2422202	pan	4871737
27	2422201	accessory	4871654
27	1	soft-core	83
27	0	hard-core	0
27	984986	exclusive	0
27	2255623	pan	4391832
27	2255623	accessory	4391832
27	0	soft-core	0
27	0	hard-core	0
27	1151565	exclusive	0
27	2411275	pan	4812643
27	2411275	accessory	4812643
27	0	soft-core	0
27	0	hard-core	0
27	995913	exclusive	0
27	2247407	pan	4330392
27	2247406	accessory	4330309
27	0	soft-core	0
27	1	hard-core	83
27	1159781	exclusive	0
27	2468299	pan	4959016
27	2468298	accessory	4958954
27	1	soft-core	62
27	0	hard-core	0
27	938889	exclusive	0
27	1886836	pan	3484665
27	1886836	accessory	3484665
27	0	soft-core	0
27	0	hard-core	0
27	1520352	exclusive	0
27	2457999	pan	5095134
27	2457995	accessory	5094800
27	4	soft-core	334
27	0	hard-core	0
27	949189	exclusive	0
27	2368186	pan	4831636
27	2368186	accessory	4831636
27	0	soft-core	0
27	0	hard-core	0
27	1039002	exclusive	0
27	2269249	pan	4543707
27	2269248	accessory	4543616
27	1	soft-core	91
27	0	hard-core	0
27	1137939	exclusive	0
27	1940603	pan	3720533
27	1940602	accessory	3720416
27	1	soft-core	117
27	0	hard-core	0
27	1466585	exclusive	0
27	2494195	pan	5174547
27	2494195	accessory	5174547
27	0	soft-core	0
27	0	hard-core	0
27	912993	exclusive	0
27	2190204	pan	4224852
27	2190202	accessory	4224714
27	2	soft-core	138
27	0	hard-core	0
27	1216984	exclusive	0
27	2242763	pan	4449193
27	2242763	accessory	4449193
27	0	soft-core	0
27	0	hard-core	0
27	1164425	exclusive	0
27	2628329	pan	5439600
27	2628327	accessory	5439449
27	2	soft-core	151
27	0	hard-core	0
27	778859	exclusive	0
27	2211542	pan	4307982
27	2211542	accessory	4307982
27	0	soft-core	0
27	0	hard-core	0
27	1195646	exclusive	0
27	2470784	pan	4969141
27	2470783	accessory	4969069
27	1	soft-core	72
27	0	hard-core	0
27	936404	exclusive	0
27	2419655	pan	4831546
27	2419655	accessory	4831546
27	0	soft-core	0
27	0	hard-core	0
27	987533	exclusive	0
27	2456479	pan	5064234
27	2456479	accessory	5064234
27	0	soft-core	0
27	0	hard-core	0
27	950709	exclusive	0
27	2214561	pan	4414839
27	2214559	accessory	4414652
27	2	soft-core	187
27	0	hard-core	0
27	1192627	exclusive	0
27	2248367	pan	4443885
27	2248364	accessory	4443672
27	3	soft-core	213
27	0	hard-core	0
27	1158821	exclusive	0
28	2637920	pan	5526044
28	2637920	accessory	5526044
28	0	soft-core	0
28	0	hard-core	0
28	769268	exclusive	0
28	2390877	pan	4811844
28	2390877	accessory	4811844
28	0	soft-core	0
28	0	hard-core	0
28	1016311	exclusive	0
28	2502704	pan	5136224
28	2502704	accessory	5136224
28	0	soft-core	0
28	0	hard-core	0
28	904484	exclusive	0
28	2327391	pan	4629153
28	2327391	accessory	4629153
28	0	soft-core	0
28	0	hard-core	0
28	1079797	exclusive	0
28	2449539	pan	4981564
28	2449536	accessory	4981334
28	2	soft-core	146
28	1	hard-core	84
28	957649	exclusive	0
28	2234148	pan	4387738
28	2234147	accessory	4387657
28	1	soft-core	81
28	0	hard-core	0
28	1173040	exclusive	0
28	1988861	pan	3775504
28	1988861	accessory	3775504
28	0	soft-core	0
28	0	hard-core	0
28	1418327	exclusive	0
28	2786738	pan	6060363
28	2786733	accessory	6059840
28	5	soft-core	523
28	0	hard-core	0
28	620450	exclusive	0
28	2398917	pan	4881428
28	2398915	accessory	4881262
28	2	soft-core	166
28	0	hard-core	0
28	1008271	exclusive	0
28	2262311	pan	4501177
28	2262310	accessory	4501097
28	1	soft-core	80
28	0	hard-core	0
28	1144877	exclusive	0
28	2148612	pan	4181778
28	2148612	accessory	4181778
28	0	soft-core	0
28	0	hard-core	0
28	1258576	exclusive	0
28	2345910	pan	4680670
28	2345909	accessory	4680603
28	1	soft-core	67
28	0	hard-core	0
28	1061278	exclusive	0
28	2335396	pan	4652225
28	2335396	accessory	4652225
28	0	soft-core	0
28	0	hard-core	0
28	1071792	exclusive	0
28	2392067	pan	4775351
28	2392063	accessory	4775017
28	4	soft-core	334
28	0	hard-core	0
28	1015121	exclusive	0
28	2364397	pan	4719779
28	2364397	accessory	4719779
28	0	soft-core	0
28	0	hard-core	0
28	1042791	exclusive	0
28	2534514	pan	5265334
28	2534513	accessory	5265214
28	1	soft-core	120
28	0	hard-core	0
28	872674	exclusive	0
28	2213219	pan	4295890
28	2213219	accessory	4295890
28	0	soft-core	0
28	0	hard-core	0
28	1193969	exclusive	0
28	2278051	pan	4448843
28	2278049	accessory	4448692
28	2	soft-core	151
28	0	hard-core	0
28	1129137	exclusive	0
28	2492032	pan	5122266
28	2492030	accessory	5122076
28	2	soft-core	190
28	0	hard-core	0
28	915156	exclusive	0
28	2603903	pan	5424468
28	2603903	accessory	5424468
28	0	soft-core	0
28	0	hard-core	0
28	803285	exclusive	0
29	2435636	pan	4880088
29	2435635	accessory	4879979
29	1	soft-core	109
29	0	hard-core	0
29	971552	exclusive	0
29	2702794	pan	5799925
29	2702794	accessory	5799925
29	0	soft-core	0
29	0	hard-core	0
29	704394	exclusive	0
29	2601615	pan	5362259
29	2601614	accessory	5362209
29	1	soft-core	50
29	0	hard-core	0
29	805573	exclusive	0
29	2418663	pan	4969917
29	2418662	accessory	4969787
29	1	soft-core	130
29	0	hard-core	0
29	988525	exclusive	0
29	2546158	pan	5451513
29	2546157	accessory	5451425
29	1	soft-core	88
29	0	hard-core	0
29	861030	exclusive	0
29	2569089	pan	5272234
29	2569089	accessory	5272234
29	0	soft-core	0
29	0	hard-core	0
29	838099	exclusive	0
29	2313960	pan	4615746
29	2313959	accessory	4615630
29	1	soft-core	116
29	0	hard-core	0
29	1093228	exclusive	0
29	2499979	pan	5060280
29	2499976	accessory	5060052
29	3	soft-core	228
29	0	hard-core	0
29	907209	exclusive	0
29	2316928	pan	4599345
29	2316928	accessory	4599345
29	0	soft-core	0
29	0	hard-core	0
29	1090260	exclusive	0
29	2472618	pan	5103668
29	2472617	accessory	5103586
29	1	soft-core	82
29	0	hard-core	0
29	934570	exclusive	0
29	2477867	pan	4966936
29	2477866	accessory	4966818
29	1	soft-core	118
29	0	hard-core	0
29	929321	exclusive	0
29	2359944	pan	4849448
29	2359944	accessory	4849448
29	0	soft-core	0
29	0	hard-core	0
29	1047244	exclusive	0
29	2158348	pan	4211562
29	2158346	accessory	4211389
29	2	soft-core	173
29	0	hard-core	0
29	1248840	exclusive	0
29	2329624	pan	4581242
29	2329623	accessory	4581154
29	1	soft-core	88
29	0	hard-core	0
29	1077564	exclusive	0
29	2626143	pan	5620931
29	2626142	accessory	5620797
29	1	soft-core	134
29	0	hard-core	0
29	781045	exclusive	0
29	2588522	pan	5382440
29	2588520	accessory	5382226
29	2	soft-core	214
29	0	hard-core	0
29	818666	exclusive	0
29	2748919	pan	5867256
29	2748919	accessory	5867256
29	0	soft-core	0
29	0	hard-core	0
29	658269	exclusive	0
29	2401668	pan	4763663
29	2401666	accessory	4763460
29	2	soft-core	203
29	0	hard-core	0
29	1005520	exclusive	0
29	2745183	pan	5891354
29	2745182	accessory	5891276
29	1	soft-core	78
29	0	hard-core	0
29	662005	exclusive	0
29	2533939	pan	5194580
29	2533939	accessory	5194580
29	0	soft-core	0
29	0	hard-core	0
29	873249	exclusive	0
30	2397096	pan	4759021
30	2397092	accessory	4758657
30	2	soft-core	191
30	0	hard-core	0
30	1010092	exclusive	0
30	2371380	pan	4798556
30	2371373	accessory	4797886
30	2	soft-core	198
30	0	hard-core	0
30	1035808	exclusive	0
30	2354863	pan	4786496
30	2354857	accessory	4785911
30	3	soft-core	261
30	0	hard-core	0
30	1052325	exclusive	0
30	2254602	pan	4397764
30	2254600	accessory	4397603
30	1	soft-core	92
30	0	hard-core	0
30	1152586	exclusive	0
30	2606663	pan	5476215
30	2606661	accessory	5476045
30	0	soft-core	0
30	0	hard-core	0
30	800525	exclusive	0
30	2701782	pan	5768988
30	2701777	accessory	5768457
30	0	soft-core	0
30	1	hard-core	149
30	705406	exclusive	0
30	2506039	pan	5140878
30	2506037	accessory	5140637
30	2	soft-core	241
30	0	hard-core	0
30	901149	exclusive	0
30	2473802	pan	5130493
30	2473798	accessory	5130107
30	1	soft-core	75
30	0	hard-core	0
30	933386	exclusive	0
30	2831465	pan	6217421
30	2831460	accessory	6216952
30	1	soft-core	71
30	0	hard-core	0
30	575723	exclusive	0
30	2680326	pan	5625077
30	2680322	accessory	5624850
30	0	soft-core	0
30	0	hard-core	0
30	726862	exclusive	0
30	2612136	pan	5421201
30	2612133	accessory	5420972
30	1	soft-core	69
30	0	hard-core	0
30	795052	exclusive	0
30	2757442	pan	5920022
30	2757439	accessory	5919770
30	0	soft-core	0
30	0	hard-core	0
30	649746	exclusive	0
30	2649063	pan	5651778
30	2649058	accessory	5651342
30	1	soft-core	95
30	0	hard-core	0
30	758125	exclusive	0
30	2216358	pan	4373858
30	2216357	accessory	4373788
30	1	soft-core	70
30	0	hard-core	0
30	1190830	exclusive	0
30	2686160	pan	5841242
30	2686156	accessory	5840913
30	2	soft-core	195
30	0	hard-core	0
30	721028	exclusive	0
30	2488577	pan	5196300
30	2488577	accessory	5196300
30	0	soft-core	0
30	0	hard-core	0
30	918611	exclusive	0
30	2437017	pan	4964412
30	2437015	accessory	4964255
30	0	soft-core	0
30	0	hard-core	0
30	970171	exclusive	0
30	2689132	pan	5639365
30	2689129	accessory	5639066
30	0	soft-core	0
30	0	hard-core	0
30	718056	exclusive	0
30	2352339	pan	4678323
30	2352337	accessory	4678161
30	1	soft-core	91
30	0	hard-core	0
30	1054849	exclusive	0
30	2557752	pan	5310686
30	2557746	accessory	5310157
30	0	soft-core	0
30	0	hard-core	0
30	849436	exclusive	0
31	2093831	pan	4123308
31	2093830	accessory	4123242
31	1	soft-core	66
31	0	hard-core	0
31	1313357	exclusive	0
31	2824751	pan	6075174
31	2824749	accessory	6075016
31	2	soft-core	158
31	0	hard-core	0
31	582437	exclusive	0
31	2733553	pan	5852252
31	2733550	accessory	5851928
31	3	soft-core	324
31	0	hard-core	0
31	673635	exclusive	0
31	2841118	pan	6259108
31	2841117	accessory	6259020
31	1	soft-core	88
31	0	hard-core	0
31	566070	exclusive	0
31	2833909	pan	6206822
31	2833908	accessory	6206731
31	1	soft-core	91
31	0	hard-core	0
31	573279	exclusive	0
31	2600681	pan	5400084
31	2600679	accessory	5399927
31	2	soft-core	157
31	0	hard-core	0
31	806507	exclusive	0
31	2601595	pan	5550371
31	2601593	accessory	5550229
31	2	soft-core	142
31	0	hard-core	0
31	805593	exclusive	0
31	2353305	pan	4838886
31	2353302	accessory	4838617
31	3	soft-core	269
31	0	hard-core	0
31	1053883	exclusive	0
31	2610570	pan	5367209
31	2610568	accessory	5367055
31	2	soft-core	154
31	0	hard-core	0
31	796618	exclusive	0
31	2773227	pan	6036085
31	2773222	accessory	6035649
31	5	soft-core	436
31	0	hard-core	0
31	633961	exclusive	0
31	2409469	pan	4924207
31	2409469	accessory	4924207
31	0	soft-core	0
31	0	hard-core	0
31	997719	exclusive	0
31	2580150	pan	5409559
31	2580149	accessory	5409427
31	1	soft-core	132
31	0	hard-core	0
31	827038	exclusive	0
31	2749991	pan	5896327
31	2749991	accessory	5896327
31	0	soft-core	0
31	0	hard-core	0
31	657197	exclusive	0
31	2292973	pan	4595638
31	2292968	accessory	4595233
31	5	soft-core	405
31	0	hard-core	0
31	1114215	exclusive	0
31	2658751	pan	5637228
31	2658749	accessory	5637090
31	2	soft-core	138
31	0	hard-core	0
31	748437	exclusive	0
31	2635878	pan	5528211
31	2635876	accessory	5528043
31	2	soft-core	168
31	0	hard-core	0
31	771310	exclusive	0
31	2487978	pan	5202231
31	2487975	accessory	5201949
31	3	soft-core	282
31	0	hard-core	0
31	919210	exclusive	0
31	2532617	pan	5398654
31	2532611	accessory	5398136
31	6	soft-core	518
31	0	hard-core	0
31	874571	exclusive	0
31	2360624	pan	4815242
31	2360621	accessory	4814930
31	3	soft-core	312
31	0	hard-core	0
31	1046564	exclusive	0
31	2796829	pan	5990004
31	2796825	accessory	5989573
31	4	soft-core	431
31	0	hard-core	0
31	610359	exclusive	0
32	2668447	pan	5598861
32	2668446	accessory	5598780
32	1	soft-core	81
32	0	hard-core	0
32	738741	exclusive	0
32	2775842	pan	5941573
32	2775841	accessory	5941480
32	1	soft-core	93
32	0	hard-core	0
32	631346	exclusive	0
32	2701707	pan	5694463
32	2701705	accessory	5694264
32	2	soft-core	199
32	0	hard-core	0
32	705481	exclusive	0
32	2407990	pan	4987788
32	2407986	accessory	4987396
32	4	soft-core	392
32	0	hard-core	0
32	999198	exclusive	0
32	2500855	pan	5136049
32	2500852	accessory	5135701
32	3	soft-core	348
32	0	hard-core	0
32	906333	exclusive	0
32	2665997	pan	5589052
32	2665996	accessory	5588967
32	1	soft-core	85
32	0	hard-core	0
32	741191	exclusive	0
32	2433607	pan	4930047
32	2433604	accessory	4929755
32	3	soft-core	292
32	0	hard-core	0
32	973581	exclusive	0
32	2750953	pan	5976881
32	2750950	accessory	5976589
32	3	soft-core	292
32	0	hard-core	0
32	656235	exclusive	0
32	2812962	pan	6105383
32	2812961	accessory	6105303
32	1	soft-core	80
32	0	hard-core	0
32	594226	exclusive	0
32	2644554	pan	5586832
32	2644552	accessory	5586702
32	2	soft-core	130
32	0	hard-core	0
32	762634	exclusive	0
32	2615278	pan	5436910
32	2615277	accessory	5436813
32	1	soft-core	97
32	0	hard-core	0
32	791910	exclusive	0
32	2749240	pan	5875528
32	2749238	accessory	5875373
32	2	soft-core	155
32	0	hard-core	0
32	657948	exclusive	0
32	2682634	pan	5657270
32	2682632	accessory	5657021
32	2	soft-core	249
32	0	hard-core	0
32	724554	exclusive	0
32	2590487	pan	5303140
32	2590485	accessory	5302987
32	2	soft-core	153
32	0	hard-core	0
32	816701	exclusive	0
32	2699836	pan	5692392
32	2699833	accessory	5692093
32	3	soft-core	299
32	0	hard-core	0
32	707352	exclusive	0
32	2841092	pan	6355486
32	2841087	accessory	6354904
32	5	soft-core	582
32	0	hard-core	0
32	566096	exclusive	0
32	2424004	pan	4937444
32	2424001	accessory	4937167
32	3	soft-core	277
32	0	hard-core	0
32	983184	exclusive	0
32	2858998	pan	6214487
32	2858997	accessory	6214394
32	1	soft-core	93
32	0	hard-core	0
32	548190	exclusive	0
32	2405371	pan	4989731
32	2405369	accessory	4989480
32	2	soft-core	251
32	0	hard-core	0
32	1001817	exclusive	0
32	2728346	pan	5744658
32	2728343	accessory	5744437
32	3	soft-core	221
32	0	hard-core	0
32	678842	exclusive	0
33	2638411	pan	5566130
33	2638409	accessory	5565966
33	2	soft-core	164
33	0	hard-core	0
33	768777	exclusive	0
33	2821122	pan	6085597
33	2821120	accessory	6085459
33	2	soft-core	138
33	0	hard-core	0
33	586066	exclusive	0
33	2828390	pan	6135573
33	2828388	accessory	6135403
33	2	soft-core	170
33	0	hard-core	0
33	578798	exclusive	0
33	2738760	pan	5919223
33	2738757	accessory	5918899
33	3	soft-core	324
33	0	hard-core	0
33	668428	exclusive	0
33	2949955	pan	6538840
33	2949955	accessory	6538840
33	0	soft-core	0
33	0	hard-core	0
33	457233	exclusive	0
33	2633361	pan	5531792
33	2633358	accessory	5531524
33	3	soft-core	268
33	0	hard-core	0
33	773827	exclusive	0
33	2821873	pan	6157977
33	2821873	accessory	6157977
33	0	soft-core	0
33	0	hard-core	0
33	585315	exclusive	0
33	2406828	pan	4900748
33	2406828	accessory	4900748
33	0	soft-core	0
33	0	hard-core	0
33	1000360	exclusive	0
33	2881156	pan	6297179
33	2881154	accessory	6297006
33	2	soft-core	173
33	0	hard-core	0
33	526032	exclusive	0
33	2674981	pan	5662878
33	2674980	accessory	5662787
33	1	soft-core	91
33	0	hard-core	0
33	732207	exclusive	0
33	2441342	pan	4902203
33	2441342	accessory	4902203
33	0	soft-core	0
33	0	hard-core	0
33	965846	exclusive	0
33	2639156	pan	5571194
33	2639154	accessory	5571033
33	2	soft-core	161
33	0	hard-core	0
33	768032	exclusive	0
33	2681580	pan	5678156
33	2681580	accessory	5678156
33	0	soft-core	0
33	0	hard-core	0
33	725608	exclusive	0
33	2523171	pan	5306849
33	2523167	accessory	5306445
33	4	soft-core	404
33	0	hard-core	0
33	884017	exclusive	0
33	2681541	pan	5690848
33	2681540	accessory	5690717
33	1	soft-core	131
33	0	hard-core	0
33	725647	exclusive	0
33	2830933	pan	6172699
33	2830929	accessory	6172274
33	4	soft-core	425
33	0	hard-core	0
33	576255	exclusive	0
33	2613529	pan	5455286
33	2613528	accessory	5455194
33	1	soft-core	92
33	0	hard-core	0
33	793659	exclusive	0
33	2673996	pan	5750192
33	2673995	accessory	5750103
33	1	soft-core	89
33	0	hard-core	0
33	733192	exclusive	0
33	2969675	pan	6622147
33	2969672	accessory	6621921
33	3	soft-core	226
33	0	hard-core	0
33	437513	exclusive	0
33	2354000	pan	4746823
33	2353999	accessory	4746703
33	1	soft-core	120
33	0	hard-core	0
33	1053188	exclusive	0
34	2878500	pan	6321710
34	2878495	accessory	6321107
34	5	soft-core	603
34	0	hard-core	0
34	528688	exclusive	0
34	2695928	pan	5978193
34	2695926	accessory	5977959
34	2	soft-core	234
34	0	hard-core	0
34	711260	exclusive	0
34	2851636	pan	6338151
34	2851635	accessory	6338051
34	1	soft-core	100
34	0	hard-core	0
34	555552	exclusive	0
34	2781358	pan	6072287
34	2781356	accessory	6072036
34	2	soft-core	251
34	0	hard-core	0
34	625830	exclusive	0
34	2787807	pan	6002846
34	2787806	accessory	6002760
34	1	soft-core	86
34	0	hard-core	0
34	619381	exclusive	0
34	2776103	pan	6081564
34	2776100	accessory	6081170
34	3	soft-core	394
34	0	hard-core	0
34	631085	exclusive	0
34	2898352	pan	6422134
34	2898352	accessory	6422134
34	0	soft-core	0
34	0	hard-core	0
34	508836	exclusive	0
34	2804991	pan	6171283
34	2804989	accessory	6171038
34	2	soft-core	245
34	0	hard-core	0
34	602197	exclusive	0
34	2721784	pan	5852945
34	2721784	accessory	5852945
34	0	soft-core	0
34	0	hard-core	0
34	685404	exclusive	0
34	2387605	pan	4942205
34	2387604	accessory	4942074
34	1	soft-core	131
34	0	hard-core	0
34	1019583	exclusive	0
34	2737833	pan	5842839
34	2737832	accessory	5842748
34	1	soft-core	91
34	0	hard-core	0
34	669355	exclusive	0
34	2887219	pan	6352215
34	2887219	accessory	6352215
34	0	soft-core	0
34	0	hard-core	0
34	519969	exclusive	0
34	2966835	pan	6626179
34	2966834	accessory	6626088
34	1	soft-core	91
34	0	hard-core	0
34	440353	exclusive	0
34	2874897	pan	6296990
34	2874894	accessory	6296669
34	3	soft-core	321
34	0	hard-core	0
34	532291	exclusive	0
34	2548077	pan	5340320
34	2548077	accessory	5340320
34	0	soft-core	0
34	0	hard-core	0
34	859111	exclusive	0
34	2967670	pan	6619228
34	2967670	accessory	6619228
34	0	soft-core	0
34	0	hard-core	0
34	439518	exclusive	0
34	2857417	pan	6295737
34	2857416	accessory	6295588
34	1	soft-core	149
34	0	hard-core	0
34	549771	exclusive	0
34	2906606	pan	6445503
34	2906604	accessory	6445268
34	2	soft-core	235
34	0	hard-core	0
34	500582	exclusive	0
34	2729569	pan	5763234
34	2729568	accessory	5763144
34	1	soft-core	90
34	0	hard-core	0
34	677619	exclusive	0
34	2727769	pan	5896259
34	2727767	accessory	5896013
34	2	soft-core	246
34	0	hard-core	0
34	679419	exclusive	0
35	2806653	pan	6056181
35	2806650	accessory	6055802
35	3	soft-core	379
35	0	hard-core	0
35	600535	exclusive	0
35	2709280	pan	5736244
35	2709279	accessory	5736145
35	1	soft-core	99
35	0	hard-core	0
35	697908	exclusive	0
35	2815157	pan	6122229
35	2815155	accessory	6122012
35	2	soft-core	217
35	0	hard-core	0
35	592031	exclusive	0
35	2708725	pan	5825510
35	2708724	accessory	5825360
35	1	soft-core	150
35	0	hard-core	0
35	698463	exclusive	0
35	2963202	pan	6728794
35	2963201	accessory	6728648
35	1	soft-core	146
35	0	hard-core	0
35	443986	exclusive	0
