NumberGroups	NumberGenes	Classification	NumberGenotypes	Sample
40	1848	soft-core	20	10
477307	1697174	accessory	20	10
1358758	1653264	exclusive	20	10
2073379	3949378	pan	20	11
0	0	hard-core	20	11
52	2385	soft-core	20	11
530929	2003109	accessory	20	11
1542398	1943884	exclusive	20	11
1902326	3504435	pan	20	12
0	0	hard-core	20	12
21	1046	soft-core	20	12
459151	1691007	accessory	20	12
1443154	1812382	exclusive	20	12
1765988	3176310	pan	20	13
0	0	hard-core	20	13
14	616	soft-core	20	13
413966	1483040	accessory	20	13
1352008	1692654	exclusive	20	13
1742898	3061959	pan	20	14
0	0	hard-core	20	14
17	769	soft-core	20	14
403627	1400596	accessory	20	14
1339254	1660594	exclusive	20	14
1863272	3440802	pan	20	15
0	0	hard-core	20	15
32	1559	soft-core	20	15
468096	1698864	accessory	20	15
1395144	1740379	exclusive	20	15
1620482	2936713	pan	20	16
0	0	hard-core	20	16
25	1128	soft-core	20	16
419034	1484893	accessory	20	16
1201423	1450692	exclusive	20	16
2026609	3810760	pan	20	17
0	0	hard-core	20	17
36	1677	soft-core	20	17
534500	1957170	accessory	20	17
1492073	1851913	exclusive	20	17
1773526	3149774	pan	20	18
0	0	hard-core	20	18
15	665	soft-core	20	18
404402	1433354	accessory	20	18
1369109	1715755	exclusive	20	18
1851393	3321238	pan	20	19
0	0	hard-core	20	19
23	1115	soft-core	20	19
445735	1575426	accessory	20	19
1405635	1744697	exclusive	20	19
1946120	3608555	pan	21	0
0	0	hard-core	21	0
23	1141	soft-core	21	0
504018	1821207	accessory	21	0
1442079	1786207	exclusive	21	0
1873479	3462300	pan	21	1
1	47	hard-core	21	1
27	1429	soft-core	21	1
481231	1731881	accessory	21	1
1392221	1728990	exclusive	21	1
1901765	3422413	pan	21	2
0	0	hard-core	21	2
13	679	soft-core	21	2
453916	1621586	accessory	21	2
1447836	1800148	exclusive	21	2
1801032	3222983	pan	21	3
0	0	hard-core	21	3
20	1006	soft-core	21	3
434976	1522567	accessory	21	3
1366036	1699410	exclusive	21	3
1724559	3056191	pan	21	4
0	0	hard-core	21	4
21	1012	soft-core	21	4
405313	1418651	accessory	21	4
1319225	1636528	exclusive	21	4
1903247	3489438	pan	21	5
0	0	hard-core	21	5
14	686	soft-core	21	5
459684	1669280	accessory	21	5
1443549	1819472	exclusive	21	5
1869696	3480712	pan	21	6
0	0	hard-core	21	6
22	1131	soft-core	21	6
487853	1771909	accessory	21	6
1381821	1707672	exclusive	21	6
1968186	3661500	pan	21	7
0	0	hard-core	21	7
21	1066	soft-core	21	7
504947	1844704	accessory	21	7
1463218	1815730	exclusive	21	7
1798159	3298843	pan	21	8
0	0	hard-core	21	8
21	993	soft-core	21	8
448214	1609974	accessory	21	8
1349924	1687876	exclusive	21	8
1939993	3572247	pan	21	9
0	0	hard-core	21	9
22	1091	soft-core	21	9
494219	1784490	accessory	21	9
1445752	1786666	exclusive	21	9
2017255	3678073	pan	21	10
0	0	hard-core	21	10
13	657	soft-core	21	10
484800	1756891	accessory	21	10
1532442	1920525	exclusive	21	10
1959006	3634626	pan	21	11
0	0	hard-core	21	11
10	492	soft-core	21	11
485123	1794204	accessory	21	11
1473873	1839930	exclusive	21	11
1635732	2946636	pan	21	12
1	91	hard-core	21	12
15	801	soft-core	21	12
414493	1456134	accessory	21	12
1221224	1489701	exclusive	21	12
1958209	3686312	pan	21	13
1	46	hard-core	21	13
21	1260	soft-core	21	13
514210	1891581	accessory	21	13
1443978	1793471	exclusive	21	13
1820898	3274638	pan	21	14
0	0	hard-core	21	14
29	1470	soft-core	21	14
437736	1550137	accessory	21	14
1383133	1723031	exclusive	21	14
1828732	3341911	pan	21	15
0	0	hard-core	21	15
27	1423	soft-core	21	15
457203	1640421	accessory	21	15
1371502	1700067	exclusive	21	15
2206899	4329478	pan	21	16
0	0	hard-core	21	16
32	1763	soft-core	21	16
608315	2330151	accessory	21	16
1598552	1997564	exclusive	21	16
2303743	4651988	pan	21	17
0	0	hard-core	21	17
23	1155	soft-core	21	17
655198	2593508	accessory	21	17
1648522	2057325	exclusive	21	17
1777698	3158342	pan	21	18
0	0	hard-core	21	18
10	467	soft-core	21	18
417144	1465305	accessory	21	18
1360544	1692570	exclusive	21	18
1810054	3254114	pan	21	19
0	0	hard-core	21	19
19	866	soft-core	21	19
440318	1555911	accessory	21	19
1369717	1697337	exclusive	21	19
1876485	3417947	pan	22	0
0	0	hard-core	22	0
22	1191	soft-core	22	0
492273	1736493	accessory	22	0
1384190	1680263	exclusive	22	0
1997369	3702157	pan	22	1
1	60	hard-core	22	1
18	980	soft-core	22	1
500297	1820782	accessory	22	1
1497054	1880395	exclusive	22	1
1908376	3550464	pan	22	2
0	0	hard-core	22	2
17	947	soft-core	22	2
486949	1768865	accessory	22	2
1421410	1780652	exclusive	22	2
2328616	4638750	pan	22	3
0	0	hard-core	22	3
23	1413	soft-core	22	3
665597	2569514	accessory	22	3
1662996	2067823	exclusive	22	3
2215683	4391044	pan	22	4
0	0	hard-core	22	4
33	1774	soft-core	22	4
620922	2396862	accessory	22	4
1594728	1992408	exclusive	22	4
2388983	4893729	pan	22	5
0	0	hard-core	22	5
22	1262	soft-core	22	5
707216	2803891	accessory	22	5
1681745	2088576	exclusive	22	5
1597457	2792834	pan	22	6
0	0	hard-core	22	6
10	549	soft-core	22	6
381930	1311068	accessory	22	6
1215517	1481217	exclusive	22	6
2095225	3996965	pan	22	7
0	0	hard-core	22	7
20	1106	soft-core	22	7
565376	2098185	accessory	22	7
1529829	1897674	exclusive	22	7
2243189	4492717	pan	22	8
0	0	hard-core	22	8
21	1094	soft-core	22	8
656946	2536155	accessory	22	8
1586222	1955468	exclusive	22	8
2076989	3905138	pan	22	9
2	117	hard-core	22	9
30	1679	soft-core	22	9
536787	1977786	accessory	22	9
1540172	1925673	exclusive	22	9
2172826	4192228	pan	22	10
0	0	hard-core	22	10
15	835	soft-core	22	10
581231	2200366	accessory	22	10
1591580	1991027	exclusive	22	10
2157297	4159418	pan	22	11
0	0	hard-core	22	11
13	799	soft-core	22	11
597716	2233467	accessory	22	11
1559568	1925152	exclusive	22	11
2394965	4882382	pan	22	12
0	0	hard-core	22	12
15	859	soft-core	22	12
686544	2741908	accessory	22	12
1708406	2139615	exclusive	22	12
2349767	4732959	pan	22	13
0	0	hard-core	22	13
23	1247	soft-core	22	13
674339	2640759	accessory	22	13
1675405	2090953	exclusive	22	13
2041037	3898761	pan	22	14
0	0	hard-core	22	14
14	714	soft-core	22	14
557830	2062553	accessory	22	14
1483193	1835494	exclusive	22	14
1942115	3614430	pan	22	15
0	0	hard-core	22	15
18	989	soft-core	22	15
489218	1790568	accessory	22	15
1452879	1822873	exclusive	22	15
2184506	4244790	pan	22	16
0	0	hard-core	22	16
19	1120	soft-core	22	16
613187	2299398	accessory	22	16
1571300	1944272	exclusive	22	16
2134395	4096681	pan	22	17
0	0	hard-core	22	17
9	484	soft-core	22	17
571868	2147852	accessory	22	17
1562518	1948345	exclusive	22	17
1988308	3721404	pan	22	18
0	0	hard-core	22	18
15	773	soft-core	22	18
520983	1899568	accessory	22	18
1467310	1821063	exclusive	22	18
1783105	3252306	pan	22	19
0	0	hard-core	22	19
14	794	soft-core	22	19
441261	1581329	accessory	22	19
1341830	1670183	exclusive	22	19
2256960	4499148	pan	23	0
0	0	hard-core	23	0
23	1414	soft-core	23	0
660965	2523928	accessory	23	0
1595972	1973806	exclusive	23	0
2250084	4339716	pan	23	1
0	0	hard-core	23	1
15	889	soft-core	23	1
606755	2277014	accessory	23	1
1643314	2061813	exclusive	23	1
2211665	4214762	pan	23	2
0	0	hard-core	23	2
13	817	soft-core	23	2
590784	2197950	accessory	23	2
1620868	2015995	exclusive	23	2
2141176	4112833	pan	23	3
0	0	hard-core	23	3
7	448	soft-core	23	3
571712	2154952	accessory	23	3
1569457	1957433	exclusive	23	3
1945324	3590203	pan	23	4
0	0	hard-core	23	4
9	480	soft-core	23	4
501253	1803144	accessory	23	4
1444062	1786579	exclusive	23	4
2314730	4651634	pan	23	5
0	0	hard-core	23	5
18	995	soft-core	23	5
662828	2592273	accessory	23	5
1651884	2058366	exclusive	23	5
1863608	3380227	pan	23	6
0	0	hard-core	23	6
9	524	soft-core	23	6
464375	1640459	accessory	23	6
1399224	1739244	exclusive	23	6
1957724	3637001	pan	23	7
0	0	hard-core	23	7
19	1080	soft-core	23	7
516235	1848210	accessory	23	7
1441470	1787711	exclusive	23	7
2298989	4539340	pan	23	8
0	0	hard-core	23	8
19	1188	soft-core	23	8
649269	2482338	accessory	23	8
1649701	2055814	exclusive	23	8
1855745	3353221	pan	23	9
0	0	hard-core	23	9
10	592	soft-core	23	9
463073	1627541	accessory	23	9
1392662	1725088	exclusive	23	9
2270329	4577371	pan	23	10
0	0	hard-core	23	10
21	1247	soft-core	23	10
676206	2610241	accessory	23	10
1594102	1965883	exclusive	23	10
2063920	3951060	pan	23	11
0	0	hard-core	23	11
17	963	soft-core	23	11
569437	2104819	accessory	23	11
1494466	1845278	exclusive	23	11
2382011	4723113	pan	23	12
0	0	hard-core	23	12
19	1200	soft-core	23	12
679281	2607324	accessory	23	12
1702711	2114589	exclusive	23	12
2007813	3711046	pan	23	13
0	0	hard-core	23	13
8	531	soft-core	23	13
500453	1818955	accessory	23	13
1507352	1891560	exclusive	23	13
2312364	4584852	pan	23	14
0	0	hard-core	23	14
12	848	soft-core	23	14
669392	2560410	accessory	23	14
1642960	2023594	exclusive	23	14
2447565	4964506	pan	23	15
0	0	hard-core	23	15
10	581	soft-core	23	15
702344	2782537	accessory	23	15
1745211	2181388	exclusive	23	15
2186811	4324470	pan	23	16
0	0	hard-core	23	16
23	1365	soft-core	23	16
638798	2415493	accessory	23	16
1547990	1907612	exclusive	23	16
2166126	4148316	pan	23	17
1	69	hard-core	23	17
19	1101	soft-core	23	17
609339	2237979	accessory	23	17
1556768	1909236	exclusive	23	17
2401557	4964896	pan	23	18
0	0	hard-core	23	18
29	1783	soft-core	23	18
727875	2880460	accessory	23	18
1673653	2082653	exclusive	23	18
1960420	3691514	pan	23	19
0	0	hard-core	23	19
24	1330	soft-core	23	19
519964	1890805	accessory	23	19
1440432	1799379	exclusive	23	19
1980298	3722940	pan	24	0
0	0	hard-core	24	0
11	712	soft-core	24	0
513633	1890029	accessory	24	0
1466654	1832199	exclusive	24	0
1947954	3549283	pan	24	1
0	0	hard-core	24	1
10	625	soft-core	24	1
499881	1758231	accessory	24	1
1448063	1790427	exclusive	24	1
2088690	3991349	pan	24	2
0	0	hard-core	24	2
11	633	soft-core	24	2
573603	2122524	accessory	24	2
1515076	1868192	exclusive	24	2
2187295	4288879	pan	24	3
0	0	hard-core	24	3
12	666	soft-core	24	3
614754	2336975	accessory	24	3
1572529	1951238	exclusive	24	3
2335508	4610213	pan	24	4
0	0	hard-core	24	4
12	847	soft-core	24	4
658352	2515400	accessory	24	4
1677144	2093966	exclusive	24	4
2220432	4381774	pan	24	5
0	0	hard-core	24	5
21	1296	soft-core	24	5
646568	2433422	accessory	24	5
1573843	1947056	exclusive	24	5
2265756	4429546	pan	24	6
0	0	hard-core	24	6
11	696	soft-core	24	6
648582	2438375	accessory	24	6
1617163	1990475	exclusive	24	6
2361200	4793382	pan	24	7
1	108	hard-core	24	7
26	1707	soft-core	24	7
706368	2740795	accessory	24	7
1654806	2050880	exclusive	24	7
1920973	3562997	pan	24	8
0	0	hard-core	24	8
10	691	soft-core	24	8
497988	1794955	accessory	24	8
1422975	1767351	exclusive	24	8
1948822	3575041	pan	24	9
0	0	hard-core	24	9
6	355	soft-core	24	9
495542	1777650	accessory	24	9
1453274	1797036	exclusive	24	9
2359830	4774179	pan	24	10
0	0	hard-core	24	10
18	1165	soft-core	24	10
700552	2714140	accessory	24	10
1659260	2058874	exclusive	24	10
2230923	4448987	pan	24	11
0	0	hard-core	24	11
22	1457	soft-core	24	11
660192	2507244	accessory	24	11
1570709	1940286	exclusive	24	11
2292620	4517476	pan	24	12
0	0	hard-core	24	12
13	776	soft-core	24	12
664056	2508539	accessory	24	12
1628551	2008161	exclusive	24	12
2339078	4582681	pan	24	13
0	0	hard-core	24	13
11	675	soft-core	24	13
654008	2484074	accessory	24	13
1685059	2097932	exclusive	24	13
2157822	4154860	pan	24	14
0	0	hard-core	24	14
10	581	soft-core	24	14
606956	2241475	accessory	24	14
1550856	1912804	exclusive	24	14
1983415	3648087	pan	24	15
0	0	hard-core	24	15
9	401	soft-core	24	15
510832	1826433	accessory	24	15
1472574	1821253	exclusive	24	15
2032573	3761665	pan	24	16
0	0	hard-core	24	16
16	1009	soft-core	24	16
538507	1919869	accessory	24	16
1494050	1840787	exclusive	24	16
2222767	4312973	pan	24	17
0	0	hard-core	24	17
11	736	soft-core	24	17
606712	2299272	accessory	24	17
1616044	2012965	exclusive	24	17
2216858	4289167	pan	24	18
1	84	hard-core	24	18
15	867	soft-core	24	18
606012	2270032	accessory	24	18
1610831	2018268	exclusive	24	18
2180343	4259354	pan	24	19
0	0	hard-core	24	19
13	704	soft-core	24	19
616236	2318994	accessory	24	19
1564094	1939656	exclusive	24	19
1740537	3244864	pan	25	0
0	0	hard-core	25	0
24	1492	soft-core	25	0
483513	1719227	accessory	25	0
1257000	1524145	exclusive	25	0
2262040	4363020	pan	25	1
0	0	hard-core	25	1
10	622	soft-core	25	1
616074	2304177	accessory	25	1
1645956	2058221	exclusive	25	1
2082695	3921512	pan	25	2
0	0	hard-core	25	2
18	1053	soft-core	25	2
566821	2046012	accessory	25	2
1515856	1874447	exclusive	25	2
2148821	4165162	pan	25	3
0	0	hard-core	25	3
16	1058	soft-core	25	3
611026	2270051	accessory	25	3
1537779	1894053	exclusive	25	3
2432425	4821355	pan	25	4
0	0	hard-core	25	4
15	917	soft-core	25	4
692072	2657916	accessory	25	4
1740338	2162522	exclusive	25	4
2209861	4333048	pan	25	5
0	0	hard-core	25	5
22	1372	soft-core	25	5
640713	2392761	accessory	25	5
1569126	1938915	exclusive	25	5
2412285	4921370	pan	25	6
0	0	hard-core	25	6
20	1305	soft-core	25	6
717933	2813250	accessory	25	6
1694332	2106815	exclusive	25	6
2071583	3918596	pan	25	7
0	0	hard-core	25	7
17	991	soft-core	25	7
576014	2087082	accessory	25	7
1495552	1830523	exclusive	25	7
2289055	4443061	pan	25	8
0	0	hard-core	25	8
20	1215	soft-core	25	8
627041	2366229	accessory	25	8
1661994	2075617	exclusive	25	8
2406913	4829884	pan	25	9
0	0	hard-core	25	9
17	1169	soft-core	25	9
696640	2697843	accessory	25	9
1710256	2130872	exclusive	25	9
2286077	4480992	pan	25	10
0	0	hard-core	25	10
22	1340	soft-core	25	10
642479	2428090	accessory	25	10
1643576	2051562	exclusive	25	10
2339938	4682697	pan	25	11
0	0	hard-core	25	11
23	1511	soft-core	25	11
677297	2610473	accessory	25	11
1662618	2070713	exclusive	25	11
2110557	4072817	pan	25	12
0	0	hard-core	25	12
18	1109	soft-core	25	12
585036	2179941	accessory	25	12
1525503	1891767	exclusive	25	12
2158599	4144593	pan	25	13
1	75	hard-core	25	13
22	1340	soft-core	25	13
603758	2221371	accessory	25	13
1554819	1921882	exclusive	25	13
2141734	4030130	pan	25	14
0	0	hard-core	25	14
16	925	soft-core	25	14
584047	2113648	accessory	25	14
1557671	1915557	exclusive	25	14
2123485	4106405	pan	25	15
0	0	hard-core	25	15
22	1365	soft-core	25	15
604338	2224586	accessory	25	15
1519125	1880454	exclusive	25	15
2182631	4137650	pan	25	16
0	0	hard-core	25	16
18	1058	soft-core	25	16
576821	2125941	accessory	25	16
1605792	2010651	exclusive	25	16
2461093	5003172	pan	25	17
0	0	hard-core	25	17
14	787	soft-core	25	17
727721	2848396	accessory	25	17
1733358	2153989	exclusive	25	17
2000420	3715911	pan	25	18
0	0	hard-core	25	18
17	982	soft-core	25	18
513170	1853781	accessory	25	18
1487233	1861148	exclusive	25	18
1975430	3726367	pan	25	19
0	0	hard-core	25	19
17	1084	soft-core	25	19
542412	1967602	accessory	25	19
1433001	1757681	exclusive	25	19
2219988	4334016	pan	26	0
0	0	hard-core	26	0
17	1092	soft-core	26	0
621408	2342309	accessory	26	0
1598563	1990615	exclusive	26	0
2391438	4724627	pan	26	1
0	0	hard-core	26	1
15	1045	soft-core	26	1
685809	2596779	accessory	26	1
1705614	2126803	exclusive	26	1
2337340	4604398	pan	26	2
0	0	hard-core	26	2
22	1519	soft-core	26	2
668242	2530582	accessory	26	2
1669076	2072297	exclusive	26	2
2250060	4356227	pan	26	3
0	0	hard-core	26	3
16	950	soft-core	26	3
643969	2377142	accessory	26	3
1606075	1978135	exclusive	26	3
2269495	4381332	pan	26	4
1	77	hard-core	26	4
16	1063	soft-core	26	4
632055	2352004	accessory	26	4
1637424	2028265	exclusive	26	4
2163410	4230556	pan	26	5
0	0	hard-core	26	5
15	968	soft-core	26	5
616282	2308717	accessory	26	5
1547113	1920871	exclusive	26	5
2355629	4827812	pan	26	6
0	0	hard-core	26	6
13	826	soft-core	26	6
722062	2812911	accessory	26	6
1633554	2014075	exclusive	26	6
2426667	4909426	pan	26	7
0	0	hard-core	26	7
21	1407	soft-core	26	7
723455	2792323	accessory	26	7
1703191	2115696	exclusive	26	7
1998350	3827900	pan	26	8
0	0	hard-core	26	8
17	1080	soft-core	26	8
575528	2092788	accessory	26	8
1422805	1734032	exclusive	26	8
2577912	5360653	pan	26	9
0	0	hard-core	26	9
16	1096	soft-core	26	9
787067	3132668	accessory	26	9
1790829	2226889	exclusive	26	9
2360694	4674136	pan	26	10
0	0	hard-core	26	10
12	779	soft-core	26	10
681108	2592288	accessory	26	10
1679574	2081069	exclusive	26	10
2171679	4183672	pan	26	11
0	0	hard-core	26	11
11	681	soft-core	26	11
595757	2212249	accessory	26	11
1575911	1970742	exclusive	26	11
1869994	3456661	pan	26	12
0	0	hard-core	26	12
19	1221	soft-core	26	12
522047	1834165	accessory	26	12
1347928	1621275	exclusive	26	12
2466245	5078999	pan	26	13
0	0	hard-core	26	13
24	1656	soft-core	26	13
752247	2948968	accessory	26	13
1713974	2128375	exclusive	26	13
2374964	4886052	pan	26	14
0	0	hard-core	26	14
20	1431	soft-core	26	14
740239	2869810	accessory	26	14
1634705	2014811	exclusive	26	14
2338760	4766013	pan	26	15
0	0	hard-core	26	15
17	1153	soft-core	26	15
714077	2761791	accessory	26	15
1624666	2003069	exclusive	26	15
2398303	4763929	pan	26	16
0	0	hard-core	26	16
23	1465	soft-core	26	16
696752	2643135	accessory	26	16
1701528	2119329	exclusive	26	16
2534341	5204866	pan	26	17
0	0	hard-core	26	17
28	1769	soft-core	26	17
787742	3058737	accessory	26	17
1746571	2144360	exclusive	26	17
2533799	5191621	pan	26	18
0	0	hard-core	26	18
18	1178	soft-core	26	18
766466	3000111	accessory	26	18
1767315	2190332	exclusive	26	18
2076317	4003967	pan	26	19
0	0	hard-core	26	19
16	1183	soft-core	26	19
589796	2164957	accessory	26	19
1486505	1837827	exclusive	26	19
2233842	4499973	pan	27	0
0	0	hard-core	27	0
17	1216	soft-core	27	0
686784	2598724	accessory	27	0
1547041	1900033	exclusive	27	0
2239284	4370305	pan	27	1
0	0	hard-core	27	1
13	889	soft-core	27	1
631489	2363646	accessory	27	1
1607782	2005770	exclusive	27	1
2315203	4684548	pan	27	2
0	0	hard-core	27	2
23	1668	soft-core	27	2
710769	2705150	accessory	27	2
1604411	1977730	exclusive	27	2
2109249	4115925	pan	27	3
0	0	hard-core	27	3
16	1197	soft-core	27	3
617238	2278655	accessory	27	3
1491995	1836073	exclusive	27	3
2708214	5836231	pan	27	4
0	0	hard-core	27	4
20	1326	soft-core	27	4
877914	3570169	accessory	27	4
1830280	2264736	exclusive	27	4
2424295	4951670	pan	27	5
0	0	hard-core	27	5
19	1299	soft-core	27	5
733856	2854445	accessory	27	5
1690420	2095926	exclusive	27	5
2349202	4579928	pan	27	6
0	0	hard-core	27	6
15	1142	soft-core	27	6
668975	2492383	accessory	27	6
1680212	2086403	exclusive	27	6
2330059	4617047	pan	27	7
0	0	hard-core	27	7
23	1567	soft-core	27	7
686548	2588009	accessory	27	7
1643488	2027471	exclusive	27	7
2248314	4372839	pan	27	8
0	0	hard-core	27	8
11	785	soft-core	27	8
651868	2410637	accessory	27	8
1596435	1961417	exclusive	27	8
2588032	5322731	pan	27	9
0	0	hard-core	27	9
27	1823	soft-core	27	9
794289	3101066	accessory	27	9
1793716	2219842	exclusive	27	9
2340349	4684736	pan	27	10
1	115	hard-core	27	10
22	1484	soft-core	27	10
691931	2636884	accessory	27	10
1648396	2046368	exclusive	27	10
2362784	4646716	pan	27	11
0	0	hard-core	27	11
14	966	soft-core	27	11
680709	2559420	accessory	27	11
1682061	2086330	exclusive	27	11
2281176	4547198	pan	27	12
0	0	hard-core	27	12
21	1561	soft-core	27	12
676729	2564294	accessory	27	12
1604426	1981343	exclusive	27	12
2491605	5084098	pan	27	13
0	0	hard-core	27	13
17	1128	soft-core	27	13
758759	2937562	accessory	27	13
1732829	2145408	exclusive	27	13
2308615	4553511	pan	27	14
0	0	hard-core	27	14
16	1112	soft-core	27	14
664132	2504238	accessory	27	14
1644467	2048161	exclusive	27	14
2399997	4774217	pan	27	15
0	0	hard-core	27	15
12	825	soft-core	27	15
706079	2678339	accessory	27	15
1693906	2095053	exclusive	27	15
2185201	4237717	pan	27	16
0	0	hard-core	27	16
13	981	soft-core	27	16
621617	2299898	accessory	27	16
1563571	1936838	exclusive	27	16
2289305	4495918	pan	27	17
0	0	hard-core	27	17
13	900	soft-core	27	17
647746	2447307	accessory	27	17
1641546	2047711	exclusive	27	17
2671545	5656891	pan	27	18
0	0	hard-core	27	18
18	1369	soft-core	27	18
851062	3401243	accessory	27	18
1820465	2254279	exclusive	27	18
2414638	4860468	pan	27	19
0	0	hard-core	27	19
18	1238	soft-core	27	19
712058	2744423	accessory	27	19
1702562	2114807	exclusive	27	19
2295598	4509728	pan	28	0
0	0	hard-core	28	0
13	997	soft-core	28	0
666650	2490662	accessory	28	0
1628935	2018069	exclusive	28	0
2386690	4820036	pan	28	1
0	0	hard-core	28	1
15	1219	soft-core	28	1
717845	2749304	accessory	28	1
1668830	2069513	exclusive	28	1
2658759	5684681	pan	28	2
0	0	hard-core	28	2
14	1074	soft-core	28	2
851930	3437710	accessory	28	2
1806815	2245897	exclusive	28	2
2332569	4706056	pan	28	3
0	0	hard-core	28	3
15	1094	soft-core	28	3
694047	2661950	accessory	28	3
1638507	2043012	exclusive	28	3
2694268	5779170	pan	28	4
0	0	hard-core	28	4
18	1414	soft-core	28	4
875620	3534207	accessory	28	4
1818630	2243549	exclusive	28	4
2484250	5111188	pan	28	5
1	89	hard-core	28	5
12	910	soft-core	28	5
760492	2973341	accessory	28	5
1723746	2136937	exclusive	28	5
2601811	5409123	pan	28	6
0	0	hard-core	28	6
16	1250	soft-core	28	6
813648	3196706	accessory	28	6
1788147	2211167	exclusive	28	6
2269641	4401561	pan	28	7
0	0	hard-core	28	7
17	1231	soft-core	28	7
649111	2398354	accessory	28	7
1620513	2001976	exclusive	28	7
2225843	4323134	pan	28	8
0	0	hard-core	28	8
15	1061	soft-core	28	8
652938	2393418	accessory	28	8
1572890	1928655	exclusive	28	8
2575852	5280987	pan	28	9
0	0	hard-core	28	9
9	620	soft-core	28	9
786607	3075110	accessory	28	9
1789236	2205257	exclusive	28	9
2589295	5446163	pan	28	10
0	0	hard-core	28	10
13	893	soft-core	28	10
833740	3289363	accessory	28	10
1755542	2155907	exclusive	28	10
2405048	4930270	pan	28	11
0	0	hard-core	28	11
17	1305	soft-core	28	11
752599	2892662	accessory	28	11
1652432	2036303	exclusive	28	11
2469279	5008616	pan	28	12
0	0	hard-core	28	12
13	1010	soft-core	28	12
746758	2872728	accessory	28	12
1722508	2134878	exclusive	28	12
2461565	5104482	pan	28	13
0	0	hard-core	28	13
12	968	soft-core	28	13
772804	3013500	accessory	28	13
1688749	2090014	exclusive	28	13
2361367	4647194	pan	28	14
0	0	hard-core	28	14
11	836	soft-core	28	14
679032	2554435	accessory	28	14
1682324	2091923	exclusive	28	14
2355893	4684053	pan	28	15
0	0	hard-core	28	15
17	1185	soft-core	28	15
689156	2607195	accessory	28	15
1666720	2075673	exclusive	28	15
2375251	4885758	pan	28	16
0	0	hard-core	28	16
15	1055	soft-core	28	16
745074	2878211	accessory	28	16
1630162	2006492	exclusive	28	16
2418963	4859486	pan	28	17
0	0	hard-core	28	17
16	1149	soft-core	28	17
743274	2810666	accessory	28	17
1675673	2047671	exclusive	28	17
2475540	5094146	pan	28	18
0	0	hard-core	28	18
10	851	soft-core	28	18
752288	2944508	accessory	28	18
1723242	2148787	exclusive	28	18
2285780	4553863	pan	28	19
0	0	hard-core	28	19
13	946	soft-core	28	19
689193	2588713	accessory	28	19
1596574	1964204	exclusive	28	19
2387684	4824966	pan	29	0
0	0	hard-core	29	0
10	625	soft-core	29	0
737219	2802832	accessory	29	0
1650455	2021509	exclusive	29	0
2649450	5665587	pan	29	1
0	0	hard-core	29	1
19	1348	soft-core	29	1
863846	3460311	accessory	29	1
1785585	2203928	exclusive	29	1
2493379	5137825	pan	29	2
0	0	hard-core	29	2
16	1323	soft-core	29	2
781347	3022975	accessory	29	2
1712016	2113527	exclusive	29	2
2651882	5624949	pan	29	3
0	0	hard-core	29	3
16	1214	soft-core	29	3
856245	3409753	accessory	29	3
1795621	2213982	exclusive	29	3
2446304	5004700	pan	29	4
0	0	hard-core	29	4
7	520	soft-core	29	4
759132	2932169	accessory	29	4
1687165	2072011	exclusive	29	4
2219294	4301952	pan	29	5
0	0	hard-core	29	5
11	784	soft-core	29	5
636762	2353086	accessory	29	5
1582521	1948082	exclusive	29	5
2419173	4849881	pan	29	6
0	0	hard-core	29	6
16	1170	soft-core	29	6
740359	2793112	accessory	29	6
1678798	2055599	exclusive	29	6
2293724	4560865	pan	29	7
0	0	hard-core	29	7
15	1163	soft-core	29	7
690273	2580070	accessory	29	7
1603436	1979632	exclusive	29	7
2455163	5041764	pan	29	8
0	0	hard-core	29	8
16	1357	soft-core	29	8
758266	2943805	accessory	29	8
1696881	2096602	exclusive	29	8
2294048	4520772	pan	29	9
0	0	hard-core	29	9
10	872	soft-core	29	9
667008	2501140	accessory	29	9
1627030	2018760	exclusive	29	9
2325021	4607097	pan	29	10
0	0	hard-core	29	10
12	977	soft-core	29	10
670077	2538498	accessory	29	10
1654932	2067622	exclusive	29	10
2397228	4784593	pan	29	11
0	0	hard-core	29	11
10	850	soft-core	29	11
724782	2726049	accessory	29	11
1672436	2057694	exclusive	29	11
2670780	5716562	pan	29	12
0	0	hard-core	29	12
12	1123	soft-core	29	12
858542	3465676	accessory	29	12
1812226	2249763	exclusive	29	12
2290351	4631693	pan	29	13
0	0	hard-core	29	13
15	1183	soft-core	29	13
717900	2704661	accessory	29	13
1572436	1925849	exclusive	29	13
2367928	4741779	pan	29	14
0	0	hard-core	29	14
13	929	soft-core	29	14
720871	2715599	accessory	29	14
1647044	2025251	exclusive	29	14
2484129	5084634	pan	29	15
0	0	hard-core	29	15
11	807	soft-core	29	15
777034	2982384	accessory	29	15
1707084	2101443	exclusive	29	15
2512428	5204982	pan	29	16
0	0	hard-core	29	16
12	951	soft-core	29	16
799696	3100600	accessory	29	16
1712720	2103431	exclusive	29	16
2583306	5339005	pan	29	17
0	0	hard-core	29	17
12	914	soft-core	29	17
796510	3121779	accessory	29	17
1786784	2216312	exclusive	29	17
2404150	4808633	pan	29	18
0	0	hard-core	29	18
17	1320	soft-core	29	18
719344	2723409	accessory	29	18
1684789	2083904	exclusive	29	18
2378038	4787045	pan	29	19
0	0	hard-core	29	19
8	575	soft-core	29	19
708312	2709877	accessory	29	19
1669718	2076593	exclusive	29	19
2565545	5326484	pan	30	0
