Name	SRR11794958	SRR11794959	SRR11794960	SRR11794961	SRR11794964	SRR11794965	SRR11794966	SRR17521799	SRR17521800	SRR17521801	SRR17521802	SRR17521803	SRR17521804	SRR17521805	SRR17521806	SRR17521807	SRR17521808	SRR17521809	SRR17521810	SRR17521811	SRR17521812	SRR17521813	SRR17521814	SRR17521815	SRR17521816	SRR17521817	SRR17521818	SRR17521819	SRR17521820	SRR5445534	SRR5445535	SRR5445536	SRR5445537	SRR5445538	SRR5445539	SRR5445540	SRR5445541	SRR5445542	SRR5445543	SRR5445544	SRR5445545	SRR5445546	SRR5445547	SRR5445548	SRR5445549	SRR5445550	SRR5445551	SRR5445552	SRR5445553	SRR5445554	SRR5445555	SRR5445556	SRR5445557	SRR5445558	SRR5445559	SRR5445560	SRR5445561	SRR5445562	SRR5445563	SRR5445564	SRR5445565	SRR5445566	SRR5445567	SRR5445568	SRR5445569	SRR5445570	SRR5445571	SRR5445572	SRR5445573	SRR5445574	SRR5445575	SRR5445576	SRR5445577	SRR5445578	SRR5445579	SRR5445580	SRR5445581	SRR5445582	SRR5445583	SRR5445584	SRR5445585	SRR5445586	SRR5445587	SRR5445588	SRR5445589	SRR5445590	SRR5445591	SRR5445592	SRR5445593	SRR5445594	SRR5445595	SRR5445596	SRR5445597	SRR5445598	SRR5445599	SRR5445600	SRR5445601	SRR5445602	SRR5445603	SRR5445604	SRR5445605	SRR5445606	SRR5445607	SRR5445608	SRR5445609	SRR5445610	SRR5445611	SRR5445612	SRR5445613	SRR5445614	SRR5445615	SRR5445616	SRR5445617	SRR5445618	SRR5445619	SRR5445620	SRR5445621	SRR5445622	SRR5445623	SRR5445624	SRR5445625	SRR5445626	SRR5445627	SRR5445628	SRR5445629	SRR7704027	SRR7704028	SRR7704029	SRR7704030	SRR7704031	SRR7704032	SRR7704033	SRR7704034	SRR7704035	SRR7704036	SRR7704037
Sevir.3G353700.1	2.111	1.85639	2.16977	2.16262	2.46297	2.1954	2.31814	0.144178	0.159255	0.1454	0.31426	0.213958	0.244901	0.131151	0.211737	0.316507	0.435682	0.217178	0.158358	0.099395	0.263176	0.120157	0.221743	0.16088	0.140574	0.233578	0.091947	0.204774	0.41632	1.03232	0.929515	0.850248	1.08627	0.81514	0.995523	0.69178	1.1333	0.866116	1.98652	0.978718	0.4313	1.40199	1.27548	1.01742	2.01973	1.22857	0.741992	1.71935	0.979673	1.66826	0.670179	0.914083	1.2697	0.734991	1.15238	0.849973	0.607997	0.839188	0.742643	0.632087	0.871599	0.796076	0.568013	0.199545	1.60062	1.17504	1.07632	1.02017	0.482111	0.39711	0.607573	1.23458	0.857904	1.3358	0.29023	1.04958	0.834704	4.14829	3.96674	1.77554	0.792946	1.45323	1.52143	3.31236	1.61238	2.388	2.70171	6.34004	2.02601	2.75108	1.14348	1.66433	6.55586	4.6548	1.15958	1.49859	1.15144	2.60267	1.72726	4.90422	1.71475	1.06121	1.27521	1.88146	1.8764	1.07442	2.13997	1.86947	3.0377	10.5377	1.74597	7.7431	1.81396	1.63091	2.35147	1.91838	2.27101	2.91553	7.08935	5.09733	1.56116	1.26573	2.73705	2.94735	3.3798	0.416336	0.204773	0.091946	0.233576	0.140575	0.16088	0.221713	0.120173	0.263162	0.099389	0.158357
Sevir.3G353400.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sevir.3G353200.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019856	0	0	0	0	0	0	0	0	0	0	0.069303	0.04104	0	0	0	0	0	0.047001	0.110091	0.043842	0	0	0	0.116049	0	0.028641	0.070603	0	0	0.091204	0	0	0.050733	0	0	0.050302	0	0.027123	0.089884	0.029608	0	0.086751	0	0.138021	0.032202	0.313248	0.080637	0.096482	0.145624	0.064442	0.024551	0.062564	0.187674	0.251512	0	0	0.023057	0.293081	0.212453	0.28136	0.120732	0	0.200124	0.063357	0.099723	0	0.026436	0.187661	0.080124	0.175247	0.188356	0.122806	0.032654	0	0.267046	0.118537	0.376799	0.122762	0.246463	0.161734	0.143034	0.067862	0.033118	0.381725	0.198301	0.357023	0.074022	0.130026	0	0.102149	0.492118	0.237899	0.350647	0	0	0	0	0	0	0	0	0	0	0
Sevir.3G353050.1	0.042938	0.045742	0	0	0	0.041465	0.045833	0	0	0.152202	0	0	0.073693	0	0.073778	0.07349	0	0.056805	0.133033	0	0.061135	0	0.232709	0.084345	0	0	0.384317	0.160189	0.090897	0.046956	0	0	0	0.101053	0	0	0	0	0	0.047702	0	0	0	0	0	0	0	0	0	0	0.255034	0.101271	0	0	0	0.066897	0	0	0.108708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059358	0.079408	0	0	0.123669	0	0	0.074202	0.113126	0	0	0	0	0	0	0	0.271451	0	0	0	0	0.072732	0	0	0	0	0.245375	0.050417	0	0	0.37622	0	0	0.054519	0	0.056451	0.244031	0.123942	0	0	0	0.067465	0.151929	0.136665	0	0	0	0	0	0	0	0.090901	0.160187	0.384315	0	0	0.084345	0.232666	0	0.061133	0	0.133032
Sevir.3G353000.1	0.042118	0.089731	0.168051	0.127828	0.086061	0.122021	0.179832	0	0	0	0	0.04393	0.072297	0	0	0	0.059615	0	0	0	0	0	0	0.08276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046846	0.485003	0	0	0	0	0	0	0	0	0	0.250422	0	0	0	0	0	0	0	0	0	0.103064	0	0.127062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.444289	0.12146	0.291028	0.164551	0.145747	0.1111	0.282455	0.318558	0.162245	0.056459	0.426191	0.104182	0	0.053321	0	0.054567	0	0.064664	0.214312	0.056287	0.075546	0.059712	0	0.060251	0.099032	0	0.055474	0	0.051255	0.268975	0.160636	0.065702	0.33266	0	0.79125	0	0.102197	0.601084	0.132526	0.298438	0.201346	0.335047	0.411102	0	0.172952	0	0.201082	0	0	0	0	0	0	0.08276	0	0	0	0	0
Sevir.3G352900.1	0	0	0	0	0	0	0	0	0.052336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.080096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sevir.3G352800.1	2.21255	2.47733	1.65162	2.03154	2.94553	1.61936	1.83953	11.0125	13.3953	12.2453	11.5219	10.7861	16.1692	14.3816	16.7481	22.842	14.95	19.0452	10.97	10.6706	6.80043	8.29664	11.6602	11.4493	9.1216	15.26	15.0622	19.2699	17.9232	3.22331	2.60104	3.27184	1.88699	3.38577	4.60757	3.66153	4.05153	3.42109	2.55414	2.92821	4.21938	1.81172	5.38194	3.01136	2.30881	2.35743	2.2927	1.88151	2.0624	2.78279	2.46817	2.99203	3.05781	2.99388	4.6827	3.84636	2.43143	2.8025	2.90912	3.32109	4.07054	2.72642	3.49743	3.49492	5.58298	2.5496	2.63412	2.91303	1.65242	1.7087	1.6961	3.16419	2.24018	3.05138	3.84547	3.2852	1.70006	5.69796	6.84678	4.05591	4.74636	4.10473	4.80251	5.71353	5.10242	4.89898	6.07442	8.77714	5.78411	5.90541	4.85875	4.88826	7.70431	8.06096	8.05678	9.53241	6.95879	7.27829	10.5763	7.57901	8.96476	7.6099	6.87312	8.436	9.66559	11.9759	5.92086	7.83778	7.79913	13.4227	9.06776	12.7945	5.89715	9.16656	7.24991	8.72387	5.61142	7.53764	12.4798	10.3702	6.42819	6.27386	2.76921	5.73543	5.41387	17.9239	19.2698	15.0621	15.2599	9.12167	11.4493	11.6586	8.29767	6.80008	10.67	10.97
Sevir.3G352700.1	0	0.10593	0.033108	0	0	0.032033	0	0	0	0	0	0.069495	0.114069	0	0	0	0.047161	0	0	0	0.094935	0	0	0	0	0	0.049741	0.082996	0.035408	0	0	0	0.181373	0	0.119933	0.073961	0	0.039713	0	0.037372	0.231509	0.036868	0	0.111259	0	0	0	0	0	0.084908	0	0	0	0	0.041147	0.104835	0	0	0.212816	0	0.041111	0	0	0.053315	0.137474	0.06273	0	0	0	0	0	0	0.049148	0	0.046521	0.124534	0	0	0	0	0.218975	0.174508	0.044335	0	0.169479	0	0.045078	0.056721	0.124789	0	0	0.127026	0	0	0.10323	0.057083	0.089916	0	0	0	0.192552	0.118599	0.056809	0.088605	0.058973	0.081888	0	0.042762	0	0.044281	0	0	0	0	0	0.052935	0.178786	0.053623	0	0.140711	0	0.092098	0	0	0	0.035409	0.082995	0.049741	0	0	0	0	0	0.094931	0	0
Sevir.3G361000.1	0	0.042717	0.040013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04427	0	0.142674	0.159375	0	0	0.044141	0	0.044399	0	0	0	0.045726	0	0.101628	0	0	0	0.061409	0	0.062743	0.159386	0	0	0	0	0	0	0	0.109696	0	0	0	0	0	0.064679	0.128241	0.176524	0.124954	0	0.372467	0	0.169695	0.348058	0.069491	0.052393	0	0.265279	0.269823	0.304248	0.154986	0.269643	0.339253	0.398063	0.350998	0.560269	0.228024	0.677589	0.075411	0.061762	0	0.053769	0.144342	0	0.242774	0.172678	0.189186	0.20414	0.264955	0	0.048963	0.577945	0.204594	0	0.105925	0.686488	0.755847	0.232914	0.488104	0.286985	0.316505	0.142545	0.641174	0.319997	0.280502	0.278714	0.110144	0.26527	0.384224	0.168242	0	0	0	0	0	0	0	0	0	0	0
Sevir.3G352400.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.257121	0.090427	0.125476	0	0	0	0	0	0	0	0.065306	0.067979	0	0	0.129637	0	0.137436	0	0	0	0	0.420155	0.277541	0.077116	0	0.072173	0	0.077654	0.271712	0	0	0.287347	0	0.177338	0	0	0	0.085933	0.158515	0	0	0.282724	0	0	0.091099	0	0.217098	0	0.124029	0	0.405333	0.381688	0.101476	0	0	0	0	0.235742	0	0	0	0	0.110854	0	0.219264	0	0	0	0	0.33229	0.235585	0.083749	0.137847	0	0.077174	0	0.071266	0	0	0.366544	0.07712	0	0.253972	0	0.071093	0.41942	0	0.207515	0.373154	0	0.081695	0.508401	0.320699	0.193062	0	0.367766	0	0	0	0	0	0	0	0	0	0	0
Sevir.3G352266.1	0	0.112219	0.10413	0	0	0.101254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.230837	0	0	0.114128	0.640981	0.107039	0	0.317171	0	0.106265	0	0.337202	1.14856	0.108575	0	0	0	0.11397	0.756062	0	0.356883	0.299961	0.127612	0	0	0	0.117733	0	0	0	0	0	0	0	0.701354	0	0.15389	0	0.422731	0.297959	0.531634	0	0	0	0	0	0	0	0	0.160037	0	0	0	0	0	0	0	0	0	0	0	0	0.127619	0	0.542092	0	0.136359	0	0	0.503583	0	0.232239	0	0	0	0	0	0	0.374841	0	0.516733	0	0	0	0.190951	0	0.166526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sevir.3G352200.1	5.09878	13.3411	11.1921	5.72402	11.4805	3.87944	9.78597	0	0.079712	0.272777	0	0.641733	0.176498	0.326375	0.96915	0.350981	0.870721	1.22145	0	0.332485	0	0.150565	0.069577	0.100838	0	0.251058	0	0	0	1.78047	1.1724	2.00899	0.603104	1.43655	0.545397	2.51701	1.29434	2.76565	1.00846	0.508729	1.81933	2.00818	1.45159	1.79522	3.06777	7.02157	1.94155	0.980737	0.941834	2.11814	1.87632	2.04099	2.53806	1.08682	1.4351	2.06079	6.3818	1.48908	1.86859	3.36859	1.8032	2.28973	1.3807	0.72536	2.70198	13.0695	4.91202	3.77467	1.4789	0.883049	0.897979	2.35068	0.817938	12.4644	1.68758	1.88051	1.4109	12.4456	13.0311	11.144	8.13357	15.9063	23.4497	44.5892	2.94593	72.6392	42.0659	239.921	14.5051	66.5838	1.7353	13.63	117.688	148.955	9.74772	5.33541	2.37419	37.2262	2.30314	104.223	3.26654	1.6119	1.37693	13.4397	0.713058	3.0263	2.02878	0.968083	27.5913	143.333	1.9288	173.41	15.5263	4.80425	10.2504	20.5194	4.58549	1.7789	165.191	146.806	3.87294	1.25055	0.836541	2.90622	0.212366	0	0	0	0.251056	0	0.100839	0.069562	0.150572	0	0.332468	0
Sevir.3G352100.3	6.74275	4.42546	5.92248	3.80789	6.20402	7.51482	5.92105	44.0422	53.1552	54.8094	57.2088	50.9893	62.562	59.1909	51.5148	47.4193	48.3116	53.5252	65.6041	53.4141	63.4296	68.0298	54.3188	59.0592	58.2365	46.2208	43.3803	56.2851	58.4018	0.043144	0	0.0561	0.056766	0.015489	0	0.072278	0.015093	0	0.138206	0.058433	0.029966	0.014406	0.01632	0.130453	0	0.184921	0.206497	0.014986	0.032289	0.09962	0.046617	0	0.051943	0.0801	0.064139	0.081985	0.121207	0.12137	0.099722	0.039639	0.032141	0	0.098857	0.041708	0	0.024575	0.038579	0.053316	0	0.019184	0.063529	0.104547	0.019205	0.020434	0.0546	0.024387	0.090962	0.276486	0.094995	0.045451	0.017154	0	0	0.044232	0	0.025401	0.158902	0.066671	0	0.069073	0	0.024851	0.034133	0.099088	0	0.022402	0.03525	0	0.037374	0.053071	0	0.015482	0.022165	0.034724	0.138433	0.016057	0	0	0.184246	0.017357	0	0.076224	0	0.01599	0.023387	0.083044	0	0.168299	0.078452	0.05515	0	0	0.130473	0.021031	0.082607	58.4041	56.2852	43.38	46.2204	58.237	59.0592	54.3126	68.0403	63.4256	53.4104	65.6039
Sevir.3G351500.1	0.215689	0.081889	0.169362	0.078216	0.251238	0.223168	0.098661	0	0	0	0	0.016278	0	0	0	0.026763	0	0.041307	0.024076	0	0	0	0.021074	0.030585	0	0	0	0.019487	0	0.070155	0.1469	0	0	0.094439	0	0.017629	0.018417	0.018914	0	0.053446	0	0.035139	0	0.035355	0	0.037581	0.230945	0.036538	0	0.040494	0	0.094411	0.168887	0.073276	0.15651	0.024995	0.063364	0	0.081089	0.072503	0.117593	0	0.048234	0.05086	0.109273	0.239686	0.117597	0.086683	0.252141	0.02338	0.129092	0.051007	0.046845	0.099664	0.155352	0.208135	0	1.01179	0.393767	0.193973	0.690184	0.583029	0.782687	1.29408	0.242546	1.57923	1.16241	3.00743	0.576208	2.0769	0.122057	0.272724	2.1848	1.66053	0.295603	0.245742	0.386744	0.663841	0.068345	2.10255	0.483406	0.283146	0.162231	0.698488	0.140671	0.332739	0.102244	0.143014	0.449431	4.42227	0.060655	3.80981	0.708234	0.370381	0.941382	0.683296	0.996923	0.384645	4.9746	2.93585	0.222072	0.066026	0.026508	0.076898	0.201435	0	0.019487	0	0	0	0.030585	0.021071	0	0	0	0.024076
Sevir.3G351200.1	3.32612	3.4575	3.01741	3.47991	3.34126	3.67789	3.36045	13.4931	14.5849	15.5921	15.5445	15.6051	15.0917	15.7559	14.9789	13.4677	12.3939	14.5477	18.9639	17.5553	18.7242	18.2633	17.6368	16.3865	16.9873	12.3313	13.5459	14.1117	15.7125	0.882907	1.872	1.88914	1.29219	1.41047	1.29862	1.74637	1.19867	1.32147	1.88547	1.47551	1.93684	1.48396	1.93891	1.17708	1.28584	1.00643	1.94621	1.09622	2.08195	1.87372	0.832796	1.38065	1.06191	1.26991	1.39999	1.46104	0.789445	1.32262	0.691696	1.64763	1.24125	0.254778	1.41092	0.866963	2.09344	1.31227	1.71743	1.40694	1.57547	0.568213	1.92676	1.1188	1.52173	1.37489	0.756545	1.25423	1.08169	2.13764	1.95382	1.66408	1.35721	1.93739	0.85838	3.01641	1.31242	2.25967	2.33986	2.32931	1.51481	2.63919	2.30968	2.31177	1.9916	1.56547	1.11938	2.78814	1.14979	1.35688	1.55192	2.04549	1.38071	1.68444	1.05477	1.40752	1.37007	1.6185	1.95131	1.62369	1.82515	2.57366	1.47846	2.33575	1.75312	2.18171	1.20524	1.84639	1.61657	2.28629	2.3294	2.25351	0.90143	1.71305	2.23502	2.28457	0.817059	15.7131	14.1116	13.5458	12.3312	16.9875	16.3865	17.6343	18.2655	18.7233	17.5542	18.9638
Sevir.3G351100.1	1.35018	0.605271	0.425499	1.04336	0.471627	0.617619	1.44117	0	0	0.063186	0	0	0	0	0.061285	0	0	0.047173	0	0	0	0	0	0	0.048871	0	0	0.044386	0.113548	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113553	0.044386	0	0	0.048871	0	0	0	0	0	0
Sevir.3G350800.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sevir.3G350700.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sevir.3G350400.1	25.0783	23.4922	28.8344	27.3895	28.0248	28.7202	27.474	40.513	44.7941	47.684	43.0043	40.7229	43.4701	47.6558	37.3737	27.9841	40.4924	30.6826	44.9991	49.5558	49.3592	50.1774	41.1838	43.8349	48.9305	30.8652	34.7743	29.7061	42.103	11.4604	13.704	9.89308	13.3384	10.4474	12.1738	9.05377	10.6245	9.65155	12.9278	9.78782	11.907	11.5558	15.6942	14.7099	15.9801	10.534	13.8447	22.1158	15.4248	13.2654	15.9382	16.7791	21.2084	14.3362	12.0756	12.6977	14.4225	11.453	12.5013	11.7812	12.3619	5.9131	10.7993	10.5575	13.3062	15.2983	16.6015	16.7728	12.077	11.7238	18.2356	16.7889	17.5032	12.8204	12.3521	18.6139	20.9461	35.3424	41.6375	17.6564	23.3698	15.3148	20.5765	21.1511	28.1478	18.3251	21.191	21.8	21.0093	19.3499	19.5608	15.0317	24.923	20.0291	23.0594	15.5463	18.9918	15.9444	23.8156	19.9536	27.1988	17.5544	21.2658	20.1001	24.0243	16.7559	29.4778	21.4163	26.1833	26.344	23.8756	35.3042	30.0024	22.0295	36.5961	27.3479	35.4956	30.501	35.6021	32.5074	30.4225	22.5739	28.0957	32.4037	43.4523	42.1047	29.7056	34.7743	30.865	48.9308	43.8353	41.1753	50.1797	49.3582	49.5533	44.9988
Sevir.3G350350.1	0	0	0	0	0	0	0	0	0	0	0	6.81871	22.1688	28.4452	0	0	0	8.63055	10.1756	10.6078	0	0	0	0	17.9244	0	9.45926	7.4472	18.989	0	0	0	0	0	0	0	0	0	44.7049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.5386	0	0	0	0	0	0	0	0	0	0	0	23.6504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.54169	0	0	0	0	0	0	0	19.0572	0	0	12.6316	18.9915	7.45318	9.46291	0	17.9313	0	0	0	0	10.6142	10.1764
Sevir.3G350300.1	3.36668	3.45168	2.80586	2.53498	3.40459	2.68446	3.26382	8.22094	7.23596	6.27776	6.2444	7.64635	4.99423	6.8499	8.44315	9.6305	9.18836	7.48373	7.82902	6.02658	5.40524	5.73847	7.35401	7.32861	6.38602	7.43972	7.88534	10.0221	7.99449	1.03108	2.40556	2.0117	1.89796	1.29485	1.90425	2.21111	1.81005	1.78066	0.828069	1.85043	1.44086	2.27318	2.30064	2.59852	1.62759	1.32456	2.02058	2.07219	2.70766	2.18153	1.30401	1.77776	2.85108	2.05984	2.53624	2.10579	1.40884	1.83828	1.43134	1.37255	1.42108	0.499031	1.3721	0.946425	1.9694	1.46547	2.62415	2.37632	0.87475	1.14142	2.62704	2.75102	1.69881	1.36594	1.30397	0.814581	2.99235	4.56584	3.39867	4.2864	5.11549	3.80464	4.43232	5.00772	4.75039	5.20746	4.92833	5.77747	6.10266	5.5961	5.53107	3.08579	4.72275	4.59935	4.29223	4.05474	3.90735	3.10257	2.45088	2.59287	2.69938	3.13994	3.18371	4.67825	2.58968	2.79332	4.96058	3.51657	3.47565	4.3864	3.86704	5.45155	3.32751	3.97811	2.63011	4.79874	3.89858	4.25988	5.80825	4.86532	3.48076	3.09847	3.31682	4.5563	3.74498	7.99481	10.022	7.8853	7.43965	6.38607	7.32864	7.35285	5.73906	5.40501	6.02622	7.82899
Sevir.3G350200.1	9.32399	8.06625	9.1599	7.0473	7.92543	10.2969	9.01665	23.526	25.2098	21.9742	23.5357	20.5134	23.0024	24.0473	26.5251	21.4512	23.7338	19.7289	23.0724	21.0885	23.0132	22.3257	23.4891	22.3225	24.1332	21.5728	24.1363	21.6945	21.3486	9.79786	5.78261	8.23682	9.45856	9.89324	9.40657	8.38466	8.01466	12.3212	5.70261	8.77964	9.04803	9.06641	9.11953	10.7904	9.71233	9.08365	6.64563	5.42165	9.40603	8.52146	7.86384	9.91734	9.29218	8.05984	6.41864	7.58758	6.79191	8.84514	7.27147	8.43637	7.24345	5.31469	6.6474	9.46296	9.69853	9.2414	9.88328	9.17478	5.8417	4.78998	8.85057	10.7575	6.31138	9.54884	5.52539	6.62598	8.35887	17.433	15.2796	12.3648	13.5022	15.4007	16.8239	16.6103	14.403	19.8779	12.9759	24.0606	14.6945	20.4854	17.1316	13.6985	18.1872	15.2102	11.1299	11.9788	11.5243	10.941	10.9256	13.0075	13.7776	14.1311	11.1857	15.2858	8.93621	11.6032	13.4095	14.2293	13.2458	16.424	13.7556	19.1568	13.4773	14.9707	13.9213	13.1327	16.0066	14.1049	19.8937	20.9154	11.447	11.1127	8.76959	14.2304	12.8546	21.3494	21.6941	24.1362	21.5726	24.1334	22.3227	23.4846	22.327	23.0126	21.0874	23.0723
Sevir.3G350100.1	12.0709	11.442	10.9765	11.9386	10.8383	10.4997	11.748	28.3015	30.2651	32.0249	32.176	29.4861	30.6096	28.633	28.1175	23.8312	22.2992	23.6441	32.5365	33.1992	35.4648	31.2159	31.3119	30.186	31.6327	23.7146	26.9891	24.8124	26.5666	8.08789	5.57206	5.71801	6.39654	7.4519	6.16618	6.47514	4.44944	9.31169	7.19052	5.55963	5.9129	4.90331	4.72478	5.17581	5.75068	5.95841	4.4828	8.89587	3.76764	3.74376	5.99887	7.36447	4.94417	6.41706	6.99905	7.65863	6.42888	7.77489	3.98064	5.39924	4.43803	7.22829	3.60365	3.85912	6.63443	3.9596	4.47205	5.67695	1.87676	3.39987	4.90602	5.57191	4.07704	6.18231	2.26513	4.01272	6.06127	19.3212	24.423	12.6832	16.9906	14.846	16.4989	16.7556	18.3441	13.6279	15.8883	12.8285	17.0652	13.1157	13.9406	13.3717	13.5223	16.9861	21.7296	14.0996	13.5336	17.0525	17.2416	15.1201	13.5368	17.0543	12.7264	18.6974	13.8134	13.2919	18.6454	17.7661	12.6286	18.5702	18.879	21.6642	13.4994	17.2764	19.7307	23.1667	25.3807	22.3366	16.2735	21.3974	19.0792	17.7958	19.8982	26.2461	20.4376	26.5676	24.812	26.989	23.7144	31.6329	30.1862	31.3059	31.2179	35.4638	33.1975	32.5363
Sevir.3G350000.1	15.8735	14.352	12.5229	12.2533	11.7618	15.7313	15.3415	87.672	71.5694	90.1738	81.6364	80.2531	97.8361	76.1404	84.3842	74.379	82.0172	83.5319	93.0559	98.7938	92.9325	113.616	89.719	91.3508	92.7938	82.946	88.7854	85.1367	91.8765	0.376858	0.724074	0.367573	0.278822	0.659389	0.536661	0.331462	0.668522	0.304902	0.991573	0.669923	0.861216	0.802338	0.614696	0.759726	1.41639	1.13524	1.43913	1.07872	1.19125	0.870011	0.280363	0.760988	0.396743	0.721851	0.999218	0.570605	0.198633	0.76222	0.462959	0.616522	0.631695	0.184542	0.421215	0.375606	0.528233	0.603194	1.23134	1.57112	0.182373	0.62719	0.866364	0.685203	0.755013	0.568659	0.834351	0.319284	0.447155	0.135938	0.248705	0.148812	0.140362	0	0	0.108531	0	0.332427	0.086681	0.400002	0.026667	0.263608	0.300319	0.040685	0.446855	0.283479	0.363777	0.366308	0.028832	0.271071	0.061149	0.260426	0.092654	0.177365	0.03633	0	0.07555	0	0.034331	0.137094	0.335372	0.36914	0.122231	0.623491	0	0.078487	0	0.067913	0.038222	0	0.899136	0.541368	0.149105	0.059067	0.035569	0	0	91.8801	85.1364	88.7848	82.9452	92.7946	91.351	89.707	113.631	92.9275	98.7874	93.0555
Sevir.3G349800.1	0.294035	0.632631	1.15915	0	0.611923	1.13715	0.629125	4.31429	4.10727	3.72865	2.00713	5.47413	8.53787	7.76184	5.38187	1.78198	7.07208	6.59559	6.25371	6.07458	4.43359	1.56134	6.9002	3.15644	6.14647	5.66607	4.65159	7.35522	4.14737	0	0	0.473404	0	0	0.53835	1.21629	0	0	0	0.983009	0.539427	1.46002	1.64319	0.488571	0	0	0	0	1.95603	0	0.271417	0	0	0.680483	0	0.687113	0	0.684559	0	0	0.270285	0	1.01176	0	0.899924	0	0.319643	0.591728	1.88899	0.308348	0.698497	0	0	0	0	0	0	1.87504	0	1.12719	0	1.50192	0.863272	0	1.92786	0.414134	2.03211	1.45665	0	0.747317	0.81816	0	2.2405	0.397862	0	0	0.287328	0.766565	0.305651	0.431136	1.52968	0.254902	1.13087	0.853621	1.14862	0.784303	0.352077	0	1.72354	1.13726	0.840949	0.311658	0	0.525517	0.395699	0.676509	0	0.683006	1.73667	1.20598	0.758449	1.47557	2.12281	1.01775	0	4.14748	7.3544	4.6517	5.66608	6.14629	3.15661	6.89665	1.56102	4.43426	6.07463	6.25364
